free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,interest_paid_cff,cash_dividends_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,common_stock_dividend_paid,net_investment_purchase_and_sale,sale_of_investment
1748037000.0,-657078000.0,-122178000.0,-1474864000.0,13174991000.0,13917369000.0,-288761000.0,-453617000.0,-3683573000.0,-3683573000.0,-142735000.0,0.0,-779256000.0,-779256000.0,-657078000.0,-122178000.0,7055000.0,7055000.0,1325808000.0,156111000.0,,,,1300909000.0,,3222901000.0,3222901000.0,-517558000.0,-723894000.0,361207000.0,361207000.0,361207000.0,-1085101000.0,-1013014000.0,124087000.0,532247000.0,532247000.0,,,,3599859000.0,2022-12-31,,,
3662560000.0,-762286000.0,,-142994000.0,15108235000.0,13174991000.0,-726076000.0,2659320000.0,-1172422000.0,-1172422000.0,-410136000.0,0.0,-762286000.0,-762286000.0,-762286000.0,,26188000.0,26188000.0,-64073000.0,233255000.0,,,,-142994000.0,-142994000.0,3805554000.0,3805554000.0,-724864000.0,-5005000.0,-55255000.0,-55255000.0,-55255000.0,50250000.0,147399000.0,40932000.0,516743000.0,516743000.0,491937000.0,,491937000.0,3485811000.0,2023-03-31,,,
2940100000.0,-50000000.0,,-152927000.0,14474035000.0,15108236000.0,-331476000.0,-302725000.0,-3168060000.0,-3168060000.0,-139060000.0,-2979000000.0,-50000000.0,-50000000.0,-50000000.0,,-227692000.0,-227692000.0,-37543000.0,261861000.0,-299083000.0,6802000.0,-305885000.0,-152927000.0,-152927000.0,3093027000.0,3093027000.0,-1378343000.0,92352000.0,-450754000.0,-450754000.0,-450754000.0,543106000.0,493579000.0,-14992000.0,508354000.0,508354000.0,311571000.0,,311571000.0,3574085000.0,2023-06-30,,,
3283482000.0,-813959000.0,,-367356000.0,16917191000.0,14474035000.0,181789000.0,2261367000.0,-1206929000.0,-1206929000.0,-392970000.0,0.0,-813959000.0,-813959000.0,-813959000.0,,-182542000.0,-182542000.0,-62498000.0,247312000.0,,,,-367356000.0,-367356000.0,3650838000.0,3650838000.0,-791616000.0,212558000.0,-18169000.0,-18169000.0,-18169000.0,230727000.0,146082000.0,-16324000.0,519916000.0,519916000.0,-88982000.0,6275000.0,-95257000.0,3815286000.0,2023-09-30,,,
2188048000.0,-54476000.0,,-707723000.0,13872897000.0,16917191000.0,-105699000.0,-2938595000.0,-3768994000.0,-3768994000.0,-124940000.0,-3000000000.0,-54476000.0,-54476000.0,-54476000.0,,-2065372000.0,-2065372000.0,1442000.0,459858000.0,0.0,0.0,0.0,663277000.0,,2895771000.0,2895771000.0,-869859000.0,-402715000.0,283382000.0,283382000.0,283382000.0,-686097000.0,-625812000.0,-233071000.0,524144000.0,524144000.0,132367000.0,3410000.0,128957000.0,3744905000.0,2023-12-31,-3000000000.0,,
3272384000.0,-147926000.0,,-182584000.0,16822986000.0,13872897000.0,-271348000.0,3221437000.0,-513549000.0,-513549000.0,-365623000.0,0.0,-147926000.0,-147926000.0,-147926000.0,,280018000.0,280018000.0,63027000.0,379775000.0,,,,-182584000.0,-182584000.0,3454968000.0,3454968000.0,-1111668000.0,-542979000.0,-44721000.0,-44721000.0,-44721000.0,-498258000.0,-405943000.0,-154321000.0,543718000.0,543718000.0,185718000.0,2681000.0,183037000.0,4534500000.0,2024-03-31,,19800000.0,19800000.0
