tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-40342510.657223,0.23615,4614145000.0,-170834000.0,-170834000.0,2561220000.0,532247000.0,5135113000.0,4443311000.0,3911064000.0,-124087000.0,311205000.0,187118000.0,2691711489.342777,2561220000.0,3378784000.0,3894780000.0,30000000.0,30000000.0,85.374,85.374,2561220000.0,2561220000.0,2561220000.0,-188531000.0,2749751000.0,2749751000.0,850108000.0,3599859000.0,-170834000.0,,-170834000.0,-124087000.0,311205000.0,187118000.0,3894780000.0,-1756329000.0,-300384000.0,-1455945000.0,-1455945000.0,-1455945000.0,2138451000.0,5135113000.0,7273564000.0,7273564000.0,2022-12-31
-123419013.230494,0.253475,4795454000.0,-486908000.0,-486908000.0,2512362000.0,516743000.0,1790633000.0,4308546000.0,3791803000.0,-40932000.0,305992000.0,265060000.0,2875850986.769506,2512362000.0,2435758000.0,4013651000.0,30000143.0,30000143.0,83.745,83.745,2512362000.0,2512362000.0,2512362000.0,-89883000.0,2602245000.0,2602245000.0,883566000.0,3485811000.0,-486908000.0,,-486908000.0,-40932000.0,305992000.0,265060000.0,4013651000.0,645125000.0,567884000.0,77241000.0,77241000.0,77241000.0,4658776000.0,1790633000.0,6449409000.0,6449409000.0,2023-03-31
-89252786.446881,0.258716,4709101000.0,-344984000.0,-344984000.0,2444711000.0,508354000.0,1635987000.0,4364117000.0,3855763000.0,14992000.0,281678000.0,296670000.0,2700442213.553119,2444711000.0,2252366000.0,3904077000.0,30000135.0,30000135.0,81.49,81.49,2444711000.0,2444711000.0,2444711000.0,-204702000.0,2649413000.0,2649413000.0,924672000.0,3574085000.0,-344984000.0,,-344984000.0,14992000.0,281678000.0,296670000.0,3904077000.0,616379000.0,540054000.0,76325000.0,76325000.0,76325000.0,4520456000.0,1635987000.0,6156443000.0,6156443000.0,2023-06-30
33479465.07444,0.264238,4486945000.0,126702000.0,126702000.0,2709532000.0,519916000.0,2031948000.0,4613647000.0,4093731000.0,16325000.0,278445000.0,294770000.0,2616309465.07444,2709532000.0,2660317000.0,3678534000.0,29999911.0,29999911.0,90.318,90.318,2709532000.0,2709532000.0,2709532000.0,-97611000.0,2807143000.0,2807143000.0,1008143000.0,3815286000.0,120427000.0,-6275000.0,126702000.0,16325000.0,278445000.0,294770000.0,3678534000.0,628369000.0,544722000.0,83647000.0,83647000.0,83647000.0,4306903000.0,2031948000.0,6338851000.0,6338851000.0,2023-09-30
-39756651.695036,0.301146,4660814000.0,-132018000.0,-132018000.0,2537108000.0,524144000.0,4800351000.0,4528796000.0,4004652000.0,233070000.0,259747000.0,492817000.0,2629369348.304964,2537108000.0,3229678000.0,3647263000.0,,,,,2537108000.0,2537108000.0,2537108000.0,-80035000.0,2617143000.0,2617143000.0,1127762000.0,3744905000.0,-135428000.0,-3410000.0,-132018000.0,233070000.0,259747000.0,492817000.0,3647263000.0,-1570673000.0,,81987000.0,81987000.0,81987000.0,2076590000.0,4800351000.0,6876941000.0,6876941000.0,2023-12-31
-58363688.011909,0.29722,5529985000.0,-196365000.0,-196365000.0,3082091000.0,543718000.0,2030410000.0,5333620000.0,4789902000.0,154323000.0,255402000.0,409725000.0,3220092311.988091,3082091000.0,2855684000.0,4579223000.0,30000107.0,30000107.0,102.736,102.736,3082091000.0,3082091000.0,3082091000.0,-104663000.0,3186754000.0,3186754000.0,1347746000.0,4534500000.0,-199046000.0,-2681000.0,-196365000.0,154323000.0,255402000.0,409725000.0,4579223000.0,825274000.0,746255000.0,79019000.0,79019000.0,79019000.0,5404497000.0,2030410000.0,7434907000.0,7434907000.0,2024-03-31
