ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,machinery_furniture_equipment,land_and_improvements,current_assets,other_current_assets,restricted_cash,inventory,receivables,other_receivables,taxes_receivable,notes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,investmentin_financial_assets
300000000.0,300000000.0,2029770000.0,15228308000.0,-11037307000.0,56825535000.0,12516197000.0,-11037307000.0,23547000.0,41620774000.0,54955539000.0,49015607000.0,7394833000.0,41620774000.0,13122054000.0,13122054000.0,,20731444000.0,7767276000.0,7767276000.0,21903914000.0,16339941000.0,32654000.0,2972522000.0,2972522000.0,13334765000.0,13334765000.0,5563973000.0,1893543000.0,23547000.0,1869996000.0,1869996000.0,3670430000.0,,3670430000.0,1678680000.0,1453784000.0,879473000.0,537966000.0,70919521000.0,52839351000.0,10266000.0,10266000.0,10266000.0,52658081000.0,50188703000.0,2469378000.0,171004000.0,-352934000.0,523938000.0,93000000.0,391316000.0,193000.0,18080170000.0,285560000.0,1420728000.0,64716000.0,3134175000.0,148618000.0,443634000.0,0.0,2541923000.0,-301947000.0,2843870000.0,13174991000.0,13174991000.0,5507340000.0,7667651000.0,2022-12-31,
300000000.0,300000000.0,,13514290000.0,-7201960000.0,56902820000.0,14431828000.0,-7201960000.0,,43388530000.0,55132862000.0,50535812000.0,7147282000.0,43388530000.0,822876000.0,2285392000.0,-1462516000.0,34798378000.0,7767276000.0,7767276000.0,20262361000.0,14660372000.0,33523000.0,2882517000.0,2882517000.0,11744332000.0,11744332000.0,5601989000.0,1769958000.0,,1769958000.0,,3832031000.0,3586250000.0,245781000.0,,,,245781000.0,70798173000.0,50764356000.0,9658000.0,9658000.0,9658000.0,50590490000.0,,,164208000.0,,164208000.0,,164208000.0,,20033817000.0,,1392490000.0,,3533092000.0,148618000.0,904116000.0,,2480358000.0,,,15108235000.0,15108235000.0,,,2023-03-31,
300000000.0,300000000.0,,13147327000.0,-9777470000.0,52726938000.0,11103949000.0,-9777470000.0,,39579611000.0,50845278000.0,46708276000.0,7128665000.0,39579611000.0,805081000.0,2542227000.0,-1737146000.0,31007254000.0,7767276000.0,7767276000.0,22035781000.0,14222356000.0,34391000.0,2922298000.0,2922298000.0,11265667000.0,11265667000.0,7813425000.0,1881660000.0,,1881660000.0,,5931765000.0,5685277000.0,246488000.0,,,,246488000.0,68744057000.0,49826683000.0,305885000.0,305885000.0,305885000.0,49357081000.0,,,163717000.0,,163717000.0,,163717000.0,,18917374000.0,,1403467000.0,,3039872000.0,100696000.0,988707000.0,,1950469000.0,,,14474035000.0,14474035000.0,,,2023-06-30,
300000000.0,300000000.0,,12386505000.0,-7084269000.0,54932433000.0,14053419000.0,-7084269000.0,,42545928000.0,53814972000.0,49844454000.0,7298526000.0,42545928000.0,1061866000.0,2542227000.0,-1480361000.0,33716786000.0,7767276000.0,7767276000.0,21442782000.0,14306075000.0,35260000.0,3001771000.0,3001771000.0,11269044000.0,11269044000.0,7136707000.0,1117461000.0,,1117461000.0,,6019246000.0,5794129000.0,225117000.0,,,,225117000.0,71287236000.0,50097110000.0,299609000.0,299609000.0,299609000.0,49630197000.0,,,167304000.0,,167304000.0,,167304000.0,,21190126000.0,,1479616000.0,,2793319000.0,100696000.0,934895000.0,,1757728000.0,,,16917191000.0,16917191000.0,,,2023-09-30,
300000000.0,300000000.0,,12247137000.0,-4364715000.0,57170118000.0,13905970000.0,-4364715000.0,22367000.0,44945348000.0,55936479000.0,51591198000.0,6645850000.0,44945348000.0,12477106000.0,12477106000.0,,24700966000.0,7767276000.0,7767276000.0,18751226000.0,13923999000.0,35010000.0,2897858000.0,2897858000.0,10991131000.0,10991131000.0,4827227000.0,1256006000.0,22367000.0,1233639000.0,1233639000.0,3571221000.0,,3571221000.0,1605936000.0,1453633000.0,789299000.0,511652000.0,70342424000.0,51609227000.0,2115148000.0,296199000.0,,49310063000.0,47160878000.0,2149185000.0,184016000.0,-369701000.0,553717000.0,98824000.0,408533000.0,177000.0,18733197000.0,317269000.0,1615400000.0,60360000.0,2867271000.0,100696000.0,448757000.0,,2317818000.0,-336223000.0,2654041000.0,13872897000.0,13872897000.0,3121101000.0,10751796000.0,2023-12-31,1818949000.0
300000000.0,300000000.0,,11749065000.0,-725576000.0,59485963000.0,17357204000.0,-725576000.0,,47736898000.0,58367798000.0,54382585000.0,6645687000.0,47736898000.0,631993000.0,2542227000.0,-1910234000.0,39337629000.0,7767276000.0,7767276000.0,18610602000.0,13711860000.0,35937000.0,3045023000.0,3045023000.0,10630900000.0,10630900000.0,4898742000.0,1118165000.0,,1118165000.0,,3780577000.0,,3780577000.0,3532867000.0,,,247710000.0,72993187000.0,50737241000.0,2092667000.0,293518000.0,293518000.0,48462474000.0,,,182100000.0,,182100000.0,,182100000.0,,22255946000.0,,1515492000.0,,3917468000.0,100696000.0,968801000.0,,2847971000.0,,,16822986000.0,16822986000.0,,,2024-03-31,1799149000.0
