treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_deferred_taxes_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,current_accrued_expenses
9000000.0,631000000.0,640000000.0,2341000000.0,4876000000.0,7547000000.0,6883000000.0,4876000000.0,354000000.0,5560000000.0,7547000000.0,5560000000.0,5560000000.0,-32000000.0,-32000000.0,-5965000000.0,11557000000.0,0.0,0.0,10478000000.0,2500000000.0,218000000.0,2282000000.0,295000000.0,1987000000.0,7978000000.0,672000000.0,1529000000.0,1323000000.0,206000000.0,59000000.0,59000000.0,380000000.0,5338000000.0,5338000000.0,4783000000.0,418000000.0,137000000.0,16038000000.0,1177000000.0,234000000.0,,,684000000.0,34000000.0,650000000.0,259000000.0,-312000000.0,571000000.0,152000000.0,45000000.0,138000000.0,219000000.0,17000000.0,0.0,14861000000.0,456000000.0,4783000000.0,4783000000.0,,,,9622000000.0,2244000000.0,7378000000.0,,,2022-12-31,
9200000.0,630000000.0,639200000.0,2336000000.0,4609000000.0,7279000000.0,6657000000.0,4609000000.0,348000000.0,5291000000.0,7279000000.0,5291000000.0,5291000000.0,-30000000.0,-30000000.0,-6341000000.0,11662000000.0,0.0,0.0,14727000000.0,2515000000.0,227000000.0,2288000000.0,300000000.0,1988000000.0,12212000000.0,745000000.0,2527000000.0,2313000000.0,214000000.0,48000000.0,48000000.0,300000000.0,8592000000.0,8592000000.0,7760000000.0,671000000.0,161000000.0,20018000000.0,1149000000.0,207000000.0,,,682000000.0,,,260000000.0,,260000000.0,,,260000000.0,,,,18869000000.0,515000000.0,7760000000.0,7760000000.0,,,,10594000000.0,2428000000.0,8166000000.0,2529000000.0,5637000000.0,2023-03-31,
9200000.0,634000000.0,643200000.0,2324000000.0,4380000000.0,7048000000.0,6428000000.0,4380000000.0,335000000.0,5059000000.0,7048000000.0,5059000000.0,5059000000.0,-33000000.0,-33000000.0,-6198000000.0,11290000000.0,0.0,0.0,16129000000.0,2505000000.0,231000000.0,2274000000.0,285000000.0,1989000000.0,13624000000.0,725000000.0,2707000000.0,2495000000.0,212000000.0,50000000.0,50000000.0,310000000.0,9832000000.0,9832000000.0,9144000000.0,588000000.0,100000000.0,21188000000.0,1136000000.0,194000000.0,,,679000000.0,,,263000000.0,,263000000.0,,,263000000.0,,,,20052000000.0,568000000.0,9144000000.0,9144000000.0,,,,10340000000.0,2435000000.0,7905000000.0,,,2023-06-30,
9200000.0,639000000.0,648200000.0,2309000000.0,8447000000.0,11113000000.0,7702000000.0,8447000000.0,319000000.0,9123000000.0,11113000000.0,9123000000.0,9123000000.0,-5000000.0,-5000000.0,-2324000000.0,11452000000.0,0.0,0.0,12316000000.0,2495000000.0,240000000.0,2255000000.0,265000000.0,1990000000.0,9821000000.0,713000000.0,1866000000.0,1613000000.0,253000000.0,54000000.0,54000000.0,451000000.0,6737000000.0,6737000000.0,5986000000.0,588000000.0,163000000.0,21439000000.0,3916000000.0,195000000.0,2775000000.0,2775000000.0,676000000.0,,,270000000.0,,270000000.0,,,270000000.0,,,,17523000000.0,369000000.0,6192000000.0,5986000000.0,206000000.0,-35000000.0,241000000.0,10962000000.0,2787000000.0,8175000000.0,,,2023-09-30,
,638000000.0,638000000.0,2304000000.0,7373000000.0,10156000000.0,6559000000.0,7373000000.0,313000000.0,8165000000.0,10156000000.0,8165000000.0,8165000000.0,-49000000.0,-49000000.0,-3425000000.0,11639000000.0,0.0,0.0,12480000000.0,2530000000.0,287000000.0,2243000000.0,252000000.0,1991000000.0,9950000000.0,897000000.0,1427000000.0,1427000000.0,,61000000.0,61000000.0,436000000.0,8026000000.0,7129000000.0,5869000000.0,1119000000.0,141000000.0,20645000000.0,4136000000.0,463000000.0,2881000000.0,2881000000.0,792000000.0,40000000.0,752000000.0,,,,,,,,,,16509000000.0,320000000.0,6118000000.0,5869000000.0,249000000.0,-44000000.0,293000000.0,10071000000.0,3197000000.0,6874000000.0,,,2023-12-31,897000000.0
