free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,deferred_tax,deferred_income_tax
454304000.0,-500000000.0,0.0,0.0,-8394000.0,376000.0,16205000.0,12103000000.0,12259382000.0,288910000.0,-445003000.0,-764430000.0,-764430000.0,-312978000.0,48548000.0,-500000000.0,-500000000.0,0.0,0.0,0.0,0.0,-143271000.0,-143271000.0,227000.0,-135104000.0,921890000.0,-1056994000.0,-8394000.0,-8394000.0,462698000.0,462698000.0,-98048000.0,-38618000.0,-24916000.0,13776000.0,-7275000.0,11944000.0,-19219000.0,-19219000.0,-41015000.0,-14364000.0,253608000.0,18503000.0,12948000.0,12948000.0,-27612000.0,-6232000.0,-21380000.0,318663000.0,2022-12-31,,
1581000000.0,-493000000.0,,,-6000000.0,1000000.0,11000000.0,15872000000.0,12103000000.0,79000000.0,3690000000.0,2286000000.0,2286000000.0,2762000000.0,17000000.0,-493000000.0,-493000000.0,,,,,-183000000.0,-183000000.0,,-177000000.0,917000000.0,-1094000000.0,-6000000.0,-6000000.0,1587000000.0,1587000000.0,1207000000.0,989000000.0,,-1000000.0,250000000.0,226000000.0,24000000.0,24000000.0,-31000000.0,29000000.0,240000000.0,,11000000.0,11000000.0,-17000000.0,,-17000000.0,117000000.0,2023-03-31,,
900000000.0,-507000000.0,,,-9000000.0,0.0,39000000.0,16981000000.0,15872000000.0,53000000.0,1056000000.0,167000000.0,167000000.0,637000000.0,37000000.0,-507000000.0,-507000000.0,,,,,-20000000.0,-20000000.0,,-11000000.0,586000000.0,-597000000.0,-9000000.0,-9000000.0,909000000.0,909000000.0,-25000000.0,174000000.0,,8000000.0,-155000000.0,-93000000.0,-62000000.0,-62000000.0,-52000000.0,0.0,304000000.0,,9000000.0,9000000.0,-29000000.0,,-29000000.0,650000000.0,2023-06-30,,
1310000000.0,-500000000.0,,,-15000000.0,1000000.0,19000000.0,14088000000.0,16981000000.0,-142000000.0,-2751000000.0,-3712000000.0,-3712000000.0,-3226000000.0,14000000.0,-500000000.0,-500000000.0,,,,,-364000000.0,-364000000.0,,-349000000.0,325000000.0,-674000000.0,-15000000.0,-15000000.0,1325000000.0,1325000000.0,-592000000.0,-879000000.0,,7000000.0,253000000.0,188000000.0,65000000.0,65000000.0,27000000.0,11000000.0,286000000.0,0.0,8000000.0,8000000.0,-3000000.0,,-3000000.0,4374000000.0,2023-09-30,,
93000000.0,-752000000.0,,,,53000000.0,63000000.0,12667000000.0,14088000000.0,162000000.0,-1583000000.0,-1171000000.0,-1171000000.0,-461000000.0,42000000.0,-752000000.0,-752000000.0,,,,,-475000000.0,-475000000.0,,-391000000.0,552000000.0,-943000000.0,,,63000000.0,63000000.0,130000000.0,-42000000.0,,,232000000.0,259000000.0,,,-46000000.0,43000000.0,290000000.0,0.0,16000000.0,16000000.0,,,,-349000000.0,2023-12-31,-116000000.0,-116000000.0
