ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accrued_interest_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,long_term_provisions
1356140180.0,1356140180.0,596675000.0,4288678000.0,4921472000.0,3738550000.0,4288678000.0,58558000.0,4383355000.0,4592503000.0,4383355000.0,4383355000.0,-77417000.0,-77417000.0,-7080342000.0,11540979000.0,135000.0,135000.0,1995935000.0,527407000.0,179784000.0,7760000.0,7760000.0,96198000.0,80202000.0,15996000.0,243665000.0,34517000.0,209148000.0,1468528000.0,114335000.0,213861000.0,213861000.0,353010000.0,24041000.0,328969000.0,128969000.0,200000000.0,184775000.0,602547000.0,232791000.0,369756000.0,30971000.0,44004000.0,294781000.0,6379290000.0,1172212000.0,12331000.0,804000.0,91779000.0,94677000.0,94568000.0,109000.0,972621000.0,-171470000.0,1144091000.0,53786000.0,364294000.0,390595000.0,47483000.0,222448000.0,65485000.0,0.0,5207078000.0,,196000.0,190737000.0,282346000.0,172503000.0,20886000.0,88957000.0,198984000.0,22777000.0,3039000.0,173168000.0,-211000.0,173379000.0,4534815000.0,665251000.0,3869564000.0,2022-12-31,
1362652101.0,1362652101.0,545194000.0,4117462000.0,4645412000.0,3449767000.0,4117462000.0,57088000.0,4157306000.0,4363604000.0,4157306000.0,4157306000.0,-59014000.0,-59014000.0,-7428773000.0,11644957000.0,136000.0,136000.0,1799469000.0,544918000.0,207244000.0,7851000.0,7851000.0,90982000.0,74921000.0,16061000.0,238841000.0,32543000.0,206298000.0,1254551000.0,69510000.0,185477000.0,185477000.0,306353000.0,24545000.0,281808000.0,131808000.0,150000000.0,87950000.0,605261000.0,270334000.0,334927000.0,31598000.0,61969000.0,241360000.0,5956775000.0,1252457000.0,11917000.0,49191000.0,97947000.0,39844000.0,39735000.0,109000.0,1053558000.0,-191097000.0,1244655000.0,54709000.0,396063000.0,455407000.0,49855000.0,223136000.0,65485000.0,0.0,4704318000.0,42373000.0,159000.0,199932000.0,296995000.0,163758000.0,24582000.0,108655000.0,332158000.0,21195000.0,1335000.0,309628000.0,-433000.0,310061000.0,3832701000.0,294057000.0,3538644000.0,2023-03-31,
1376251336.0,1376251336.0,677807000.0,3751555000.0,4427037000.0,2996310000.0,3751555000.0,49329000.0,3798559000.0,4005985000.0,3798559000.0,3798559000.0,-143687000.0,-143687000.0,-7809910000.0,11752019000.0,137000.0,137000.0,1930177000.0,525068000.0,209032000.0,7996000.0,7996000.0,74793000.0,59141000.0,15652000.0,233247000.0,25821000.0,207426000.0,1405109000.0,62516000.0,159034000.0,159034000.0,444560000.0,23508000.0,421052000.0,141417000.0,279635000.0,135719000.0,603280000.0,242205000.0,361075000.0,38540000.0,55560000.0,266975000.0,5728736000.0,1327317000.0,7933000.0,32273000.0,95607000.0,47004000.0,46895000.0,109000.0,1144500000.0,-201406000.0,1345906000.0,53366000.0,497446000.0,442690000.0,72839000.0,214080000.0,65485000.0,0.0,4401419000.0,41206000.0,9693000.0,174986000.0,321333000.0,180813000.0,31472000.0,109048000.0,338140000.0,36866000.0,1992000.0,299282000.0,,,3516061000.0,105693000.0,3410368000.0,2023-06-30,
1352997624.0,1352997624.0,579772000.0,3709577000.0,4294286000.0,2770245000.0,3709577000.0,48720000.0,3763234000.0,3965725000.0,3763234000.0,3763234000.0,-144931000.0,-144931000.0,-7594497000.0,11502527000.0,135000.0,135000.0,1761645000.0,478348000.0,191986000.0,7830000.0,7830000.0,50567000.0,34209000.0,16358000.0,227965000.0,25474000.0,202491000.0,1283297000.0,63651000.0,0.0,0.0,351807000.0,23246000.0,328561000.0,104597000.0,223964000.0,173980000.0,693859000.0,265658000.0,428201000.0,42995000.0,43349000.0,341857000.0,5524879000.0,1471337000.0,8952000.0,30324000.0,89281000.0,53657000.0,53657000.0,,1289123000.0,-220835000.0,1509958000.0,53135000.0,643411000.0,457979000.0,74766000.0,215182000.0,65485000.0,0.0,4053542000.0,23944000.0,11548000.0,172178000.0,316929000.0,182875000.0,40023000.0,94031000.0,354618000.0,43911000.0,1628000.0,309079000.0,,,3174325000.0,106989000.0,3067336000.0,2023-09-30,
1359513224.0,1359513224.0,930185000.0,3428472000.0,4423311000.0,2393301000.0,3428472000.0,44201000.0,3537327000.0,3734945000.0,3537327000.0,3537327000.0,-99446000.0,-99446000.0,-7962050000.0,11598688000.0,135000.0,135000.0,2267948000.0,457835000.0,170846000.0,14995000.0,14995000.0,50998000.0,34504000.0,16494000.0,219869000.0,22251000.0,197618000.0,1810113000.0,68004000.0,0.0,0.0,710316000.0,21950000.0,688366000.0,56618000.0,631748000.0,217803000.0,813990000.0,390477000.0,423513000.0,55368000.0,53034000.0,315111000.0,5805275000.0,1601861000.0,10906000.0,2546000.0,89644000.0,108855000.0,108855000.0,,1389910000.0,-249212000.0,1639122000.0,60124000.0,762881000.0,435695000.0,83281000.0,231656000.0,65485000.0,0.0,4203414000.0,,11473000.0,205533000.0,416122000.0,228252000.0,39098000.0,148772000.0,395886000.0,36124000.0,1735000.0,358027000.0,,,3174400000.0,2600000.0,3171800000.0,2023-12-31,1127000.0
