tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.25,-450606000.0,-445335000.0,18016000.0,55694000.0,-450606000.0,-468622000.0,18219000.0,,-445335000.0,-445335000.0,848717000.0,-468622000.0,103762778.0,103762778.0,-4.29,-4.29,-445335000.0,-445335000.0,-445335000.0,-445335000.0,-445335000.0,14370000.0,-430965000.0,19438000.0,19438000.0,18219000.0,-18219000.0,,-468622000.0,775195000.0,188000.0,188000.0,188000.0,188000.0,446023000.0,328984000.0,306573000.0,73522000.0,380095000.0,440784000.0,2022-12-31
0.0,0.25,-351247000.0,-348431000.0,20011000.0,61965000.0,-351247000.0,-371258000.0,16016000.0,16016000.0,-348431000.0,-348431000.0,819059000.0,-371258000.0,104166520.0,104166520.0,-3.38,-3.38,-348431000.0,-348431000.0,-348431000.0,-348431000.0,-348431000.0,11492000.0,-336939000.0,18303000.0,18303000.0,16016000.0,,16016000.0,-371258000.0,737270000.0,187000.0,187000.0,187000.0,187000.0,408584000.0,328499000.0,366012000.0,81789000.0,447801000.0,542671000.0,2023-03-31
0.0,0.25,-296380000.0,-381137000.0,22335000.0,73843000.0,-296380000.0,-318715000.0,15070000.0,15070000.0,-381137000.0,-381137000.0,913976000.0,-318715000.0,104632644.0,104632644.0,-3.64,-3.64,-381137000.0,-381137000.0,-381137000.0,-381137000.0,-381137000.0,13674000.0,-367463000.0,-63818000.0,-63818000.0,15070000.0,,15070000.0,-318715000.0,817986000.0,188000.0,188000.0,188000.0,188000.0,422764000.0,395034000.0,499271000.0,95990000.0,595261000.0,707139000.0,2023-06-30
0.0,0.060718,-112458000.0,215413000.0,21510000.0,76086000.0,-112458000.0,-133968000.0,26649000.0,26649000.0,215413000.0,215413000.0,915276000.0,-133968000.0,106948603.0,104670483.0,1.95,2.08,215413000.0,215413000.0,215413000.0,215413000.0,215413000.0,13925000.0,229338000.0,336657000.0,336657000.0,26649000.0,,26649000.0,-133968000.0,818967000.0,1287000.0,1287000.0,1287000.0,1287000.0,453259000.0,364421000.0,684999000.0,96309000.0,781308000.0,914525000.0,2023-09-30
0.0,0.25,-359976000.0,-367553000.0,23819000.0,83851000.0,-359976000.0,-383795000.0,16274000.0,,-367553000.0,-367553000.0,1018204000.0,-383795000.0,,,,,-367553000.0,-367553000.0,-367553000.0,-367553000.0,-367553000.0,16781000.0,-350772000.0,16749000.0,16749000.0,16274000.0,,,-383795000.0,912372000.0,1838000.0,1838000.0,1838000.0,1838000.0,493987000.0,416547000.0,528577000.0,105832000.0,634409000.0,810522000.0,2023-12-31
