free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
-488214000.0,-271653000.0,150000000.0,0.0,-170023000.0,5304000.0,4494000.0,3875037000.0,4200512000.0,64546000.0,-390021000.0,-110366000.0,-110366000.0,11287000.0,0.0,0.0,-121653000.0,-121653000.0,-271653000.0,150000000.0,0.0,,0.0,38536000.0,38536000.0,,208559000.0,211220000.0,-2661000.0,-48665000.0,-48665000.0,-121358000.0,-121358000.0,-318191000.0,-318191000.0,-197000.0,-38996000.0,-1376000.0,-33607000.0,35444000.0,43999000.0,-8555000.0,-8555000.0,18943000.0,19395000.0,19395000.0,23937000.0,78126000.0,1679000.0,1679000.0,18016000.0,18016000.0,969000.0,969000.0,17047000.0,5583000.0,5583000.0,-445335000.0,2022-12-31
-689362000.0,-51457000.0,0.0,,-125585000.0,5017000.0,7616000.0,3543766000.0,3875037000.0,11311000.0,-342582000.0,-19868000.0,-19868000.0,31589000.0,,,-51457000.0,-50000000.0,-50000000.0,0.0,-1457000.0,-1457000.0,,241063000.0,241063000.0,-9250000.0,375898000.0,376962000.0,-1064000.0,0.0,0.0,-125585000.0,-125585000.0,-563777000.0,-563777000.0,-294061000.0,-33066000.0,197000.0,-50408000.0,-61270000.0,-38681000.0,-22589000.0,-22589000.0,-13027000.0,-136487000.0,-136487000.0,-16823000.0,75322000.0,36000.0,36000.0,20011000.0,20011000.0,986000.0,986000.0,19025000.0,169000.0,169000.0,-348431000.0,2023-03-31
-415358000.0,-15117000.0,177617000.0,,-121470000.0,4998000.0,24913000.0,3421574000.0,3543766000.0,-62184000.0,-60008000.0,166080000.0,166080000.0,3580000.0,,,162500000.0,145272000.0,-16574000.0,161846000.0,17228000.0,1457000.0,,67800000.0,67800000.0,,180020000.0,190538000.0,-10518000.0,0.0,0.0,-121470000.0,-121470000.0,-293888000.0,-293888000.0,-35336000.0,-39511000.0,-109000.0,19781000.0,20510000.0,30599000.0,-10089000.0,-10089000.0,-40571000.0,4564000.0,4564000.0,-5079000.0,103371000.0,-51000.0,-51000.0,22335000.0,22335000.0,,,,2009000.0,2009000.0,-381137000.0,2023-06-30
-260445000.0,-101464000.0,7499000.0,,-182295000.0,5878000.0,9987000.0,3080892000.0,3421574000.0,525000.0,-341207000.0,-76782000.0,-76782000.0,17183000.0,,,-93965000.0,-92234000.0,-93002000.0,768000.0,-1731000.0,-8462000.0,6731000.0,-186275000.0,-186275000.0,,-3980000.0,19000.0,-3999000.0,-24413000.0,-24413000.0,-157882000.0,-157882000.0,-78150000.0,-78150000.0,-58160000.0,-183010000.0,-33000.0,13029000.0,122215000.0,58171000.0,64044000.0,64044000.0,1227000.0,-11588000.0,-11588000.0,-363762000.0,96004000.0,750000.0,750000.0,21510000.0,21510000.0,,,,10095000.0,10095000.0,215413000.0,2023-09-30
-388549000.0,-155228000.0,498916000.0,,-166911000.0,3860000.0,13487000.0,3185984000.0,3080892000.0,42266000.0,62826000.0,347048000.0,347048000.0,3360000.0,,,343688000.0,348916000.0,-150000000.0,498916000.0,-5228000.0,-5228000.0,0.0,-62584000.0,-62584000.0,,104327000.0,105721000.0,-1394000.0,-9952000.0,-9952000.0,-156959000.0,-156959000.0,-221638000.0,-221638000.0,17018000.0,0.0,532000.0,29718000.0,120140000.0,130022000.0,-9882000.0,-9882000.0,-88577000.0,-44795000.0,-44795000.0,8255000.0,92921000.0,-46000.0,-46000.0,23819000.0,23819000.0,,,,,,-367553000.0,2023-12-31
