free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
-2480000000.0,-593000000.0,2713000000.0,9000000.0,-3219000000.0,603000000.0,629000000.0,-26000000.0,2578000000.0,2578000000.0,1239000000.0,-790000000.0,,9000000.0,9000000.0,2120000000.0,305000000.0,0.0,305000000.0,1815000000.0,-593000000.0,2408000000.0,-3343000000.0,-3343000000.0,-127000000.0,18000000.0,642000000.0,-624000000.0,-15000000.0,-21000000.0,-3219000000.0,739000000.0,739000000.0,-1332000000.0,-14000000.0,-194000000.0,-611000000.0,105000000.0,105000000.0,301000000.0,-196000000.0,-196000000.0,-186000000.0,-432000000.0,,-212000000.0,-33000000.0,1981000000.0,-409000000.0,-409000000.0,1429000000.0,1429000000.0,1429000000.0,-27000000.0,-27000000.0,-658000000.0,2022-12-31
-722000000.0,-1086000000.0,1845000000.0,,-866000000.0,30000000.0,53000000.0,-23000000.0,758000000.0,758000000.0,-1000000.0,0.0,0.0,,,759000000.0,,,,759000000.0,-1086000000.0,1845000000.0,-925000000.0,-925000000.0,-59000000.0,0.0,556000000.0,-556000000.0,0.0,0.0,-866000000.0,144000000.0,144000000.0,-506000000.0,,-2000000.0,-87000000.0,-686000000.0,-686000000.0,-567000000.0,-119000000.0,-119000000.0,-139000000.0,408000000.0,199000000.0,-63000000.0,-19000000.0,2000000.0,32000000.0,32000000.0,426000000.0,426000000.0,426000000.0,,,272000000.0,2023-03-31
-1758000000.0,-1928000000.0,5309000000.0,,-5399000000.0,567000000.0,30000000.0,-13000000.0,1929000000.0,1929000000.0,154000000.0,-1606000000.0,,,,3381000000.0,,,,3963000000.0,-1286000000.0,5249000000.0,-5583000000.0,-5583000000.0,-196000000.0,34000000.0,1072000000.0,-1038000000.0,-22000000.0,-22000000.0,-5399000000.0,3641000000.0,3641000000.0,-90000000.0,,-70000000.0,654000000.0,-567000000.0,-567000000.0,-678000000.0,111000000.0,111000000.0,-378000000.0,178000000.0,,-295000000.0,-38000000.0,1440000000.0,-84000000.0,-84000000.0,2490000000.0,2490000000.0,,,,285000000.0,2023-06-30
479000000.0,-1597000000.0,2125000000.0,,-3045000000.0,574000000.0,567000000.0,7000000.0,-274000000.0,-274000000.0,30000000.0,-832000000.0,,,,528000000.0,-357000000.0,-872000000.0,515000000.0,885000000.0,-725000000.0,1610000000.0,-3243000000.0,-3243000000.0,-193000000.0,3000000.0,1220000000.0,-1217000000.0,-8000000.0,-8000000.0,-3045000000.0,3524000000.0,3524000000.0,663000000.0,-64000000.0,324000000.0,-36000000.0,558000000.0,558000000.0,273000000.0,285000000.0,285000000.0,-14000000.0,-105000000.0,,-311000000.0,-2000000.0,257000000.0,23000000.0,23000000.0,1622000000.0,1622000000.0,,-49000000.0,-41000000.0,1321000000.0,2023-09-30
-725000000.0,-594000000.0,1359000000.0,,-3294000000.0,357000000.0,574000000.0,-217000000.0,-62000000.0,-62000000.0,-29000000.0,-806000000.0,-806000000.0,,,765000000.0,1081000000.0,1046000000.0,35000000.0,-316000000.0,-1640000000.0,1324000000.0,-2724000000.0,-2724000000.0,-202000000.0,26000000.0,976000000.0,-950000000.0,746000000.0,-4000000.0,-3294000000.0,2569000000.0,2569000000.0,183000000.0,-47000000.0,306000000.0,116000000.0,21000000.0,21000000.0,172000000.0,-151000000.0,-151000000.0,-175000000.0,-38000000.0,,-261000000.0,-4000000.0,-1614000000.0,32000000.0,32000000.0,1546000000.0,1546000000.0,,1691000000.0,-28000000.0,996000000.0,2023-12-31
