free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
526800000.0,-1029800000.0,705300000.0,0.0,-658200000.0,236100000.0,77800000.0,2140700000.0,2249600000.0,17800000.0,-126700000.0,-462700000.0,-462700000.0,553700000.0,11400000.0,-684500000.0,,-18800000.0,0.0,-324500000.0,4205300000.0,4205300000.0,-4529800000.0,-1029800000.0,-3500000000.0,-849000000.0,-849000000.0,-4500000.0,3600000.0,3600000.0,0.0,-189900000.0,-189900000.0,-658200000.0,-658200000.0,1185000000.0,1185000000.0,-140500000.0,-257400000.0,123900000.0,,1149800000.0,31200000.0,814700000.0,814700000.0,814700000.0,-401200000.0,-716600000.0,2022-12-31
608600000.0,-4897900000.0,3393300000.0,,-461900000.0,388900000.0,62300000.0,1925400000.0,2140700000.0,3600000.0,-218900000.0,-1012600000.0,-1012600000.0,1223800000.0,1800000.0,-733600000.0,-733600000.0,,,-1504600000.0,1899100000.0,1899100000.0,-3403700000.0,-4897900000.0,1494200000.0,-276800000.0,-276800000.0,242900000.0,3100000.0,3100000.0,,-60900000.0,-60900000.0,-461900000.0,-461900000.0,1070500000.0,1070500000.0,-294500000.0,-15800000.0,-108600000.0,-170100000.0,190400000.0,65500000.0,794100000.0,794100000.0,,,315000000.0,2023-03-31
788500000.0,-5511700000.0,5715200000.0,,-420900000.0,292500000.0,68800000.0,2149400000.0,1925400000.0,15500000.0,208500000.0,-561200000.0,-561200000.0,-45500000.0,8500000.0,-727700000.0,-727700000.0,,,203500000.0,-1752900000.0,-1752900000.0,1956400000.0,-5511700000.0,7468100000.0,-439700000.0,-439700000.0,7700000.0,3800000.0,3800000.0,,-30300000.0,-30300000.0,-420900000.0,-420900000.0,1209400000.0,1209400000.0,-179300000.0,-170500000.0,59200000.0,-68000000.0,112900000.0,49400000.0,764600000.0,764600000.0,,,461500000.0,2023-06-30
909900000.0,-2027500000.0,2087100000.0,0.0,-390700000.0,373400000.0,66300000.0,2231600000.0,2149400000.0,-61600000.0,143800000.0,-707700000.0,-707700000.0,-37400000.0,2000000.0,-731900000.0,-731900000.0,0.0,0.0,59600000.0,5371100000.0,5371100000.0,-5311500000.0,-2027500000.0,-3284000000.0,-449100000.0,-449100000.0,-3800000.0,6100000.0,6100000.0,,-60700000.0,-60700000.0,-390700000.0,-390700000.0,1300600000.0,1300600000.0,-132800000.0,-155100000.0,52300000.0,-30000000.0,50100000.0,43100000.0,762900000.0,762900000.0,,0.0,577300000.0,2023-09-30
617300000.0,-793200000.0,751400000.0,0.0,-524600000.0,205200000.0,109100000.0,2093400000.0,2231600000.0,65700000.0,-203900000.0,-815900000.0,-815900000.0,-27800000.0,9800000.0,-756100000.0,-756100000.0,0.0,0.0,-41800000.0,751400000.0,751400000.0,-793200000.0,-793200000.0,0.0,-529900000.0,-529900000.0,6500000.0,4300000.0,4300000.0,,-16100000.0,-16100000.0,-524600000.0,-524600000.0,1141900000.0,1141900000.0,-207300000.0,-277700000.0,62700000.0,,-303600000.0,37700000.0,764900000.0,764900000.0,,279000000.0,13300000.0,2023-12-31
