treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable
11004447.0,465618791.0,476623238.0,36641800000.0,47051000000.0,-25367600000.0,44242600000.0,-4689600000.0,-25367600000.0,8380800000.0,5572400000.0,39728400000.0,12408500000.0,6836100000.0,5572400000.0,-5718300000.0,-5718300000.0,1301200000.0,-2101900000.0,14689000000.0,4800000.0,4800000.0,54786000000.0,46474100000.0,697300000.0,1981500000.0,489500000.0,1492000000.0,41747900000.0,7591900000.0,34156000000.0,2047400000.0,8311900000.0,439700000.0,439700000.0,5303100000.0,788900000.0,4514200000.0,4514200000.0,2569100000.0,1154900000.0,261000000.0,1414200000.0,150400000.0,745300000.0,299900000.0,29800000.0,218600000.0,67194500000.0,63572200000.0,546700000.0,3168300000.0,129200000.0,,,,,30940000000.0,17983300000.0,12956700000.0,28917200000.0,-9878900000.0,38796100000.0,1431900000.0,29616900000.0,3593600000.0,4153700000.0,0.0,3622300000.0,115900000.0,112300000.0,240000000.0,1125700000.0,283800000.0,83600000.0,758300000.0,2028400000.0,2028400000.0,2022-12-31,,
11004447.0,466037418.0,477041865.0,36739000000.0,46909000000.0,-25227700000.0,43948600000.0,-4082000000.0,-25227700000.0,8367000000.0,5406600000.0,40092200000.0,12250300000.0,6843700000.0,5406600000.0,-5526100000.0,-5526100000.0,1301200000.0,-2496500000.0,14725600000.0,4800000.0,4800000.0,54567400000.0,47035300000.0,1173700000.0,1505600000.0,,1505600000.0,42262500000.0,7576900000.0,34685600000.0,2093500000.0,7532100000.0,554200000.0,554200000.0,4646500000.0,790100000.0,3856400000.0,3856400000.0,2331400000.0,961100000.0,208500000.0,1370300000.0,113000000.0,745300000.0,306000000.0,30700000.0,206000000.0,66817700000.0,63367600000.0,669900000.0,3267700000.0,107400000.0,669900000.0,,,,30634300000.0,17637100000.0,12997200000.0,28795700000.0,,28795700000.0,,28795700000.0,,,,3450100000.0,204300000.0,122400000.0,248300000.0,1072100000.0,308500000.0,58200000.0,705400000.0,1803000000.0,1803000000.0,2023-03-31,,
11004447.0,466133307.0,477137754.0,36778900000.0,47176500000.0,-25170300000.0,43961000000.0,-3244300000.0,-25170300000.0,8381900000.0,5166400000.0,40755900000.0,12007200000.0,6840800000.0,5166400000.0,-5560600000.0,-5560600000.0,1301200000.0,-2755800000.0,14779200000.0,4800000.0,4800000.0,54871800000.0,47946100000.0,1158600000.0,1487700000.0,,1487700000.0,43176900000.0,7587400000.0,35589500000.0,2122900000.0,6925700000.0,515700000.0,515700000.0,3999600000.0,794500000.0,3205100000.0,3205100000.0,2410400000.0,1009900000.0,260800000.0,1400500000.0,116500000.0,751100000.0,316700000.0,22600000.0,216200000.0,66879000000.0,63197600000.0,710100000.0,3410300000.0,125700000.0,,,,,30336700000.0,17286000000.0,13050700000.0,28740500000.0,,28740500000.0,,28740500000.0,,,,3681400000.0,189900000.0,133700000.0,270700000.0,1071400000.0,324100000.0,63300000.0,684000000.0,2015700000.0,2015700000.0,2023-06-30,,
11004000.0,466160000.0,477164000.0,36481000000.0,46816200000.0,-24691500000.0,43133200000.0,-3018800000.0,-24691500000.0,8216300000.0,4533300000.0,39975700000.0,11234500000.0,6701200000.0,4533300000.0,-6065900000.0,-6065900000.0,1301200000.0,-2927400000.0,14823000000.0,4800000.0,4800000.0,54418500000.0,47549800000.0,1135100000.0,1422600000.0,,1422600000.0,42879100000.0,7436700000.0,35442400000.0,2113000000.0,6868700000.0,472500000.0,472500000.0,3937100000.0,779600000.0,3157500000.0,3157500000.0,2459100000.0,1045200000.0,244200000.0,1413900000.0,97100000.0,775900000.0,324700000.0,24900000.0,216200000.0,65653000000.0,61803100000.0,630700000.0,3510100000.0,126800000.0,,24400000.0,24400000.0,24400000.0,29224800000.0,16655100000.0,12569700000.0,28413100000.0,,28413100000.0,,28413100000.0,,,,3849900000.0,319300000.0,112700000.0,251200000.0,1047800000.0,345600000.0,54500000.0,647700000.0,2118900000.0,2118900000.0,2023-09-30,,
,466160000.0,466160000.0,36948200000.0,47154800000.0,-24961500000.0,43119700000.0,-3539300000.0,-24961500000.0,8233300000.0,4198200000.0,39932200000.0,10865400000.0,6667200000.0,4198200000.0,-5739500000.0,-5739500000.0,1301200000.0,-3638800000.0,14872900000.0,4800000.0,4800000.0,55162200000.0,47912900000.0,745300000.0,1836700000.0,475300000.0,1361400000.0,43172700000.0,7438700000.0,35734000000.0,2158200000.0,7249300000.0,434700000.0,434700000.0,3982100000.0,794600000.0,3187500000.0,3187500000.0,2832500000.0,1220100000.0,387000000.0,1612400000.0,131000000.0,906200000.0,316500000.0,21000000.0,258700000.0,66027600000.0,62317600000.0,789400000.0,3700900000.0,179100000.0,,,,,29159700000.0,16520700000.0,12639000000.0,28667600000.0,-11119500000.0,39787100000.0,1362200000.0,30383700000.0,3775800000.0,4265400000.0,0.0,3710000000.0,347600000.0,120100000.0,196300000.0,1072700000.0,323200000.0,79800000.0,669700000.0,1973300000.0,1973300000.0,2023-12-31,-486100000.0,1155800000.0
