treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
50157275.0,390510837.0,440668112.0,25964000000.0,34488000000.0,-14660000000.0,78466000000.0,8219000000.0,-14660000000.0,43978000000.0,72887000000.0,44148000000.0,170000000.0,43978000000.0,-3099000000.0,-3099000000.0,12017000000.0,41910000000.0,16743000000.0,441000000.0,441000000.0,,53006000000.0,35996000000.0,4238000000.0,2849000000.0,2849000000.0,28909000000.0,28909000000.0,17010000000.0,2601000000.0,2601000000.0,5579000000.0,5579000000.0,8830000000.0,5449000000.0,3381000000.0,3381000000.0,97154000000.0,71925000000.0,4007000000.0,58638000000.0,17442000000.0,41196000000.0,9280000000.0,-4989000000.0,14269000000.0,2695000000.0,7967000000.0,3153000000.0,454000000.0,0.0,25229000000.0,1632000000.0,12000000.0,5634000000.0,2569000000.0,660000000.0,2405000000.0,9427000000.0,1312000000.0,8115000000.0,-189000000.0,8304000000.0,8524000000.0,8524000000.0,2022-12-31
55445006.0,385721286.0,441166292.0,31775000000.0,35257000000.0,-18855000000.0,77514000000.0,4325000000.0,-18855000000.0,42257000000.0,71392000000.0,42433000000.0,176000000.0,42257000000.0,-3054000000.0,-3054000000.0,15083000000.0,43064000000.0,16889000000.0,441000000.0,441000000.0,0.0,52225000000.0,36341000000.0,4230000000.0,2976000000.0,2976000000.0,29135000000.0,29135000000.0,15884000000.0,2662000000.0,2662000000.0,6122000000.0,6122000000.0,7100000000.0,4302000000.0,2798000000.0,2798000000.0,94658000000.0,74449000000.0,3983000000.0,61112000000.0,17972000000.0,43140000000.0,9354000000.0,,,,,,,,20209000000.0,1766000000.0,,5664000000.0,2540000000.0,708000000.0,2416000000.0,9297000000.0,1375000000.0,7922000000.0,-190000000.0,8112000000.0,3482000000.0,3482000000.0,2023-03-31
55448286.0,385949773.0,441398059.0,30875000000.0,34008000000.0,-16958000000.0,77760000000.0,5883000000.0,-16958000000.0,43752000000.0,72946000000.0,43915000000.0,163000000.0,43752000000.0,-2924000000.0,-2924000000.0,15084000000.0,44289000000.0,17030000000.0,441000000.0,441000000.0,0.0,50190000000.0,36078000000.0,4042000000.0,2842000000.0,2842000000.0,29194000000.0,29194000000.0,14112000000.0,2590000000.0,2590000000.0,4814000000.0,4814000000.0,6708000000.0,4285000000.0,2423000000.0,2423000000.0,94105000000.0,74110000000.0,4108000000.0,60710000000.0,17437000000.0,43273000000.0,9292000000.0,,,,,,,,19995000000.0,1721000000.0,,5655000000.0,2527000000.0,760000000.0,2368000000.0,9486000000.0,1467000000.0,8019000000.0,-180000000.0,8199000000.0,3133000000.0,3133000000.0,2023-06-30
55517179.0,386372321.0,441889500.0,29133000000.0,35284000000.0,-15346000000.0,80612000000.0,8934000000.0,-15346000000.0,45328000000.0,75817000000.0,45464000000.0,136000000.0,45328000000.0,-3027000000.0,-3027000000.0,15121000000.0,45869000000.0,17165000000.0,442000000.0,442000000.0,0.0,51593000000.0,37435000000.0,4326000000.0,2620000000.0,2620000000.0,30489000000.0,30489000000.0,14158000000.0,2547000000.0,2547000000.0,4795000000.0,4795000000.0,6816000000.0,4308000000.0,2508000000.0,2508000000.0,97057000000.0,73965000000.0,4124000000.0,60674000000.0,17091000000.0,43583000000.0,9167000000.0,,,,,,,,23092000000.0,1702000000.0,,5404000000.0,2438000000.0,743000000.0,2223000000.0,9835000000.0,1465000000.0,8370000000.0,-184000000.0,8554000000.0,6151000000.0,6151000000.0,2023-09-30
55541290.0,386647344.0,442188634.0,26840000000.0,34917000000.0,-13955000000.0,81652000000.0,10577000000.0,-13955000000.0,46735000000.0,78043000000.0,46842000000.0,107000000.0,46735000000.0,-3224000000.0,-3224000000.0,15133000000.0,47364000000.0,17286000000.0,442000000.0,442000000.0,,51884000000.0,37872000000.0,4642000000.0,1922000000.0,1922000000.0,31308000000.0,31308000000.0,14012000000.0,2689000000.0,2689000000.0,3609000000.0,3609000000.0,7714000000.0,4842000000.0,2872000000.0,2872000000.0,98726000000.0,74137000000.0,3999000000.0,60690000000.0,16670000000.0,44020000000.0,9448000000.0,-6076000000.0,15524000000.0,2238000000.0,9235000000.0,3593000000.0,458000000.0,0.0,24589000000.0,1760000000.0,,5088000000.0,2326000000.0,705000000.0,2057000000.0,9664000000.0,1443000000.0,8221000000.0,-193000000.0,8414000000.0,8077000000.0,8077000000.0,2023-12-31
