free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
2937000000.0,-1000000000.0,0.0,3488000000.0,-550000000.0,8537000000.0,2934000000.0,250000000.0,5353000000.0,2391000000.0,2391000000.0,77000000.0,-117000000.0,-1000000000.0,-1000000000.0,3488000000.0,295000000.0,0.0,295000000.0,3193000000.0,0.0,3193000000.0,-525000000.0,-525000000.0,19000000.0,0.0,0.0,-544000000.0,6000000.0,-550000000.0,3487000000.0,3487000000.0,1083000000.0,40000000.0,75000000.0,-133000000.0,-133000000.0,848000000.0,848000000.0,592000000.0,592000000.0,256000000.0,0.0,1574000000.0,2022-12-31
271000000.0,-3000000000.0,-523000000.0,1027000000.0,-458000000.0,3500000000.0,8537000000.0,-31000000.0,-5006000000.0,-2593000000.0,-2593000000.0,20000000.0,-117000000.0,-3000000000.0,-3000000000.0,504000000.0,504000000.0,-523000000.0,1027000000.0,0.0,0.0,,-3142000000.0,-3142000000.0,14000000.0,-2704000000.0,-2704000000.0,-452000000.0,6000000.0,-458000000.0,729000000.0,729000000.0,-1533000000.0,181000000.0,76000000.0,-146000000.0,-146000000.0,859000000.0,859000000.0,606000000.0,606000000.0,253000000.0,,1292000000.0,2023-03-31
1256000000.0,0.0,-1918000000.0,593000000.0,-284000000.0,3153000000.0,3500000000.0,12000000.0,-359000000.0,-1456000000.0,-1456000000.0,4000000.0,-135000000.0,0.0,0.0,-1325000000.0,-325000000.0,-918000000.0,593000000.0,-1000000000.0,-1000000000.0,,-443000000.0,-443000000.0,-116000000.0,-47000000.0,-47000000.0,-280000000.0,4000000.0,-284000000.0,1540000000.0,1540000000.0,-718000000.0,149000000.0,74000000.0,-182000000.0,-182000000.0,855000000.0,855000000.0,585000000.0,585000000.0,270000000.0,,1362000000.0,2023-06-30
2082000000.0,0.0,-1494000000.0,3466000000.0,-332000000.0,6168000000.0,3153000000.0,-73000000.0,3088000000.0,1855000000.0,1855000000.0,18000000.0,-135000000.0,0.0,0.0,1972000000.0,-494000000.0,-494000000.0,0.0,2466000000.0,-1000000000.0,,-1181000000.0,-1181000000.0,-6000000.0,-909000000.0,-909000000.0,-266000000.0,66000000.0,-332000000.0,2414000000.0,2414000000.0,-9000000.0,111000000.0,67000000.0,-303000000.0,-303000000.0,853000000.0,853000000.0,584000000.0,584000000.0,269000000.0,,1695000000.0,2023-09-30
3318000000.0,0.0,-3782000000.0,2476000000.0,-405000000.0,8097000000.0,6168000000.0,10000000.0,1919000000.0,-1428000000.0,-1428000000.0,14000000.0,-136000000.0,0.0,0.0,-1306000000.0,0.0,0.0,0.0,-1306000000.0,-3782000000.0,2476000000.0,-376000000.0,-376000000.0,-52000000.0,0.0,0.0,-394000000.0,11000000.0,-405000000.0,3723000000.0,3723000000.0,1765000000.0,121000000.0,61000000.0,-669000000.0,-669000000.0,839000000.0,839000000.0,563000000.0,563000000.0,276000000.0,,1606000000.0,2023-12-31
