tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.025252,-17616000.0,23987000.0,10956000.0,74145000.0,85101000.0,-17616000.0,-17616000.0,121751798.0,121751798.0,-0.14,-0.14,-381975000.0,-364343000.0,-17632000.0,16000.0,-17616000.0,475039000.0,-492655000.0,-492655000.0,-12763000.0,-505418000.0,23987000.0,23987000.0,890779000.0,175413000.0,715366000.0,196342000.0,519024000.0,442459000.0,442459000.0,2022-12-31
0.0,0.2429,-18523000.0,30685000.0,-649000.0,67393000.0,66744000.0,-18523000.0,-18523000.0,1974629808.0,124732722.0,-0.16,-0.15,-314453000.0,-295930000.0,-18523000.0,,-18523000.0,392960000.0,-411483000.0,-411483000.0,-4504000.0,-415987000.0,30685000.0,30685000.0,980769000.0,181604000.0,799165000.0,195390000.0,603775000.0,627735000.0,627735000.0,2023-03-31
0.0,0.2429,7438000.0,25357000.0,-1649000.0,82406000.0,80757000.0,7438000.0,7438000.0,1979450651.0,126740748.0,0.05,0.06,105135000.0,97697000.0,7438000.0,,7438000.0,-131714000.0,139152000.0,139152000.0,-782000.0,138370000.0,25357000.0,25357000.0,998407000.0,218843000.0,779564000.0,200425000.0,579139000.0,1197893000.0,1197893000.0,2023-06-30
0.0,0.2429,6206000.0,27636000.0,-410000.0,94278000.0,93868000.0,6206000.0,6206000.0,1983992350.0,129390501.0,0.04,0.05,89046000.0,82840000.0,6206000.0,,6206000.0,-108739000.0,114945000.0,114945000.0,2680000.0,117625000.0,27636000.0,27636000.0,982389000.0,193406000.0,788983000.0,199399000.0,589584000.0,1164814000.0,1164814000.0,2023-09-30
0.0,0.042037,-10635000.0,26593000.0,-29818000.0,115897000.0,86079000.0,-10635000.0,-10635000.0,1987457044.0,133597434.0,-0.09,-0.08,-178507000.0,-167872000.0,-10635000.0,,-10635000.0,222059000.0,-232694000.0,-232694000.0,-10211000.0,-242905000.0,26593000.0,26593000.0,835267000.0,142823000.0,692444000.0,207651000.0,484793000.0,655441000.0,655441000.0,2023-12-31
