ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,prepaid_assets,receivables,other_receivables,notes_receivable,cash_and_cash_equivalents,date,other_current_borrowings
123491606.0,123491606.0,4801004000.0,5946066000.0,-7629164000.0,6100001000.0,-7629164000.0,422769000.0,576704000.0,6100001000.0,8475549000.0,7898845000.0,576704000.0,69000.0,300394000.0,276221000.0,20000.0,20000.0,11606663000.0,25117000.0,5946066000.0,422769000.0,5523297000.0,110147000.0,0.0,0.0,0.0,116331000.0,116331000.0,116331000.0,20082212000.0,40341000.0,40341000.0,8205868000.0,6946940000.0,1258928000.0,640381000.0,-463262000.0,1103643000.0,202806000.0,92352000.0,366189000.0,442296000.0,192883000.0,439571000.0,428775000.0,10796000.0,722293000.0,2022-12-31,
125761073.0,125761073.0,5802870000.0,7144584000.0,-7347545000.0,7271956000.0,-7347545000.0,448331000.0,575703000.0,7271956000.0,8109345000.0,7533642000.0,575703000.0,-32000.0,280997000.0,294718000.0,20000.0,20000.0,13092934000.0,87918000.0,7144584000.0,448331000.0,6696253000.0,107134000.0,,,,135039000.0,135039000.0,135039000.0,21202279000.0,,,7923248000.0,6669939000.0,1253309000.0,659217000.0,-486940000.0,1146157000.0,,,1146157000.0,,,8073000.0,,8073000.0,893383000.0,2023-03-31,
127129449.0,127129449.0,4707688000.0,6016277000.0,-7100901000.0,6181208000.0,-7100901000.0,425806000.0,590737000.0,6181208000.0,8364854000.0,7774117000.0,590737000.0,60000.0,288517000.0,302140000.0,20000.0,20000.0,12490823000.0,12766000.0,6016277000.0,425806000.0,5590471000.0,100828000.0,,,,156941000.0,156941000.0,156941000.0,20855677000.0,,,7691638000.0,6443632000.0,1248006000.0,634676000.0,-500402000.0,1135078000.0,,,1135078000.0,,,71792000.0,,71792000.0,882783000.0,2023-06-30,
131270295.0,131270295.0,4885059000.0,6250322000.0,-7308521000.0,6454175000.0,-7308521000.0,408009000.0,611862000.0,6454175000.0,8506373000.0,7894511000.0,611862000.0,68000.0,294770000.0,317004000.0,20000.0,20000.0,12142366000.0,16287000.0,6250322000.0,408009000.0,5842313000.0,95567000.0,,,,199917000.0,199917000.0,199917000.0,20648739000.0,,,7920383000.0,6678165000.0,1242218000.0,611823000.0,-521167000.0,1132990000.0,,,1132990000.0,,,10759000.0,,10759000.0,957254000.0,2023-09-30,
131270295.0,131270295.0,3629204000.0,5131552000.0,-7051652000.0,5362570000.0,-7051652000.0,393882000.0,624900000.0,5159362000.0,8301710000.0,7676810000.0,624900000.0,52000.0,284296000.0,340532000.0,20000.0,20000.0,10930030000.0,142988000.0,4928344000.0,393882000.0,4534462000.0,92389000.0,203208000.0,203208000.0,,171350000.0,171350000.0,171350000.0,19231740000.0,39518000.0,39518000.0,7676552000.0,6439787000.0,1236765000.0,598552000.0,-536196000.0,1134748000.0,261304000.0,29152000.0,347696000.0,496596000.0,158260000.0,512618000.0,493088000.0,19530000.0,1108466000.0,2023-12-31,203208000.0
