free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
1217445000.0,-11700000.0,-1502247000.0,-537000.0,6444000.0,-1166000.0,323523000.0,789099000.0,891644000.0,132000.0,-102677000.0,-1517861000.0,-1517861000.0,-9821000.0,-5256000.0,-11700000.0,6444000.0,-1502784000.0,1082326000.0,1082326000.0,-2585110000.0,-2584573000.0,-537000.0,196573000.0,196573000.0,,,,201946000.0,197946000.0,4000000.0,-5166000.0,-5166000.0,1218611000.0,1218611000.0,-785986000.0,-590509000.0,-111894000.0,-83966000.0,-83966000.0,-87501000.0,383000.0,2417740000.0,47621000.0,406000.0,406000.0,23987000.0,23987000.0,7498000.0,-492655000.0,2022-12-31
-1352800000.0,0.0,-249051000.0,1687509000.0,6122000.0,-27107000.0,2452000.0,957690000.0,789099000.0,7000.0,168584000.0,1435648000.0,1435648000.0,-8932000.0,6122000.0,0.0,6122000.0,1438458000.0,-249051000.0,-249051000.0,1687509000.0,,1687509000.0,58629000.0,58629000.0,1007000.0,6479000.0,-5472000.0,78254000.0,81539000.0,-3285000.0,-23822000.0,-23822000.0,-1325693000.0,-1325693000.0,-74945000.0,-31753000.0,-61435000.0,15521000.0,15521000.0,18708000.0,2722000.0,-648402000.0,51960000.0,-8505000.0,-8505000.0,30685000.0,30685000.0,-265003000.0,-411483000.0,2023-03-31
-299269000.0,0.0,-62624000.0,-346619000.0,6127000.0,-13024000.0,2737000.0,917787000.0,957690000.0,-158000.0,-39745000.0,-336611000.0,-336611000.0,66505000.0,6127000.0,0.0,6127000.0,-409243000.0,-62624000.0,-62624000.0,-346619000.0,,-346619000.0,583111000.0,583111000.0,0.0,0.0,0.0,598301000.0,595016000.0,,-16309000.0,-16309000.0,-286245000.0,-286245000.0,-4636000.0,18920000.0,12828000.0,27334000.0,27334000.0,21902000.0,-63718000.0,-219348000.0,50696000.0,2163000.0,2163000.0,25357000.0,25357000.0,-279629000.0,139152000.0,2023-06-30
201245000.0,0.0,-104458000.0,,7226000.0,-127134000.0,2795000.0,991922000.0,917787000.0,163000.0,73972000.0,-351628000.0,-351628000.0,-35746000.0,7226000.0,0.0,7226000.0,-323108000.0,-104458000.0,-104458000.0,-218650000.0,,,97221000.0,97221000.0,0.0,0.0,0.0,114950000.0,221339000.0,,-20745000.0,-20745000.0,328379000.0,328379000.0,95345000.0,76266000.0,-79433000.0,37480000.0,37480000.0,42976000.0,61032000.0,287102000.0,42092000.0,2755000.0,2755000.0,27636000.0,27636000.0,-241496000.0,114945000.0,2023-09-30
1399599000.0,0.0,-234857000.0,,5403000.0,,372796000.0,1136832000.0,991922000.0,-203000.0,145113000.0,-1370967000.0,-1370967000.0,-19457000.0,5403000.0,0.0,5403000.0,-1356913000.0,416133000.0,416133000.0,-1773046000.0,,,122192000.0,122192000.0,0.0,0.0,0.0,119174000.0,114003000.0,5171000.0,540000.0,540000.0,1393888000.0,1393888000.0,-188954000.0,-217462000.0,65236000.0,-27958000.0,-27958000.0,-28568000.0,-8770000.0,1955583000.0,35386000.0,-14194000.0,-14194000.0,26593000.0,26593000.0,-187832000.0,-232694000.0,2023-12-31
