tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,other_income_expense,other_non_operating_income_expenses
0.0,0.20922,-201000.0,-223000.0,81000.0,3323000.0,-201000.0,-282000.0,,,-223000.0,-223000.0,4322000.0,-282000.0,6537808.0,6537808.0,-0.03,-0.03,-223000.0,-223000.0,-223000.0,-223000.0,-223000.0,-59000.0,-282000.0,,,-282000.0,999000.0,999000.0,999000.0,999000.0,717000.0,3323000.0,4040000.0,4040000.0,2022-12-31,,
0.0,0.210873,700000.0,479000.0,85000.0,4817000.0,700000.0,615000.0,-8000.0,8000.0,479000.0,479000.0,5755000.0,615000.0,6668917.0,6643070.0,0.07,0.07,479000.0,479000.0,479000.0,479000.0,479000.0,128000.0,607000.0,-8000.0,8000.0,615000.0,938000.0,938000.0,938000.0,938000.0,1553000.0,4817000.0,6370000.0,6370000.0,2023-03-31,,
0.0,0.210959,838000.0,576000.0,86000.0,5460000.0,838000.0,752000.0,-22000.0,22000.0,576000.0,576000.0,6420000.0,752000.0,6686211.0,6643070.0,0.09,0.09,576000.0,576000.0,576000.0,576000.0,576000.0,154000.0,730000.0,-22000.0,22000.0,752000.0,960000.0,960000.0,960000.0,960000.0,1712000.0,5460000.0,7172000.0,7172000.0,2023-06-30,,
0.0,0.146691,1794000.0,1431000.0,93000.0,5441000.0,1794000.0,1701000.0,-24000.0,24000.0,1431000.0,1431000.0,6376000.0,1701000.0,,,,,1431000.0,1431000.0,1431000.0,1431000.0,1431000.0,246000.0,1677000.0,-24000.0,24000.0,1701000.0,935000.0,935000.0,935000.0,935000.0,2636000.0,5441000.0,8077000.0,8077000.0,2023-09-30,,
0.0,0.210623,645000.0,431000.0,92000.0,5284000.0,645000.0,553000.0,,,431000.0,431000.0,6415000.0,553000.0,6721661.0,6666290.0,0.06,0.06,431000.0,431000.0,431000.0,431000.0,431000.0,115000.0,546000.0,,,553000.0,1131000.0,1131000.0,1131000.0,1131000.0,1684000.0,5284000.0,6968000.0,6968000.0,2023-12-31,-7000.0,-7000.0
