free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
43487000.0,-90679000.0,-143000.0,0.0,-46933000.0,434544000.0,518244000.0,-18186000.0,-65514000.0,-86619000.0,-86619000.0,-139000.0,4342000.0,-90679000.0,-90679000.0,-143000.0,-143000.0,-143000.0,0.0,-69315000.0,-69315000.0,-22429000.0,230661000.0,-253090000.0,0.0,0.0,0.0,-45511000.0,47000.0,-45558000.0,90420000.0,90400000.0,148700000.0,199300000.0,7600000.0,-20600000.0,13500000.0,13500000.0,-24500000.0,38000000.0,38000000.0,-8200000.0,-42900000.0,-42900000.0,9420000.0,18100000.0,-978700000.0,11900000.0,40000000.0,40000000.0,0.0,0.0,833500000.0,2022-12-31
62394000.0,,-115000.0,0.0,-35725000.0,464503000.0,434544000.0,-1996000.0,31955000.0,4309000.0,4309000.0,,4424000.0,,,-115000.0,-115000.0,-115000.0,0.0,-70473000.0,-70473000.0,-34748000.0,168840000.0,-203588000.0,,,,-35725000.0,,-35725000.0,98119000.0,98100000.0,-40300000.0,-13900000.0,2500000.0,-16000000.0,18600000.0,18600000.0,8200000.0,10400000.0,10400000.0,-30100000.0,-1400000.0,-1400000.0,-281000.0,16600000.0,17500000.0,,35600000.0,35600000.0,,,69000000.0,2023-03-31
63427000.0,,-116000.0,0.0,-34639000.0,390481000.0,464503000.0,2666000.0,-76688000.0,-202738000.0,-202738000.0,,5097000.0,,,-116000.0,-116000.0,-116000.0,0.0,27984000.0,27984000.0,62584000.0,200518000.0,-137934000.0,,,,-34600000.0,,-34639000.0,98066000.0,98100000.0,-381800000.0,-377700000.0,3800000.0,32500000.0,-21800000.0,-21800000.0,-42900000.0,21100000.0,21100000.0,-25200000.0,6600000.0,6600000.0,-1734000.0,12600000.0,1595500000.0,,35800000.0,35800000.0,,,-1162300000.0,2023-06-30
53640000.0,-21321000.0,-118000.0,0.0,-44071000.0,458315000.0,390481000.0,6221000.0,61613000.0,-26598000.0,-26598000.0,-9806000.0,4647000.0,-21321000.0,-21321000.0,-118000.0,-118000.0,-118000.0,0.0,-9500000.0,-9500000.0,34506000.0,230524000.0,-196018000.0,0.0,0.0,,-44006000.0,65000.0,-44071000.0,97711000.0,97700000.0,-2500000.0,-5800000.0,-2400000.0,-1500000.0,-12800000.0,-12800000.0,-37700000.0,24900000.0,24900000.0,-6400000.0,26400000.0,26400000.0,-22789000.0,15900000.0,-36500000.0,,37300000.0,37300000.0,,0.0,106300000.0,2023-09-30
38802000.0,-200000000.0,-118000.0,0.0,-42245000.0,404369000.0,458315000.0,-6570000.0,-47376000.0,-200620000.0,-200620000.0,-4818000.0,4316000.0,-200000000.0,-200000000.0,-118000.0,-118000.0,-118000.0,0.0,72197000.0,72197000.0,111835000.0,263336000.0,-151501000.0,2500000.0,2500000.0,0.0,-42138000.0,107000.0,-42245000.0,81047000.0,81000000.0,-8200000.0,74800000.0,-8000000.0,-13100000.0,-57100000.0,-57100000.0,20600000.0,-77700000.0,-77700000.0,15400000.0,-20200000.0,-20200000.0,12847000.0,16200000.0,-324200000.0,,37200000.0,37200000.0,,-2500000.0,349700000.0,2023-12-31
