free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
203958000.0,-84636000.0,-836000.0,,3787000.0,-9126000.0,147505000.0,130228000.0,97000.0,17180000.0,-188474000.0,-188474000.0,,,-85205000.0,-85205000.0,-80849000.0,-84636000.0,3787000.0,46764000.0,,,,79364000.0,-836000.0,,-7430000.0,-7430000.0,0.0,0.0,0.0,0.0,1696000.0,1696000.0,-9126000.0,213084000.0,213084000.0,37891000.0,1342000.0,-90836000.0,-90836000.0,-90836000.0,16793000.0,110592000.0,110592000.0,,6804000.0,,7155000.0,7155000.0,8243000.0,8243000.0,-7006000.0,0.0,-5382000.0,157130000.0,2022-12-31
-54926000.0,-2216000.0,-57280000.0,197600000.0,8747000.0,-7505000.0,140955000.0,147505000.0,8000.0,-6558000.0,51301000.0,51301000.0,-580000.0,,-94970000.0,-94970000.0,6531000.0,-2216000.0,8747000.0,140320000.0,141200000.0,-56400000.0,197600000.0,-880000.0,-880000.0,197600000.0,-10438000.0,-10438000.0,,,-2989000.0,-2989000.0,56000.0,56000.0,-7505000.0,-47421000.0,-47421000.0,-200101000.0,3535000.0,101813000.0,101813000.0,101813000.0,-240758000.0,-64691000.0,-64691000.0,1160000.0,6701000.0,1043000.0,,,8183000.0,8183000.0,5222000.0,8862000.0,-3640000.0,130371000.0,2023-03-31
-50084000.0,-38000.0,-915000.0,145300000.0,6432000.0,-8326000.0,162526000.0,140955000.0,1312000.0,20259000.0,69167000.0,69167000.0,0.0,,-95439000.0,-95439000.0,6394000.0,-38000.0,6432000.0,144385000.0,,,,285585000.0,-57315000.0,145300000.0,-7150000.0,-7150000.0,,,0.0,0.0,1176000.0,1176000.0,-8326000.0,-41758000.0,-41758000.0,-257346000.0,-7350000.0,1629000.0,1629000.0,1629000.0,-72876000.0,-178749000.0,-178749000.0,7221000.0,6828000.0,362000.0,,,8432000.0,8432000.0,-16100000.0,,-7238000.0,205403000.0,2023-06-30
342850000.0,-385000.0,-999000.0,-237300000.0,0.0,-9669000.0,175022000.0,162526000.0,-1453000.0,13949000.0,-328108000.0,-328108000.0,-257000.0,6546000.0,-95713000.0,-95713000.0,-385000.0,-385000.0,0.0,-238299000.0,,,,-343899000.0,-999000.0,-237300000.0,-10462000.0,-10462000.0,,,-838000.0,-838000.0,45000.0,45000.0,-9669000.0,352519000.0,352519000.0,140981000.0,-2407000.0,-85834000.0,-85834000.0,-85834000.0,169888000.0,59334000.0,59334000.0,-5540000.0,7262000.0,,2450000.0,2450000.0,8791000.0,8791000.0,-644000.0,,-9506000.0,200624000.0,2023-09-30
288636000.0,-189000.0,-1251000.0,-90200000.0,0.0,-9978000.0,210112000.0,175022000.0,2205000.0,32885000.0,-252436000.0,-252436000.0,-73026000.0,8754000.0,-96524000.0,-96524000.0,-189000.0,-189000.0,0.0,-91451000.0,,,,14149000.0,-1251000.0,,-13293000.0,-13293000.0,,,-2844000.0,-2844000.0,29000.0,29000.0,-9978000.0,298614000.0,298614000.0,196670000.0,19883000.0,-179650000.0,-179650000.0,-179650000.0,208366000.0,148071000.0,148071000.0,,9209000.0,,-13071000.0,-13071000.0,9684000.0,9684000.0,-5936000.0,0.0,-5793000.0,97741000.0,2023-12-31
