tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,145422000.0,137671000.0,8243000.0,1147673000.0,145422000.0,137179000.0,-14000.0,14000.0,137671000.0,137671000.0,1449426000.0,137179000.0,38798150.0,38798150.0,3.306369,3.306369,128605000.0,6000.0,128599000.0,9072000.0,137671000.0,-19459000.0,157130000.0,157130000.0,-19965000.0,137165000.0,5382000.0,-14000.0,14000.0,131797000.0,301753000.0,,301753000.0,433550000.0,1147673000.0,1581223000.0,1581223000.0,2022-12-31
0.0,0.233,172923000.0,110073000.0,8183000.0,1102484000.0,172923000.0,164740000.0,-615000.0,615000.0,110073000.0,110073000.0,1385901000.0,164740000.0,36301828.0,36192597.0,2.83,2.84,102662000.0,3000.0,102659000.0,7414000.0,110073000.0,-20298000.0,130371000.0,130371000.0,33754000.0,164125000.0,,-615000.0,615000.0,164740000.0,283417000.0,-3640000.0,287057000.0,448157000.0,1102484000.0,1550641000.0,1550641000.0,2023-03-31
0.0,0.246,274137000.0,172764000.0,8432000.0,1440462000.0,274137000.0,265705000.0,-3415000.0,3415000.0,172764000.0,172764000.0,1737379000.0,265705000.0,36429937.0,36304824.0,4.42,4.43,160848000.0,17000.0,160831000.0,11933000.0,172764000.0,-32639000.0,205403000.0,205403000.0,56887000.0,262290000.0,,-3415000.0,3415000.0,265705000.0,296917000.0,-7238000.0,304155000.0,562622000.0,1440462000.0,2003084000.0,2003084000.0,2023-06-30
0.0,0.238,265408000.0,170953000.0,8791000.0,1559900000.0,265408000.0,256617000.0,-1890000.0,1890000.0,170953000.0,170953000.0,1870228000.0,256617000.0,36579408.0,36446825.0,4.35,4.36,159050000.0,18000.0,159032000.0,11921000.0,170953000.0,-29671000.0,200624000.0,200624000.0,54103000.0,254727000.0,,-1890000.0,1890000.0,256617000.0,310328000.0,-9506000.0,319834000.0,566945000.0,1559900000.0,2126845000.0,2126845000.0,2023-09-30
0.0,0.101216,117432000.0,82547000.0,9684000.0,1188781000.0,117432000.0,107748000.0,1000000.0,-1000000.0,82547000.0,82547000.0,1521626000.0,107748000.0,39489543.0,39489543.0,1.920508,1.920508,76826000.0,-3000.0,76829000.0,5718000.0,82547000.0,-15194000.0,97741000.0,97741000.0,11007000.0,108748000.0,,1000000.0,-1000000.0,81571000.0,332845000.0,,312461000.0,414416000.0,1188781000.0,1603197000.0,1603197000.0,2023-12-31
