free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,other_non_cash_items,asset_impairment_charge
51874000.0,-78245000.0,0.0,-4110000.0,7320000.0,-53968000.0,339196000.0,414827000.0,937000.0,-76568000.0,-128557000.0,-128557000.0,0.0,-35270000.0,-35270000.0,-70925000.0,-78245000.0,7320000.0,-22362000.0,-22362000.0,,0.0,0.0,-53853000.0,-53853000.0,115000.0,0.0,0.0,-53968000.0,-53968000.0,105842000.0,105842000.0,-13280000.0,-24160000.0,-6464000.0,-2203000.0,-4261000.0,-4261000.0,-9236000.0,26580000.0,26580000.0,5215000.0,-30059000.0,-30059000.0,17774000.0,17774000.0,126192000.0,2022-12-31,,
52539000.0,-7766000.0,0.0,,31026000.0,-38290000.0,395313000.0,339196000.0,611000.0,55506000.0,3319000.0,3319000.0,-1231000.0,-39431000.0,-39431000.0,23260000.0,-7766000.0,31026000.0,20721000.0,20721000.0,,0.0,0.0,-38642000.0,-38642000.0,-352000.0,0.0,0.0,-38290000.0,-38290000.0,90829000.0,90829000.0,-65468000.0,-2098000.0,-35892000.0,-32090000.0,-3802000.0,-3802000.0,-18959000.0,-8519000.0,-8519000.0,8914000.0,230000.0,230000.0,17987000.0,17987000.0,129166000.0,2023-03-31,,
137552000.0,0.0,0.0,,21027000.0,-53942000.0,520633000.0,395313000.0,-337000.0,125657000.0,-11307000.0,-11307000.0,-1019000.0,-39560000.0,-39560000.0,21027000.0,0.0,21027000.0,8245000.0,8245000.0,,0.0,0.0,-54530000.0,-54530000.0,-588000.0,0.0,0.0,-53942000.0,-53942000.0,191494000.0,191494000.0,22173000.0,558000.0,11742000.0,16183000.0,-4441000.0,-4441000.0,18775000.0,-8902000.0,-8902000.0,9503000.0,7420000.0,7420000.0,18130000.0,18130000.0,134268000.0,2023-06-30,,
155653000.0,-19291000.0,-75000000.0,-19841000.0,3439000.0,-53394000.0,525785000.0,520633000.0,-335000.0,5487000.0,-150412000.0,-150412000.0,0.0,-39719000.0,-39719000.0,-15852000.0,-19291000.0,3439000.0,-94841000.0,-19841000.0,-19841000.0,-75000000.0,-75000000.0,-53148000.0,-53148000.0,246000.0,0.0,0.0,-53394000.0,-53394000.0,209047000.0,209047000.0,44363000.0,3854000.0,10906000.0,11074000.0,-168000.0,-168000.0,19411000.0,10192000.0,10192000.0,7039000.0,7260000.0,7260000.0,18062000.0,18062000.0,133123000.0,2023-09-30,,
120498000.0,-75287000.0,0.0,,4690000.0,-39149000.0,537951000.0,525785000.0,1083000.0,11083000.0,-109610000.0,-109610000.0,0.0,-39613000.0,-39613000.0,-70597000.0,-75287000.0,4690000.0,600000.0,600000.0,,0.0,0.0,-38954000.0,-38954000.0,195000.0,0.0,0.0,-39149000.0,-39149000.0,159647000.0,159647000.0,6061000.0,-14881000.0,-6531000.0,-2594000.0,-3937000.0,-3937000.0,23489000.0,3984000.0,3984000.0,4773000.0,-23412000.0,-23412000.0,20142000.0,20142000.0,109954000.0,2023-12-31,0.0,0.0
81731000.0,0.0,,233000.0,45368000.0,-37192000.0,622728000.0,537951000.0,-662000.0,85439000.0,-1864000.0,-1864000.0,-4611000.0,-42854000.0,-42854000.0,45368000.0,0.0,45368000.0,233000.0,233000.0,233000.0,,,-31620000.0,-31620000.0,5572000.0,,,-37192000.0,-37192000.0,118923000.0,118923000.0,-39382000.0,-5717000.0,-39251000.0,-47289000.0,8038000.0,8038000.0,-23242000.0,28828000.0,28828000.0,10549000.0,6041000.0,6041000.0,19516000.0,19516000.0,122199000.0,2024-03-31,,
