tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.18047,173097000.0,,,126192000.0,17774000.0,282229000.0,173097000.0,155323000.0,-1342000.0,1342000.0,126192000.0,126192000.0,402537000.0,152508000.0,171406000.0,167706000.0,0.74,0.75,126192000.0,126192000.0,126192000.0,126192000.0,126192000.0,27789000.0,153981000.0,2815000.0,2815000.0,,,,-1342000.0,1342000.0,152508000.0,120308000.0,21259000.0,99049000.0,64491000.0,34558000.0,34558000.0,272816000.0,282229000.0,555045000.0,555045000.0,2022-12-31
0.0,0.179,176684000.0,,,129166000.0,17987000.0,244506000.0,176684000.0,158697000.0,-1347000.0,1347000.0,129166000.0,129166000.0,372978000.0,156668000.0,171676000.0,168018000.0,0.75,0.77,129166000.0,129166000.0,129166000.0,129166000.0,129166000.0,28184000.0,157350000.0,2029000.0,2029000.0,,,,-1347000.0,1347000.0,156668000.0,128472000.0,20479000.0,107993000.0,65383000.0,42610000.0,42610000.0,285140000.0,244506000.0,529646000.0,529646000.0,2023-03-31
0.0,0.159,179547000.0,,,134268000.0,18130000.0,268229000.0,179547000.0,161417000.0,-1798000.0,1798000.0,134268000.0,134268000.0,402592000.0,157052000.0,172551000.0,168683000.0,0.78,0.8,134268000.0,134268000.0,134268000.0,134268000.0,134268000.0,25351000.0,159619000.0,4365000.0,4365000.0,,,,-1798000.0,1798000.0,157052000.0,134363000.0,21286000.0,113077000.0,68380000.0,44697000.0,44697000.0,291415000.0,268229000.0,559644000.0,559644000.0,2023-06-30
152000.0,0.19,182934000.0,800000.0,800000.0,133123000.0,18062000.0,255148000.0,183734000.0,165672000.0,-1391000.0,1391000.0,132475000.0,133123000.0,377283000.0,163189000.0,172780000.0,169005000.0,0.77,0.79,133123000.0,133123000.0,133123000.0,133123000.0,133123000.0,31158000.0,164281000.0,3283000.0,2483000.0,800000.0,7800000.0,-8600000.0,-1391000.0,1391000.0,162389000.0,122135000.0,19817000.0,102318000.0,60495000.0,41823000.0,41823000.0,284524000.0,255148000.0,539672000.0,539672000.0,2023-09-30
0.0,0.137967,148349000.0,0.0,0.0,109954000.0,20142000.0,266702000.0,148349000.0,128207000.0,-655000.0,655000.0,109954000.0,109954000.0,396710000.0,169934000.0,171788000.0,168061000.0,0.64,0.65,109954000.0,109954000.0,109954000.0,109954000.0,109954000.0,17598000.0,127552000.0,-41727000.0,-41727000.0,0.0,0.0,0.0,-655000.0,655000.0,169934000.0,130008000.0,21240000.0,108768000.0,66454000.0,42314000.0,42314000.0,299942000.0,266702000.0,566644000.0,566644000.0,2023-12-31
0.0,0.129,160590000.0,,,122199000.0,19516000.0,225992000.0,160590000.0,141074000.0,-744000.0,744000.0,122199000.0,122199000.0,359193000.0,132996000.0,172446000.0,168490000.0,0.71,0.73,122199000.0,122199000.0,122199000.0,122199000.0,122199000.0,18131000.0,140330000.0,8078000.0,8078000.0,,,,-744000.0,744000.0,132996000.0,133201000.0,21872000.0,111329000.0,66631000.0,44698000.0,44698000.0,266197000.0,225992000.0,492189000.0,492189000.0,2024-03-31
