ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,line_of_credit,other_receivables
167702130.0,167702130.0,126586000.0,1351785000.0,1955626000.0,805703000.0,1351785000.0,30612000.0,1859652000.0,1934652000.0,1859652000.0,1859652000.0,-69378000.0,-69378000.0,976851000.0,784477000.0,167702000.0,167702000.0,579248000.0,179331000.0,12159000.0,61672000.0,61672000.0,9443000.0,9443000.0,96057000.0,21057000.0,75000000.0,399917000.0,32133000.0,50747000.0,50747000.0,30529000.0,9555000.0,20974000.0,,20974000.0,18449000.0,268059000.0,101780000.0,166279000.0,16497000.0,39963000.0,25601000.0,15987000.0,84218000.0,2438900000.0,1233280000.0,19192000.0,2970000.0,57090000.0,57090000.0,8767000.0,8767000.0,507867000.0,139696000.0,368171000.0,637394000.0,-458867000.0,1096261000.0,126198000.0,468894000.0,59988000.0,376115000.0,65066000.0,0.0,1205620000.0,,43624000.0,476790000.0,-133129000.0,222326000.0,138957000.0,248636000.0,346010000.0,346010000.0,-7000000.0,353010000.0,339196000.0,339196000.0,2022-12-31,,
168340317.0,168340317.0,147745000.0,1482109000.0,2103253000.0,906763000.0,1482109000.0,30835000.0,1986343000.0,2061343000.0,1986343000.0,1986343000.0,-63515000.0,-63515000.0,1059980000.0,821570000.0,168308000.0,168308000.0,559920000.0,178222000.0,10858000.0,61994000.0,61994000.0,8986000.0,8986000.0,96384000.0,21384000.0,75000000.0,381698000.0,30485000.0,45134000.0,45134000.0,51361000.0,9451000.0,41910000.0,,41910000.0,18533000.0,236185000.0,76456000.0,159729000.0,1055000.0,39457000.0,38842000.0,27258000.0,80375000.0,2546263000.0,1257802000.0,34161000.0,,56183000.0,56183000.0,,,504234000.0,134131000.0,370103000.0,663224000.0,,663224000.0,,663224000.0,,,,,1288461000.0,39433000.0,,497242000.0,-129759000.0,246401000.0,147687000.0,232913000.0,356473000.0,356473000.0,-5600000.0,362073000.0,395313000.0,395313000.0,2023-03-31,,
168992778.0,168992778.0,153568000.0,1613338000.0,2240406000.0,921115000.0,1613338000.0,29469000.0,2116307000.0,2116307000.0,2116307000.0,2116307000.0,-58031000.0,-58031000.0,1154453000.0,850900000.0,168985000.0,168985000.0,591418000.0,102080000.0,11012000.0,61995000.0,61995000.0,8730000.0,8730000.0,20343000.0,20343000.0,,489338000.0,30977000.0,58226000.0,58226000.0,133225000.0,9126000.0,124099000.0,75000000.0,49099000.0,18257000.0,248653000.0,91200000.0,157453000.0,7515000.0,39692000.0,28706000.0,19369000.0,81540000.0,2707725000.0,1297272000.0,36916000.0,,48189000.0,48189000.0,,,502969000.0,131089000.0,371880000.0,709198000.0,,709198000.0,,709198000.0,,,,,1410453000.0,44907000.0,,479095000.0,-132621000.0,245480000.0,138264000.0,227972000.0,365818000.0,365818000.0,-5100000.0,370918000.0,520633000.0,520633000.0,2023-06-30,,
168788078.0,168788078.0,56927000.0,1702987000.0,2217569000.0,981444000.0,1702987000.0,27884000.0,2188526000.0,2188526000.0,2188526000.0,2188526000.0,-66205000.0,-66205000.0,1226649000.0,859307000.0,168775000.0,168775000.0,486391000.0,90503000.0,2096000.0,61361000.0,61361000.0,8050000.0,8050000.0,18996000.0,18996000.0,,395888000.0,29001000.0,60332000.0,60332000.0,37931000.0,8888000.0,29043000.0,,29043000.0,17965000.0,250659000.0,100927000.0,149732000.0,12061000.0,39715000.0,22707000.0,13891000.0,75249000.0,2674917000.0,1297585000.0,36157000.0,,40014000.0,40014000.0,,,485539000.0,124824000.0,360715000.0,735875000.0,,735875000.0,,735875000.0,,,,,1377332000.0,41438000.0,,457604000.0,-130677000.0,233224000.0,139389000.0,215668000.0,352505000.0,352505000.0,-4900000.0,357405000.0,525785000.0,525785000.0,2023-09-30,,
167946063.0,167946063.0,50063000.0,1725137000.0,2254261000.0,970609000.0,1725137000.0,20027000.0,2224225000.0,2224225000.0,2224225000.0,2224225000.0,-34995000.0,-34995000.0,1227938000.0,863336000.0,167946000.0,167946000.0,497782000.0,102582000.0,2235000.0,80347000.0,80347000.0,8215000.0,8215000.0,11785000.0,11785000.0,,395200000.0,30574000.0,51578000.0,51578000.0,38278000.0,8242000.0,30036000.0,1937000.0,1937000.0,17826000.0,256944000.0,103176000.0,153768000.0,16639000.0,42789000.0,22126000.0,9837000.0,72214000.0,2722007000.0,1356198000.0,25587000.0,,61381000.0,61381000.0,9661000.0,9661000.0,499088000.0,128860000.0,370228000.0,760481000.0,-465069000.0,1225550000.0,132609000.0,460592000.0,61594000.0,500373000.0,70382000.0,0.0,1365809000.0,20524000.0,14546000.0,438349000.0,-117698000.0,221847000.0,131906000.0,202294000.0,354439000.0,354439000.0,-5300000.0,359739000.0,537951000.0,537951000.0,2023-12-31,28099000.0,
169135876.0,169135876.0,46957000.0,1854439000.0,2365363000.0,1092541000.0,1854439000.0,17243000.0,2335649000.0,2335649000.0,2335649000.0,2335649000.0,-53020000.0,-53020000.0,1307130000.0,912414000.0,169125000.0,169125000.0,451176000.0,99489000.0,2209000.0,80105000.0,80105000.0,7717000.0,7717000.0,9458000.0,9458000.0,,351687000.0,24532000.0,48480000.0,48480000.0,37499000.0,7785000.0,29714000.0,,29714000.0,18081000.0,223095000.0,74729000.0,148366000.0,1730000.0,42942000.0,26865000.0,12121000.0,76829000.0,2786825000.0,1342597000.0,38982000.0,,54658000.0,54658000.0,,,481210000.0,117850000.0,363360000.0,767747000.0,,767747000.0,,767747000.0,,,,,1444228000.0,40382000.0,,459118000.0,-117822000.0,245527000.0,132715000.0,198698000.0,322000000.0,311000000.0,,,622728000.0,622728000.0,2024-03-31,,11000000.0
