tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.189373,832286000.0,539318000.0,109253000.0,1990445000.0,832286000.0,723033000.0,-57723000.0,57723000.0,539318000.0,539318000.0,3262034000.0,723033000.0,19645000.0,19007000.0,27.45,28.37,539318000.0,539318000.0,539318000.0,539318000.0,539318000.0,125992000.0,665310000.0,-57723000.0,57723000.0,723033000.0,1271589000.0,1271589000.0,1271589000.0,1994622000.0,1990445000.0,3985067000.0,3985067000.0,2022-11-30
0.0,0.212,783688000.0,476544000.0,113711000.0,1760979000.0,783688000.0,669977000.0,-65609000.0,65609000.0,476544000.0,476544000.0,3021005000.0,669977000.0,19337000.0,18705000.0,24.64,25.48,476544000.0,476544000.0,476544000.0,476544000.0,476544000.0,127824000.0,604368000.0,-65609000.0,65609000.0,669977000.0,1260026000.0,1260026000.0,1260026000.0,1930003000.0,1760979000.0,3690982000.0,3690982000.0,2023-02-28
0.0,0.174,858481000.0,647723000.0,,1944415000.0,858481000.0,858481000.0,-74313000.0,74313000.0,647723000.0,647723000.0,3232060000.0,858481000.0,18983000.0,18389000.0,34.12,35.22,647723000.0,647723000.0,647723000.0,647723000.0,647723000.0,136445000.0,784168000.0,-74313000.0,74313000.0,858481000.0,1287645000.0,1287645000.0,1287645000.0,2146126000.0,1944415000.0,4090541000.0,4090541000.0,2023-04-30
0.0,0.174,974604000.0,647723000.0,116123000.0,1944415000.0,974604000.0,858481000.0,-74313000.0,74313000.0,647723000.0,647723000.0,3232060000.0,858481000.0,18983000.0,18389000.0,34.12,35.22,647723000.0,647723000.0,647723000.0,647723000.0,647723000.0,136445000.0,784168000.0,-74313000.0,74313000.0,858481000.0,1287645000.0,1287645000.0,,2146126000.0,1944415000.0,4090541000.0,4090541000.0,2023-05-31
0.0,0.223501,1393040000.0,864841000.0,158490000.0,2690947000.0,1393040000.0,1234550000.0,-108727000.0,120781000.0,864841000.0,864841000.0,4468122000.0,1222496000.0,18613000.0,18080000.0,46.46,47.83,864841000.0,864841000.0,864841000.0,864841000.0,864841000.0,248928000.0,1113769000.0,-108727000.0,120781000.0,1222496000.0,1777175000.0,1777175000.0,,2999671000.0,2690947000.0,5690618000.0,5690618000.0,2023-08-31
0.0,0.216261,968828000.0,593463000.0,120224000.0,1976261000.0,968828000.0,848604000.0,-91384000.0,91384000.0,593463000.0,593463000.0,3341673000.0,848604000.0,18234000.0,17709000.0,32.55,33.51,593463000.0,593463000.0,593463000.0,593463000.0,593463000.0,163757000.0,757220000.0,-91384000.0,91384000.0,848604000.0,1365412000.0,1365412000.0,,2214016000.0,1976261000.0,4190277000.0,4190277000.0,2023-11-30
0.0,0.196,868210000.0,515030000.0,124968000.0,1779474000.0,868210000.0,743242000.0,-102619000.0,102619000.0,515030000.0,515030000.0,3115884000.0,743242000.0,17828000.0,17319000.0,28.89,29.74,515030000.0,515030000.0,515030000.0,515030000.0,515030000.0,125593000.0,640623000.0,-102619000.0,102619000.0,743242000.0,1336410000.0,,,2079652000.0,1779474000.0,3859126000.0,3859126000.0,2024-02-29
