free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
679190000.0,-899998000.0,-20598000.0,0.0,40828000.0,-114397000.0,269790000.0,264380000.0,1361000.0,4049000.0,-675651000.0,-675651000.0,-783000.0,-859170000.0,-899998000.0,40828000.0,184302000.0,204900000.0,,204900000.0,-20598000.0,-20598000.0,0.0,-113887000.0,-113887000.0,-9570000.0,4893000.0,-14463000.0,10080000.0,10080000.0,-114397000.0,793587000.0,793587000.0,29290000.0,57924000.0,6574000.0,-39308000.0,4100000.0,4100000.0,82905000.0,19005000.0,13816000.0,13816000.0,109253000.0,109253000.0,109253000.0,539318000.0,2022-11-30
209637000.0,-899999000.0,-319974000.0,1227600000.0,31930000.0,-144837000.0,301286000.0,269790000.0,2213000.0,29283000.0,-169070000.0,-169070000.0,-3727000.0,-868069000.0,-899999000.0,31930000.0,702726000.0,22700000.0,,22700000.0,680026000.0,-319974000.0,1000000000.0,-156121000.0,-156121000.0,-13050000.0,-1443000.0,-11607000.0,1766000.0,1766000.0,-144837000.0,354474000.0,354474000.0,-252659000.0,-30709000.0,-117885000.0,-122238000.0,18173000.0,18173000.0,12017000.0,23374000.0,-18513000.0,-18513000.0,113711000.0,113711000.0,113711000.0,476544000.0,2023-02-28
553508000.0,-899999000.0,-20355000.0,296400000.0,82105000.0,-171207000.0,274916000.0,301286000.0,1469000.0,-27839000.0,-543586000.0,-543586000.0,-1737000.0,-817894000.0,-899999000.0,82105000.0,276045000.0,296400000.0,,296400000.0,-20355000.0,-20355000.0,0.0,-208968000.0,-208968000.0,-38966000.0,34094000.0,-73060000.0,1205000.0,1205000.0,-171207000.0,724715000.0,724715000.0,-45557000.0,-1395000.0,-128589000.0,68383000.0,16044000.0,16044000.0,-14857000.0,20010000.0,1273000.0,1273000.0,116123000.0,116123000.0,116123000.0,647723000.0,2023-05-31
701796000.0,-999556000.0,-520128000.0,832200000.0,27631000.0,-366216000.0,277054000.0,274916000.0,3103000.0,-965000.0,-671775000.0,-671775000.0,-11922000.0,-971925000.0,-999556000.0,27631000.0,312072000.0,82200000.0,,82200000.0,229872000.0,-520128000.0,750000000.0,-397202000.0,-397202000.0,-44977000.0,20813000.0,-65790000.0,13991000.0,13991000.0,-366216000.0,1068012000.0,1068012000.0,63067000.0,-44978000.0,149053000.0,3983000.0,-44991000.0,-44991000.0,-26801000.0,30698000.0,-22283000.0,-22283000.0,158490000.0,158490000.0,,864841000.0,2023-08-31
594831000.0,-1486876000.0,-20202000.0,1000000000.0,41448000.0,-235428000.0,282981000.0,277054000.0,-1592000.0,7519000.0,-552226000.0,-552226000.0,-9696000.0,-1445428000.0,-1486876000.0,41448000.0,902898000.0,-76900000.0,-76900000.0,,979798000.0,-20202000.0,1000000000.0,-270514000.0,-270514000.0,-43321000.0,1944000.0,-45265000.0,8235000.0,8235000.0,-235428000.0,830259000.0,830259000.0,91967000.0,73248000.0,33762000.0,-21899000.0,6856000.0,6856000.0,810000.0,22913000.0,882000.0,882000.0,120224000.0,120224000.0,120224000.0,593463000.0,2023-11-30
178748000.0,-222158000.0,-53485000.0,0.0,56890000.0,-255379000.0,304096000.0,282981000.0,1087000.0,20028000.0,-140619000.0,-140619000.0,1234000.0,-165268000.0,-222158000.0,56890000.0,23415000.0,44672000.0,,,-21257000.0,-21257000.0,0.0,-273480000.0,-273480000.0,-613000.0,10682000.0,-11295000.0,,,-255379000.0,434127000.0,434127000.0,-222776000.0,-6934000.0,-50824000.0,-176526000.0,11508000.0,11508000.0,-11259000.0,23048000.0,5116000.0,5116000.0,124968000.0,124968000.0,124968000.0,515030000.0,2024-02-29
