tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
599550.0,0.21,-58314000.0,2855000.0,2855000.0,-48455000.0,1503000.0,14564000.0,-55459000.0,-56962000.0,4657000.0,4657000.0,-50710450.0,-48455000.0,169943000.0,-56962000.0,148883000.0,148883000.0,-0.33,-0.33,-48455000.0,-48455000.0,-48455000.0,2010000.0,-50465000.0,-50465000.0,-756000.0,65000.0,-49644000.0,2661000.0,-194000.0,0.0,0.0,-756000.0,2855000.0,4657000.0,4657000.0,-56962000.0,155379000.0,41113000.0,114266000.0,81080000.0,33186000.0,33186000.0,98417000.0,14564000.0,112981000.0,112981000.0,2022-10-31
0.0,0.21,-44646000.0,,,-38733000.0,1628000.0,14238000.0,-44646000.0,-46274000.0,6249000.0,6249000.0,-38733000.0,-38733000.0,169181000.0,-46274000.0,150133000.0,150133000.0,-0.26,-0.26,-38733000.0,-38733000.0,-38733000.0,3388000.0,-42121000.0,-42121000.0,-693000.0,379000.0,-41049000.0,-1024000.0,22135000.0,,,-693000.0,,6249000.0,6249000.0,-46274000.0,154943000.0,43680000.0,111263000.0,81513000.0,29750000.0,29750000.0,108669000.0,14238000.0,122907000.0,122907000.0,2023-01-31
57540.0,0.21,-56836000.0,274000.0,274000.0,-52469000.0,1671000.0,13939000.0,-56562000.0,-58233000.0,7315000.0,7315000.0,-52685460.0,-52469000.0,185111000.0,-58233000.0,151692000.0,151692000.0,-0.35,-0.35,-52469000.0,-52469000.0,-52469000.0,430000.0,-52899000.0,-52899000.0,-748000.0,1486000.0,-50665000.0,253000.0,-21000.0,0.0,0.0,-748000.0,274000.0,7315000.0,7315000.0,-58233000.0,171172000.0,50387000.0,120785000.0,86537000.0,34248000.0,34248000.0,112939000.0,13939000.0,126878000.0,126878000.0,2023-04-30
-266280.0,0.21,-51129000.0,-1268000.0,-1268000.0,-50080000.0,1660000.0,14696000.0,-52397000.0,-54057000.0,9112000.0,9112000.0,-49078280.0,-50080000.0,193638000.0,-54057000.0,153644000.0,153644000.0,-0.33,-0.33,-50080000.0,-50080000.0,-50080000.0,1128000.0,-51208000.0,-51208000.0,-917000.0,4016000.0,-46275000.0,-1330000.0,-62000.0,0.0,0.0,-917000.0,-1268000.0,9112000.0,9112000.0,-54057000.0,178942000.0,49007000.0,129935000.0,92116000.0,37819000.0,37819000.0,124885000.0,14696000.0,139581000.0,139581000.0,2023-07-31
102480.0,0.21,-39111000.0,488000.0,488000.0,-285158000.0,1644000.0,15084000.0,-38623000.0,-40267000.0,10874000.0,10874000.0,-285543520.0,-285158000.0,189935000.0,-40267000.0,155123000.0,155123000.0,-1.84,-1.84,-285158000.0,-285158000.0,-285158000.0,1197000.0,-286355000.0,-286355000.0,-743000.0,256788000.0,-28824000.0,569000.0,81000.0,0.0,0.0,,488000.0,10874000.0,10874000.0,-40267000.0,174851000.0,49058000.0,125793000.0,86978000.0,38815000.0,38815000.0,134584000.0,15084000.0,149668000.0,149668000.0,2023-10-31
-4603600.0,0.4,-21814000.0,-11509000.0,-11509000.0,-36467000.0,1560000.0,15989000.0,-33323000.0,-34883000.0,11813000.0,11813000.0,-29561600.0,-36467000.0,198662000.0,-34883000.0,,,,,-36467000.0,-36467000.0,-36467000.0,1104000.0,-37571000.0,-37571000.0,-1416000.0,1767000.0,-34388000.0,-11318000.0,191000.0,-8858000.0,0.0,,-2651000.0,11813000.0,11813000.0,-34883000.0,182673000.0,52388000.0,130285000.0,90762000.0,39523000.0,39523000.0,147790000.0,15989000.0,163779000.0,163779000.0,2024-01-31
