ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,assets_held_for_sale_current,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,minority_interest,preferred_stock
115000000.0,115000000.0,2072000000.0,3245000000.0,-867000000.0,3544000000.0,123000000.0,-867000000.0,713000000.0,1012000000.0,3485000000.0,1012000000.0,1012000000.0,-222000000.0,-222000000.0,-4000000.0,1238000000.0,0.0,0.0,5257000000.0,3750000000.0,259000000.0,0.0,93000000.0,319000000.0,319000000.0,3079000000.0,606000000.0,2473000000.0,1507000000.0,46000000.0,166000000.0,107000000.0,59000000.0,59000000.0,1295000000.0,692000000.0,603000000.0,82000000.0,521000000.0,6269000000.0,4639000000.0,209000000.0,1879000000.0,407000000.0,1472000000.0,2551000000.0,-1679000000.0,4230000000.0,719000000.0,793000000.0,406000000.0,258000000.0,1630000000.0,199000000.0,17000000.0,954000000.0,954000000.0,-43000000.0,997000000.0,460000000.0,460000000.0,2022-12-31,,,
116000000.0,116000000.0,2235000000.0,3260000000.0,-824000000.0,3599000000.0,19000000.0,-824000000.0,716000000.0,1055000000.0,3533000000.0,1055000000.0,1055000000.0,-207000000.0,-207000000.0,10000000.0,1252000000.0,0.0,0.0,5293000000.0,3747000000.0,264000000.0,,92000000.0,307000000.0,307000000.0,3084000000.0,606000000.0,2478000000.0,1546000000.0,73000000.0,176000000.0,110000000.0,66000000.0,66000000.0,1297000000.0,792000000.0,505000000.0,,505000000.0,6348000000.0,4783000000.0,209000000.0,1879000000.0,396000000.0,1483000000.0,2695000000.0,-1743000000.0,4438000000.0,4438000000.0,,,,1565000000.0,221000000.0,16000000.0,1019000000.0,1019000000.0,-48000000.0,1067000000.0,309000000.0,309000000.0,2023-03-31,,,
115939000.0,115939000.0,2228000000.0,3220000000.0,-757000000.0,3637000000.0,-11000000.0,-757000000.0,702000000.0,1119000000.0,3571000000.0,1119000000.0,1119000000.0,-192000000.0,-192000000.0,43000000.0,1268000000.0,0.0,0.0,5233000000.0,3700000000.0,264000000.0,,91000000.0,301000000.0,301000000.0,3044000000.0,592000000.0,2452000000.0,1533000000.0,93000000.0,176000000.0,110000000.0,66000000.0,66000000.0,1264000000.0,800000000.0,464000000.0,,464000000.0,6352000000.0,4830000000.0,213000000.0,1876000000.0,383000000.0,1493000000.0,2741000000.0,-1795000000.0,4536000000.0,4536000000.0,,,,1522000000.0,224000000.0,0.0,1008000000.0,1008000000.0,-46000000.0,1054000000.0,290000000.0,290000000.0,2023-06-30,,,
115972000.0,115972000.0,2158000000.0,3208000000.0,-634000000.0,3710000000.0,91000000.0,-634000000.0,695000000.0,1197000000.0,3644000000.0,1197000000.0,1197000000.0,-214000000.0,-214000000.0,127000000.0,1284000000.0,0.0,0.0,5231000000.0,3709000000.0,262000000.0,,90000000.0,326000000.0,326000000.0,3031000000.0,584000000.0,2447000000.0,1522000000.0,45000000.0,177000000.0,111000000.0,66000000.0,66000000.0,1300000000.0,827000000.0,473000000.0,,473000000.0,6428000000.0,4815000000.0,217000000.0,1831000000.0,366000000.0,1465000000.0,2767000000.0,-1767000000.0,4534000000.0,4534000000.0,,,,1613000000.0,199000000.0,0.0,1059000000.0,1059000000.0,-45000000.0,1104000000.0,355000000.0,355000000.0,2023-09-30,,,
115973170.0,115973170.0,2992000000.0,4113000000.0,-654000000.0,4670000000.0,3000000.0,-654000000.0,709000000.0,1266000000.0,4601000000.0,1266000000.0,1266000000.0,-217000000.0,-217000000.0,185000000.0,1298000000.0,0.0,0.0,6226000000.0,4636000000.0,285000000.0,,91000000.0,337000000.0,337000000.0,3923000000.0,588000000.0,3335000000.0,1590000000.0,93000000.0,190000000.0,121000000.0,69000000.0,69000000.0,1307000000.0,691000000.0,616000000.0,84000000.0,532000000.0,7492000000.0,5899000000.0,196000000.0,1920000000.0,422000000.0,1498000000.0,3783000000.0,-1853000000.0,5636000000.0,708000000.0,859000000.0,733000000.0,860000000.0,1593000000.0,208000000.0,0.0,973000000.0,973000000.0,-45000000.0,1018000000.0,412000000.0,412000000.0,2023-12-31,0.0,0.0,0.0
