treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
139000000.0,462000000.0,601000000.0,4633000000.0,-185000000.0,18180000000.0,868000000.0,-185000000.0,504000000.0,14051000000.0,17680000000.0,14051000000.0,14051000000.0,-293000000.0,-293000000.0,23843000000.0,28319000000.0,9868000000.0,0.0,0.0,0.0,13114000000.0,4986000000.0,293000000.0,530000000.0,117000000.0,117000000.0,4046000000.0,417000000.0,3629000000.0,8128000000.0,,5297000000.0,5297000000.0,587000000.0,87000000.0,500000000.0,500000000.0,485000000.0,106000000.0,1653000000.0,1082000000.0,571000000.0,192000000.0,75000000.0,379000000.0,27165000000.0,18169000000.0,841000000.0,777000000.0,777000000.0,14236000000.0,1449000000.0,12787000000.0,2315000000.0,-1569000000.0,3884000000.0,259000000.0,675000000.0,407000000.0,1497000000.0,902000000.0,144000000.0,0.0,8996000000.0,835000000.0,,2065000000.0,2065000000.0,-23000000.0,2088000000.0,6096000000.0,1860000000.0,4236000000.0,3579000000.0,657000000.0,2022-11-30
142000000.0,459000000.0,601000000.0,4126000000.0,60000000.0,17836000000.0,905000000.0,60000000.0,496000000.0,14206000000.0,17836000000.0,14206000000.0,14206000000.0,-307000000.0,-307000000.0,25206000000.0,29435000000.0,10284000000.0,0.0,0.0,0.0,12461000000.0,5024000000.0,323000000.0,536000000.0,120000000.0,120000000.0,4045000000.0,415000000.0,3630000000.0,7437000000.0,,5357000000.0,5357000000.0,81000000.0,81000000.0,,,525000000.0,103000000.0,1371000000.0,730000000.0,641000000.0,333000000.0,222000000.0,308000000.0,26667000000.0,18325000000.0,984000000.0,826000000.0,826000000.0,14146000000.0,1354000000.0,12792000000.0,2369000000.0,,2369000000.0,,,2369000000.0,,,,,8342000000.0,888000000.0,,1801000000.0,1801000000.0,-17000000.0,1818000000.0,5653000000.0,1581000000.0,4072000000.0,3465000000.0,607000000.0,2023-02-28
145000000.0,456000000.0,601000000.0,4113000000.0,784000000.0,18469000000.0,1255000000.0,784000000.0,482000000.0,14838000000.0,18469000000.0,14838000000.0,14838000000.0,-297000000.0,-297000000.0,26191000000.0,30609000000.0,10717000000.0,0.0,0.0,0.0,13000000000.0,4981000000.0,347000000.0,479000000.0,116000000.0,116000000.0,4039000000.0,408000000.0,3631000000.0,8019000000.0,,5265000000.0,5265000000.0,74000000.0,74000000.0,,,667000000.0,85000000.0,1928000000.0,923000000.0,1005000000.0,659000000.0,548000000.0,346000000.0,27838000000.0,18564000000.0,1125000000.0,964000000.0,964000000.0,14054000000.0,1258000000.0,12796000000.0,2421000000.0,,2421000000.0,,,2421000000.0,,,,,9274000000.0,988000000.0,,1685000000.0,1685000000.0,-17000000.0,1702000000.0,6601000000.0,1145000000.0,5456000000.0,4818000000.0,638000000.0,2023-05-31
145000000.0,456000000.0,601000000.0,4096000000.0,1809000000.0,19409000000.0,2076000000.0,1809000000.0,463000000.0,15776000000.0,19409000000.0,15776000000.0,15776000000.0,-285000000.0,-285000000.0,27146000000.0,32012000000.0,11195000000.0,0.0,0.0,0.0,13314000000.0,4980000000.0,352000000.0,498000000.0,108000000.0,108000000.0,4022000000.0,389000000.0,3633000000.0,8334000000.0,8000000.0,5375000000.0,5375000000.0,74000000.0,74000000.0,,,486000000.0,99000000.0,2292000000.0,1006000000.0,1286000000.0,972000000.0,857000000.0,314000000.0,29090000000.0,18680000000.0,1239000000.0,1065000000.0,1065000000.0,13967000000.0,1167000000.0,12800000000.0,2409000000.0,,2409000000.0,,,2409000000.0,,,,,10410000000.0,961000000.0,82000000.0,1851000000.0,1851000000.0,-18000000.0,1869000000.0,7516000000.0,915000000.0,6601000000.0,5972000000.0,629000000.0,2023-08-31
146000000.0,455000000.0,601000000.0,4080000000.0,2625000000.0,20152000000.0,2833000000.0,2625000000.0,446000000.0,16518000000.0,20152000000.0,16518000000.0,16518000000.0,-285000000.0,-285000000.0,28129000000.0,33346000000.0,11586000000.0,0.0,0.0,0.0,13261000000.0,5010000000.0,376000000.0,514000000.0,113000000.0,113000000.0,4007000000.0,373000000.0,3634000000.0,8251000000.0,,5837000000.0,5837000000.0,73000000.0,73000000.0,,,535000000.0,111000000.0,1695000000.0,1174000000.0,521000000.0,207000000.0,85000000.0,314000000.0,29779000000.0,18695000000.0,1223000000.0,1191000000.0,1191000000.0,13893000000.0,1088000000.0,12805000000.0,2388000000.0,-1731000000.0,4119000000.0,275000000.0,2000000.0,358000000.0,1661000000.0,1660000000.0,163000000.0,0.0,11084000000.0,1018000000.0,,2224000000.0,2224000000.0,-16000000.0,2240000000.0,7842000000.0,701000000.0,7141000000.0,6523000000.0,618000000.0,2023-11-30
148000000.0,453000000.0,601000000.0,4086000000.0,1646000000.0,19095000000.0,471000000.0,1646000000.0,451000000.0,15460000000.0,17598000000.0,15460000000.0,15460000000.0,-277000000.0,-277000000.0,30109000000.0,33809000000.0,12037000000.0,0.0,0.0,0.0,13291000000.0,3754000000.0,435000000.0,668000000.0,135000000.0,135000000.0,2516000000.0,378000000.0,2138000000.0,9537000000.0,,5975000000.0,5975000000.0,1570000000.0,73000000.0,1497000000.0,1497000000.0,592000000.0,107000000.0,1293000000.0,754000000.0,539000000.0,239000000.0,123000000.0,300000000.0,28751000000.0,18743000000.0,1265000000.0,1310000000.0,1310000000.0,13814000000.0,1011000000.0,12803000000.0,2354000000.0,,2354000000.0,,,2354000000.0,,,,,10008000000.0,1131000000.0,,2057000000.0,2057000000.0,-16000000.0,2073000000.0,6820000000.0,566000000.0,6254000000.0,5642000000.0,612000000.0,2024-02-29
