tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,special_income_charges,restructuring_and_mergern_acquisition
-3821357.943309,0.224786,1777000000.0,-17000000.0,-17000000.0,1176000000.0,215000000.0,395000000.0,1760000000.0,1545000000.0,33000000.0,28000000.0,1189178642.056691,1176000000.0,3020000000.0,1505000000.0,466000000.0,465000000.0,2.53,2.53,1176000000.0,1176000000.0,1176000000.0,1176000000.0,1176000000.0,341000000.0,1517000000.0,-21000000.0,-4000000.0,-17000000.0,33000000.0,28000000.0,1505000000.0,2452000000.0,42000000.0,42000000.0,42000000.0,42000000.0,773000000.0,1637000000.0,1297000000.0,340000000.0,340000000.0,3957000000.0,568000000.0,4525000000.0,4525000000.0,2022-11-30,,
220000.0,0.22,1841000000.0,1000000.0,1000000.0,1247000000.0,212000000.0,398000000.0,1842000000.0,1630000000.0,-32000000.0,32000000.0,1246220000.0,1247000000.0,3069000000.0,1586000000.0,460000000.0,459000000.0,2.71,2.72,1247000000.0,1247000000.0,1247000000.0,1247000000.0,1247000000.0,351000000.0,1598000000.0,44000000.0,43000000.0,1000000.0,-32000000.0,32000000.0,1586000000.0,2501000000.0,42000000.0,42000000.0,42000000.0,42000000.0,827000000.0,1632000000.0,1301000000.0,331000000.0,331000000.0,4087000000.0,568000000.0,4655000000.0,4655000000.0,2023-02-28,,
1100000.0,0.22,1891000000.0,5000000.0,5000000.0,1295000000.0,220000000.0,394000000.0,1896000000.0,1676000000.0,-26000000.0,26000000.0,1291100000.0,1295000000.0,3192000000.0,1624000000.0,459000000.0,458000000.0,2.82,2.83,1295000000.0,1295000000.0,1295000000.0,1295000000.0,1295000000.0,355000000.0,1650000000.0,52000000.0,47000000.0,5000000.0,-26000000.0,26000000.0,1624000000.0,2620000000.0,42000000.0,42000000.0,42000000.0,42000000.0,876000000.0,1702000000.0,1345000000.0,357000000.0,357000000.0,4244000000.0,572000000.0,4816000000.0,4816000000.0,2023-05-31,,
1200000.0,0.2,1982000000.0,6000000.0,6000000.0,1403000000.0,218000000.0,404000000.0,1988000000.0,1770000000.0,-27000000.0,27000000.0,1398200000.0,1403000000.0,3193000000.0,1697000000.0,459000000.0,456000000.0,3.05,3.07,1403000000.0,1403000000.0,1403000000.0,1403000000.0,1403000000.0,340000000.0,1743000000.0,73000000.0,67000000.0,6000000.0,-27000000.0,27000000.0,1697000000.0,2613000000.0,42000000.0,42000000.0,42000000.0,42000000.0,881000000.0,1690000000.0,1337000000.0,353000000.0,353000000.0,4310000000.0,580000000.0,4890000000.0,4890000000.0,2023-08-31,,
-3595132.743363,0.179757,2078000000.0,-20000000.0,-20000000.0,1483000000.0,222000000.0,454000000.0,2058000000.0,1836000000.0,241000000.0,28000000.0,1499404867.256637,1483000000.0,3305000000.0,1743000000.0,459000000.0,455000000.0,3.23,3.26,1483000000.0,1483000000.0,1483000000.0,1483000000.0,1483000000.0,325000000.0,1808000000.0,-176000000.0,-156000000.0,-20000000.0,241000000.0,28000000.0,1743000000.0,2671000000.0,42000000.0,42000000.0,42000000.0,42000000.0,889000000.0,1740000000.0,1368000000.0,372000000.0,372000000.0,4414000000.0,634000000.0,5048000000.0,5048000000.0,2023-11-30,,
-353520000.0,0.36,2189000000.0,-982000000.0,-982000000.0,620000000.0,212000000.0,420000000.0,1207000000.0,995000000.0,-27000000.0,27000000.0,1248480000.0,620000000.0,3275000000.0,907000000.0,456000000.0,453000000.0,1.36,1.37,620000000.0,620000000.0,620000000.0,620000000.0,620000000.0,348000000.0,968000000.0,-912000000.0,70000000.0,18000000.0,-27000000.0,27000000.0,1907000000.0,2685000000.0,42000000.0,42000000.0,42000000.0,42000000.0,939000000.0,1704000000.0,1352000000.0,352000000.0,352000000.0,4592000000.0,590000000.0,5182000000.0,5182000000.0,2024-02-29,-1000000000.0,1000000000.0
