free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
2234000000.0,-1750000000.0,,0.0,-91000000.0,2000000.0,292000000.0,4236000000.0,3870000000.0,21000000.0,345000000.0,-1911000000.0,-1911000000.0,-161000000.0,-1750000000.0,-1750000000.0,0.0,,,,-69000000.0,-69000000.0,22000000.0,235000000.0,-213000000.0,0.0,0.0,-91000000.0,-91000000.0,2325000000.0,2325000000.0,482000000.0,471000000.0,316000000.0,244000000.0,72000000.0,55000000.0,17000000.0,17000000.0,39000000.0,-344000000.0,-344000000.0,2000000.0,388000000.0,-4000000.0,46000000.0,46000000.0,215000000.0,215000000.0,,20000000.0,20000000.0,1176000000.0,2022-11-30
1592000000.0,-1400000000.0,-500000000.0,69000000.0,-101000000.0,55000000.0,214000000.0,4072000000.0,4236000000.0,1000000.0,-165000000.0,-2014000000.0,-2014000000.0,-183000000.0,-1331000000.0,-1400000000.0,69000000.0,-500000000.0,-500000000.0,-500000000.0,156000000.0,156000000.0,257000000.0,287000000.0,-30000000.0,0.0,0.0,-101000000.0,-101000000.0,1693000000.0,1693000000.0,-152000000.0,63000000.0,-226000000.0,-323000000.0,97000000.0,-55000000.0,152000000.0,152000000.0,-258000000.0,269000000.0,269000000.0,-5000000.0,416000000.0,3000000.0,-49000000.0,-49000000.0,212000000.0,212000000.0,212000000.0,21000000.0,21000000.0,1247000000.0,2023-02-28
2018000000.0,-1000000000.0,0.0,1000000.0,-121000000.0,1000000.0,221000000.0,5456000000.0,4072000000.0,3000000.0,1381000000.0,-1080000000.0,-1080000000.0,-81000000.0,-999000000.0,-1000000000.0,1000000.0,0.0,0.0,0.0,322000000.0,322000000.0,443000000.0,447000000.0,-4000000.0,0.0,0.0,-121000000.0,-121000000.0,2139000000.0,2139000000.0,298000000.0,-96000000.0,582000000.0,287000000.0,295000000.0,26000000.0,269000000.0,269000000.0,-304000000.0,116000000.0,116000000.0,2000000.0,433000000.0,-5000000.0,-119000000.0,-119000000.0,220000000.0,220000000.0,220000000.0,15000000.0,15000000.0,1295000000.0,2023-05-31
1782000000.0,-1000000000.0,0.0,244000000.0,-91000000.0,47000000.0,155000000.0,6601000000.0,5456000000.0,-2000000.0,1147000000.0,-871000000.0,-871000000.0,-115000000.0,-756000000.0,-1000000000.0,244000000.0,0.0,0.0,0.0,145000000.0,145000000.0,236000000.0,236000000.0,0.0,0.0,0.0,-91000000.0,-91000000.0,1873000000.0,1873000000.0,-98000000.0,102000000.0,193000000.0,-117000000.0,310000000.0,-18000000.0,328000000.0,328000000.0,-225000000.0,-168000000.0,-168000000.0,,442000000.0,-5000000.0,-108000000.0,-108000000.0,218000000.0,218000000.0,218000000.0,18000000.0,18000000.0,1403000000.0,2023-08-31
1550000000.0,-1000000000.0,0.0,0.0,-47000000.0,3000000.0,1264000000.0,7141000000.0,6601000000.0,7000000.0,533000000.0,-1217000000.0,-1217000000.0,-217000000.0,-1000000000.0,-1000000000.0,0.0,0.0,0.0,0.0,153000000.0,153000000.0,200000000.0,219000000.0,-19000000.0,0.0,0.0,-47000000.0,-47000000.0,1597000000.0,1597000000.0,-403000000.0,467000000.0,-463000000.0,299000000.0,-762000000.0,-2000000.0,-760000000.0,-760000000.0,-31000000.0,-376000000.0,-376000000.0,,427000000.0,-3000000.0,-150000000.0,-150000000.0,222000000.0,222000000.0,,18000000.0,18000000.0,1483000000.0,2023-11-30
1137000000.0,-2000000000.0,0.0,97000000.0,-37000000.0,47000000.0,205000000.0,6254000000.0,7141000000.0,1000000.0,-888000000.0,-2128000000.0,-2128000000.0,-225000000.0,-1903000000.0,-2000000000.0,97000000.0,0.0,0.0,0.0,66000000.0,66000000.0,103000000.0,141000000.0,-38000000.0,,,-37000000.0,-37000000.0,1174000000.0,1174000000.0,1000000.0,160000000.0,-152000000.0,-332000000.0,180000000.0,-12000000.0,192000000.0,192000000.0,-173000000.0,166000000.0,166000000.0,1000000.0,451000000.0,-13000000.0,-116000000.0,-116000000.0,212000000.0,212000000.0,212000000.0,18000000.0,18000000.0,620000000.0,2024-02-29
