free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
389000000.0,-65000000.0,-973000000.0,850000000.0,-171000000.0,1216000000.0,1274000000.0,52000000.0,-110000000.0,-193000000.0,-193000000.0,-4000000.0,-1000000.0,-65000000.0,-65000000.0,-123000000.0,,,,-123000000.0,-973000000.0,850000000.0,-477000000.0,-477000000.0,4000000.0,-1000000.0,0.0,-1000000.0,-309000000.0,-309000000.0,-171000000.0,-171000000.0,560000000.0,560000000.0,-5000000.0,22000000.0,-333000000.0,,4000000.0,58000000.0,-63000000.0,-63000000.0,357000000.0,357000000.0,-18000000.0,0.0,-8000000.0,227000000.0,2022-12-31
253000000.0,-129000000.0,-139000000.0,475000000.0,-164000000.0,1494000000.0,1216000000.0,-4000000.0,282000000.0,87000000.0,87000000.0,-62000000.0,-58000000.0,-129000000.0,-129000000.0,336000000.0,375000000.0,-100000000.0,475000000.0,-39000000.0,-39000000.0,,-222000000.0,-222000000.0,7000000.0,-40000000.0,,-40000000.0,-25000000.0,-25000000.0,-164000000.0,-164000000.0,417000000.0,417000000.0,-175000000.0,-68000000.0,-107000000.0,-107000000.0,4000000.0,75000000.0,-27000000.0,-27000000.0,253000000.0,253000000.0,-2000000.0,2000000.0,-4000000.0,289000000.0,2023-03-31
242000000.0,-490000000.0,-1722000000.0,2334000000.0,-160000000.0,1382000000.0,1494000000.0,-13000000.0,-99000000.0,95000000.0,95000000.0,-27000000.0,0.0,-490000000.0,-490000000.0,612000000.0,-600000000.0,-1684000000.0,1084000000.0,1212000000.0,-38000000.0,,-596000000.0,-596000000.0,-4000000.0,0.0,,0.0,-432000000.0,-432000000.0,-160000000.0,-160000000.0,402000000.0,402000000.0,-156000000.0,-129000000.0,-27000000.0,,4000000.0,50000000.0,-43000000.0,-43000000.0,259000000.0,259000000.0,-9000000.0,-3000000.0,-6000000.0,297000000.0,2023-06-30
437000000.0,-144000000.0,-441000000.0,450000000.0,-146000000.0,1224000000.0,1382000000.0,-24000000.0,-134000000.0,-144000000.0,-144000000.0,-9000000.0,0.0,-144000000.0,-144000000.0,9000000.0,50000000.0,-400000000.0,450000000.0,-41000000.0,-41000000.0,0.0,-573000000.0,-573000000.0,1000000.0,0.0,,0.0,-428000000.0,-428000000.0,-146000000.0,-146000000.0,583000000.0,583000000.0,-22000000.0,85000000.0,-107000000.0,,5000000.0,47000000.0,-47000000.0,-47000000.0,297000000.0,297000000.0,0.0,-5000000.0,5000000.0,303000000.0,2023-09-30
568000000.0,-229000000.0,-3280000000.0,3125000000.0,-179000000.0,1376000000.0,1224000000.0,37000000.0,115000000.0,-420000000.0,-420000000.0,-33000000.0,-3000000.0,-229000000.0,-229000000.0,-155000000.0,-150000000.0,-525000000.0,375000000.0,-5000000.0,-2755000000.0,2750000000.0,-212000000.0,-212000000.0,1000000.0,-4000000.0,,-4000000.0,-30000000.0,-30000000.0,-179000000.0,-179000000.0,747000000.0,747000000.0,73000000.0,83000000.0,-147000000.0,,5000000.0,45000000.0,-152000000.0,-152000000.0,316000000.0,316000000.0,-9000000.0,6000000.0,-15000000.0,469000000.0,2023-12-31
