free_cash_flow,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
-7125000.0,-1305000.0,0.0,-1381000.0,780000.0,3021000.0,1000177000.0,651926000.0,-1634000.0,349885000.0,47000.0,47000.0,1352000.0,0.0,0.0,-1305000.0,-1305000.0,-1305000.0,355582000.0,355582000.0,356963000.0,675000000.0,-318037000.0,0.0,0.0,-1381000.0,-1381000.0,-5744000.0,-5744000.0,-27622000.0,10288000.0,-2140000.0,-171000.0,-18093000.0,-18568000.0,475000.0,475000.0,1274000.0,-18780000.0,-18780000.0,845000.0,99198000.0,0.0,-1122000.0,716000.0,716000.0,7492000.0,7492000.0,7492000.0,-410000.0,0.0,-410000.0,-84841000.0,2022-10-31
25160000.0,-1323000.0,0.0,-711000.0,2132000.0,3910000.0,456339000.0,1000177000.0,2026000.0,-545864000.0,13270000.0,13270000.0,14593000.0,0.0,0.0,-1323000.0,-1323000.0,-1323000.0,-585005000.0,-585005000.0,-584294000.0,350000000.0,-934294000.0,0.0,0.0,-711000.0,-711000.0,25871000.0,25871000.0,-12979000.0,42618000.0,-2581000.0,934000.0,3107000.0,2580000.0,527000.0,527000.0,-3867000.0,-53190000.0,-53190000.0,845000.0,102136000.0,,-8908000.0,-976000.0,-976000.0,7500000.0,7500000.0,7500000.0,4508000.0,,2814000.0,-64398000.0,2023-01-31
53107000.0,-1342000.0,,-623000.0,677000.0,3146000.0,722190000.0,456339000.0,709000.0,265142000.0,130000.0,130000.0,1472000.0,,,-1342000.0,-1342000.0,-1342000.0,211282000.0,211282000.0,211905000.0,280000000.0,-68095000.0,,,-623000.0,-623000.0,53730000.0,53730000.0,10797000.0,-44602000.0,-2075000.0,-46000.0,-12935000.0,-12631000.0,-304000.0,-304000.0,-2909000.0,73364000.0,73364000.0,847000.0,103955000.0,-2226000.0,-13230000.0,-188000.0,-188000.0,7592000.0,7592000.0,7592000.0,429000.0,,429000.0,-54246000.0,2023-04-30
-25937000.0,-1361000.0,,-635000.0,2098000.0,2508000.0,607856000.0,722190000.0,706000.0,-115040000.0,20457000.0,20457000.0,21818000.0,,,-1361000.0,-1361000.0,-1361000.0,-110195000.0,-110195000.0,-109560000.0,475000000.0,-584560000.0,,,-635000.0,-635000.0,-25302000.0,-25302000.0,-98618000.0,-51188000.0,-2294000.0,-92000.0,16038000.0,16090000.0,-52000.0,-52000.0,124000.0,-61206000.0,-61206000.0,847000.0,113312000.0,932000.0,-12279000.0,-189000.0,-189000.0,7420000.0,7420000.0,7420000.0,870000.0,,870000.0,-37597000.0,2023-07-31
36344000.0,-1380000.0,,-2078000.0,638000.0,2509000.0,478358000.0,607856000.0,-2513000.0,-126985000.0,-77000.0,-77000.0,1303000.0,,,-1380000.0,-1380000.0,-1380000.0,-165330000.0,-165330000.0,-148252000.0,435000000.0,-583252000.0,,,-2078000.0,-2078000.0,38422000.0,38422000.0,-44254000.0,-60094000.0,-5460000.0,-77000.0,18289000.0,16855000.0,1434000.0,1434000.0,3485000.0,-397000.0,-397000.0,849000.0,115829000.0,0.0,-10896000.0,-195000.0,-195000.0,8007000.0,8007000.0,8007000.0,-1621000.0,,-1621000.0,-29297000.0,2023-10-31
51889000.0,-1400000.0,,-2738000.0,2058000.0,3828000.0,803643000.0,478358000.0,665000.0,324620000.0,17731000.0,17731000.0,19131000.0,,,-1400000.0,-1400000.0,-1400000.0,252262000.0,252262000.0,255000000.0,255000000.0,0.0,0.0,0.0,-2738000.0,-2738000.0,54627000.0,54627000.0,-16901000.0,31643000.0,-2029000.0,4000.0,19789000.0,19188000.0,601000.0,601000.0,-12908000.0,-53400000.0,-53400000.0,850000.0,123811000.0,250000.0,-8151000.0,-1002000.0,-1002000.0,9106000.0,9106000.0,9106000.0,2124000.0,,2124000.0,-55460000.0,2024-01-31
