tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-451880000.0,0.22,17707000000.0,-2054000000.0,-2054000000.0,7895000000.0,1184000000.0,14037000000.0,15653000000.0,14469000000.0,389000000.0,0.0,389000000.0,9497120000.0,7895000000.0,18103000000.0,16583000000.0,3141000000.0,3131000000.0,2.51,2.52,7895000000.0,7895000000.0,7895000000.0,-2000000.0,7897000000.0,7897000000.0,6572000000.0,14469000000.0,-1659000000.0,395000000.0,-2054000000.0,389000000.0,,0.0,389000000.0,15738000000.0,4066000000.0,3788000000.0,278000000.0,19804000000.0,14037000000.0,33841000000.0,35209000000.0,2022-12-31
233420000.0,0.22,15309000000.0,1061000000.0,1061000000.0,4962000000.0,2200000000.0,13435000000.0,16370000000.0,14170000000.0,127000000.0,463000000.0,590000000.0,4134420000.0,4962000000.0,16737000000.0,12517000000.0,3124000000.0,3118000000.0,1.59,1.59,4962000000.0,4962000000.0,4962000000.0,-4000000.0,4966000000.0,4966000000.0,8741000000.0,13707000000.0,1104000000.0,43000000.0,1061000000.0,127000000.0,,463000000.0,590000000.0,12474000000.0,3302000000.0,2998000000.0,304000000.0,15776000000.0,13435000000.0,29211000000.0,28841000000.0,2023-03-31
27060000.0,0.22,9912000000.0,123000000.0,123000000.0,1824000000.0,2243000000.0,13110000000.0,10035000000.0,7792000000.0,200000000.0,418000000.0,618000000.0,1728060000.0,1824000000.0,15829000000.0,7051000000.0,3049000000.0,3042000000.0,0.6,0.6,1824000000.0,1824000000.0,1824000000.0,-6000000.0,1829000000.0,1829000000.0,5545000000.0,7374000000.0,134000000.0,11000000.0,123000000.0,200000000.0,,418000000.0,618000000.0,7041000000.0,2719000000.0,2503000000.0,216000000.0,9760000000.0,13110000000.0,22870000000.0,23295000000.0,2023-06-30
0.0,0.22,11247000000.0,,,2497000000.0,3369000000.0,15638000000.0,11247000000.0,7878000000.0,13000000.0,412000000.0,,2497000000.0,2497000000.0,18447000000.0,7453000000.0,2978000000.0,2971000000.0,0.84,0.84,2497000000.0,2497000000.0,2497000000.0,-4000000.0,2501000000.0,2501000000.0,4965000000.0,7466000000.0,-25000000.0,-25000000.0,,13000000.0,-425000000.0,412000000.0,,7477000000.0,2809000000.0,2514000000.0,295000000.0,10286000000.0,15638000000.0,25924000000.0,25650000000.0,2023-09-30
0.0,0.22,11989000000.0,,,2603000000.0,2822000000.0,16626000000.0,11989000000.0,9167000000.0,-416000000.0,-170000000.0,,2603000000.0,2603000000.0,20602000000.0,8748000000.0,2961000000.0,2954000000.0,0.88,0.88,2603000000.0,2603000000.0,2603000000.0,-5000000.0,2608000000.0,2608000000.0,6729000000.0,9337000000.0,1513000000.0,-31000000.0,,-416000000.0,,-170000000.0,,8241000000.0,3976000000.0,3572000000.0,404000000.0,12217000000.0,16626000000.0,28843000000.0,28346000000.0,2023-12-31
88800000.0,0.4,10618000000.0,222000000.0,222000000.0,2668000000.0,2426000000.0,14267000000.0,10840000000.0,8414000000.0,144000000.0,416000000.0,560000000.0,2534800000.0,2668000000.0,17490000000.0,7631000000.0,2942000000.0,2938000000.0,0.91,0.91,2668000000.0,2668000000.0,2668000000.0,-5000000.0,2672000000.0,2672000000.0,5325000000.0,7998000000.0,255000000.0,33000000.0,222000000.0,144000000.0,,416000000.0,560000000.0,7599000000.0,3223000000.0,2882000000.0,341000000.0,10822000000.0,14267000000.0,25089000000.0,24663000000.0,2024-03-31
