treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
635493754.0,830212606.0,1465706360.0,7991000000.0,9271000000.0,-4871000000.0,9167000000.0,1109000000.0,-4871000000.0,505000000.0,401000000.0,9142000000.0,806000000.0,405000000.0,401000000.0,-1000000.0,-4055000000.0,-4055000000.0,25128000000.0,24573000000.0,3546000000.0,1466000000.0,1466000000.0,14925000000.0,10921000000.0,271000000.0,1129000000.0,1129000000.0,0.0,383000000.0,383000000.0,9138000000.0,397000000.0,8741000000.0,4004000000.0,15000000.0,133000000.0,108000000.0,25000000.0,25000000.0,82000000.0,3774000000.0,1773000000.0,59000000.0,2001000000.0,450000000.0,317000000.0,1551000000.0,15731000000.0,10618000000.0,904000000.0,135000000.0,135000000.0,5272000000.0,1920000000.0,3352000000.0,4307000000.0,-5276000000.0,9583000000.0,1577000000.0,6001000000.0,1825000000.0,180000000.0,0.0,5113000000.0,760000000.0,2074000000.0,-148000000.0,1508000000.0,48000000.0,666000000.0,1504000000.0,1504000000.0,-70000000.0,1574000000.0,775000000.0,775000000.0,2022-12-31
636138161.0,829568199.0,1465706360.0,8040000000.0,8907000000.0,-5299000000.0,8901000000.0,1025000000.0,-5299000000.0,,-6000000.0,8864000000.0,425000000.0,431000000.0,-6000000.0,,-3983000000.0,-3983000000.0,25245000000.0,24153000000.0,3603000000.0,1466000000.0,1466000000.0,15748000000.0,11307000000.0,2016000000.0,,,,421000000.0,421000000.0,8870000000.0,,8870000000.0,4441000000.0,,37000000.0,,37000000.0,,,4404000000.0,2498000000.0,,1906000000.0,297000000.0,297000000.0,1609000000.0,16173000000.0,10707000000.0,872000000.0,179000000.0,179000000.0,5293000000.0,1918000000.0,3375000000.0,4363000000.0,-5452000000.0,9815000000.0,,,,,,5466000000.0,899000000.0,2110000000.0,-134000000.0,1536000000.0,55000000.0,653000000.0,1590000000.0,1590000000.0,-81000000.0,1671000000.0,867000000.0,867000000.0,2023-03-31
639014831.0,826691529.0,1465706360.0,8170000000.0,8989000000.0,-5338000000.0,8925000000.0,805000000.0,-5338000000.0,,-64000000.0,8890000000.0,315000000.0,379000000.0,-64000000.0,,-3935000000.0,-3935000000.0,25541000000.0,24258000000.0,3688000000.0,1466000000.0,1466000000.0,15912000000.0,11280000000.0,1963000000.0,,,,363000000.0,363000000.0,8954000000.0,,8954000000.0,4632000000.0,,35000000.0,,35000000.0,,,4597000000.0,2600000000.0,,1997000000.0,453000000.0,453000000.0,1544000000.0,16227000000.0,10790000000.0,899000000.0,186000000.0,186000000.0,5274000000.0,1901000000.0,3373000000.0,4431000000.0,-5557000000.0,9988000000.0,,,,,,5437000000.0,923000000.0,2039000000.0,-121000000.0,1481000000.0,47000000.0,632000000.0,1656000000.0,1656000000.0,-82000000.0,1738000000.0,819000000.0,819000000.0,2023-06-30
642334101.0,823372259.0,1465706360.0,7773000000.0,8724000000.0,-5197000000.0,8715000000.0,755000000.0,-5197000000.0,,-9000000.0,8681000000.0,406000000.0,415000000.0,-9000000.0,,-3974000000.0,-3974000000.0,25834000000.0,24571000000.0,3762000000.0,1466000000.0,1466000000.0,15637000000.0,11035000000.0,1915000000.0,,,,430000000.0,430000000.0,8690000000.0,,8690000000.0,4602000000.0,,34000000.0,,34000000.0,,,4568000000.0,2732000000.0,,1836000000.0,354000000.0,354000000.0,1482000000.0,16043000000.0,10686000000.0,887000000.0,202000000.0,202000000.0,5188000000.0,1861000000.0,3327000000.0,4409000000.0,-5570000000.0,9979000000.0,,,,,,5357000000.0,898000000.0,1931000000.0,-103000000.0,1414000000.0,52000000.0,568000000.0,1577000000.0,1577000000.0,-83000000.0,1660000000.0,951000000.0,951000000.0,2023-09-30
644293591.0,821412769.0,1465706360.0,7583000000.0,9064000000.0,-4688000000.0,9158000000.0,538000000.0,-4688000000.0,515000000.0,609000000.0,8828000000.0,957000000.0,348000000.0,609000000.0,,-3937000000.0,-3937000000.0,26017000000.0,25289000000.0,3808000000.0,1466000000.0,1466000000.0,15436000000.0,10695000000.0,305000000.0,1390000000.0,1390000000.0,,361000000.0,361000000.0,8639000000.0,420000000.0,8219000000.0,4741000000.0,26000000.0,425000000.0,95000000.0,330000000.0,330000000.0,96000000.0,4194000000.0,1993000000.0,78000000.0,2201000000.0,503000000.0,336000000.0,1698000000.0,16393000000.0,11114000000.0,1021000000.0,214000000.0,214000000.0,5297000000.0,1887000000.0,3410000000.0,4582000000.0,-5704000000.0,10286000000.0,1647000000.0,6365000000.0,2047000000.0,227000000.0,0.0,5279000000.0,793000000.0,1934000000.0,-129000000.0,1411000000.0,46000000.0,606000000.0,1586000000.0,1586000000.0,-80000000.0,1666000000.0,966000000.0,966000000.0,2023-12-31
645265246.0,820441114.0,1465706360.0,7610000000.0,8689000000.0,-4948000000.0,8919000000.0,326000000.0,-4948000000.0,,230000000.0,8381000000.0,617000000.0,387000000.0,230000000.0,,-4019000000.0,-4019000000.0,26343000000.0,25164000000.0,3962000000.0,1466000000.0,1466000000.0,15954000000.0,10640000000.0,2097000000.0,,,,392000000.0,392000000.0,8151000000.0,,8151000000.0,5314000000.0,,538000000.0,,538000000.0,,,4776000000.0,2720000000.0,,2056000000.0,410000000.0,410000000.0,1646000000.0,16571000000.0,10931000000.0,1034000000.0,222000000.0,222000000.0,5178000000.0,1837000000.0,3341000000.0,4497000000.0,-5764000000.0,10261000000.0,,,,,,5640000000.0,834000000.0,1914000000.0,-144000000.0,1396000000.0,43000000.0,619000000.0,1813000000.0,1813000000.0,-85000000.0,1898000000.0,1079000000.0,1079000000.0,2024-03-31
