free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
452000000.0,-413000000.0,-404000000.0,0.0,-221000000.0,,255000000.0,775000000.0,938000000.0,3000000.0,-166000000.0,-666000000.0,-666000000.0,20000000.0,20000000.0,-485000000.0,-485000000.0,-413000000.0,-413000000.0,192000000.0,596000000.0,-404000000.0,-404000000.0,0.0,-173000000.0,-173000000.0,4000000.0,36000000.0,267000000.0,-231000000.0,8000000.0,8000000.0,0.0,0.0,-221000000.0,673000000.0,673000000.0,-97000000.0,-6000000.0,-124000000.0,89000000.0,-56000000.0,-2000000.0,20000000.0,-65000000.0,-65000000.0,135000000.0,135000000.0,-82000000.0,0.0,43000000.0,2022-12-31
572000000.0,-180000000.0,-500000000.0,1495000000.0,-163000000.0,,171000000.0,867000000.0,775000000.0,-4000000.0,96000000.0,-375000000.0,-375000000.0,5000000.0,122000000.0,-390000000.0,-390000000.0,-180000000.0,-180000000.0,68000000.0,-927000000.0,995000000.0,-500000000.0,1495000000.0,-264000000.0,-264000000.0,-3000000.0,-98000000.0,14000000.0,-112000000.0,,,,,-163000000.0,735000000.0,735000000.0,-61000000.0,22000000.0,-2000000.0,-24000000.0,-57000000.0,260000000.0,14000000.0,-20000000.0,-20000000.0,128000000.0,128000000.0,,,414000000.0,2023-03-31
538000000.0,-371000000.0,-403000000.0,2000000.0,-184000000.0,,279000000.0,819000000.0,867000000.0,-16000000.0,-32000000.0,-580000000.0,-580000000.0,0.0,137000000.0,-457000000.0,-457000000.0,-371000000.0,-371000000.0,111000000.0,512000000.0,-401000000.0,-403000000.0,2000000.0,-174000000.0,-174000000.0,-9000000.0,19000000.0,132000000.0,-113000000.0,,,,,-184000000.0,722000000.0,722000000.0,157000000.0,-21000000.0,155000000.0,78000000.0,-55000000.0,-1000000.0,23000000.0,-136000000.0,-136000000.0,145000000.0,145000000.0,,,534000000.0,2023-06-30
991000000.0,-332000000.0,0.0,0.0,-161000000.0,114000000.0,276000000.0,951000000.0,819000000.0,-13000000.0,145000000.0,-846000000.0,-846000000.0,-35000000.0,66000000.0,-396000000.0,-396000000.0,-332000000.0,-332000000.0,-149000000.0,-149000000.0,0.0,0.0,0.0,-161000000.0,-161000000.0,-19000000.0,19000000.0,118000000.0,-99000000.0,0.0,0.0,,,-161000000.0,1152000000.0,1152000000.0,163000000.0,2000000.0,15000000.0,96000000.0,50000000.0,-9000000.0,60000000.0,47000000.0,47000000.0,144000000.0,144000000.0,,,747000000.0,2023-09-30
939000000.0,-245000000.0,0.0,-2000000.0,-197000000.0,37000000.0,211000000.0,966000000.0,951000000.0,14000000.0,1000000.0,-992000000.0,-992000000.0,48000000.0,55000000.0,-506000000.0,-506000000.0,-245000000.0,-245000000.0,-344000000.0,-342000000.0,-2000000.0,0.0,-2000000.0,-143000000.0,-143000000.0,-2000000.0,56000000.0,238000000.0,-182000000.0,0.0,0.0,0.0,0.0,-197000000.0,1136000000.0,1136000000.0,196000000.0,-14000000.0,141000000.0,44000000.0,25000000.0,-6000000.0,25000000.0,11000000.0,11000000.0,150000000.0,150000000.0,,0.0,760000000.0,2023-12-31
555000000.0,-509000000.0,-500000000.0,1000000.0,-126000000.0,123000000.0,150000000.0,1079000000.0,966000000.0,-14000000.0,127000000.0,-361000000.0,-361000000.0,-23000000.0,336000000.0,-394000000.0,-394000000.0,-509000000.0,-509000000.0,229000000.0,728000000.0,-499000000.0,-500000000.0,1000000.0,-193000000.0,-193000000.0,-6000000.0,-61000000.0,78000000.0,-139000000.0,,,,,-126000000.0,681000000.0,681000000.0,-259000000.0,-26000000.0,8000000.0,11000000.0,-252000000.0,30000000.0,19000000.0,12000000.0,12000000.0,150000000.0,150000000.0,,,729000000.0,2024-03-31
