tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,271000000.0,5000000.0,135000000.0,2055000000.0,271000000.0,136000000.0,-55000000.0,5000000.0,5000000.0,3768000000.0,202000000.0,834400000.0,832600000.0,0.01,0.01,5000000.0,5000000.0,5000000.0,-38000000.0,43000000.0,43000000.0,89000000.0,132000000.0,-674000000.0,-15000000.0,-55000000.0,,861000000.0,1713000000.0,14000000.0,1633000000.0,2574000000.0,2055000000.0,4629000000.0,4629000000.0,2022-12-31
0.0,0.262,1037000000.0,372000000.0,128000000.0,2058000000.0,1037000000.0,909000000.0,-54000000.0,372000000.0,372000000.0,3861000000.0,909000000.0,833000000.0,831400000.0,0.45,0.45,372000000.0,372000000.0,372000000.0,-42000000.0,414000000.0,414000000.0,147000000.0,561000000.0,-294000000.0,-294000000.0,-54000000.0,54000000.0,909000000.0,1803000000.0,45000000.0,1758000000.0,2712000000.0,2058000000.0,4770000000.0,4770000000.0,2023-03-31
0.0,0.398,1119000000.0,502000000.0,145000000.0,2035000000.0,1119000000.0,974000000.0,-58000000.0,502000000.0,502000000.0,3848000000.0,974000000.0,831300000.0,829400000.0,0.6,0.61,502000000.0,502000000.0,502000000.0,-32000000.0,534000000.0,534000000.0,353000000.0,887000000.0,-29000000.0,-29000000.0,-58000000.0,58000000.0,974000000.0,1813000000.0,45000000.0,1768000000.0,2787000000.0,2035000000.0,4822000000.0,4822000000.0,2023-06-30
0.0,0.219,1173000000.0,708000000.0,144000000.0,2038000000.0,1173000000.0,1029000000.0,-58000000.0,708000000.0,708000000.0,3886000000.0,1029000000.0,827300000.0,825600000.0,0.86,0.86,708000000.0,708000000.0,708000000.0,-39000000.0,747000000.0,747000000.0,209000000.0,956000000.0,-15000000.0,-15000000.0,-58000000.0,58000000.0,1029000000.0,1848000000.0,26000000.0,1822000000.0,2877000000.0,2038000000.0,4915000000.0,4915000000.0,2023-09-30
0.0,0.230769,917000000.0,718000000.0,150000000.0,2000000000.0,917000000.0,767000000.0,-62000000.0,718000000.0,718000000.0,3777000000.0,1072000000.0,825100000.0,823400000.0,0.87,0.87,718000000.0,718000000.0,718000000.0,-42000000.0,760000000.0,760000000.0,228000000.0,988000000.0,-123000000.0,-104000000.0,-62000000.0,,1173000000.0,1777000000.0,,1803000000.0,2950000000.0,2000000000.0,4950000000.0,4950000000.0,2023-12-31
0.0,0.246,1197000000.0,683000000.0,150000000.0,2026000000.0,1197000000.0,1047000000.0,-58000000.0,683000000.0,683000000.0,4018000000.0,1047000000.0,825900000.0,822800000.0,0.83,0.83,683000000.0,683000000.0,683000000.0,-46000000.0,729000000.0,729000000.0,238000000.0,967000000.0,-22000000.0,-22000000.0,-58000000.0,58000000.0,1047000000.0,1992000000.0,76000000.0,1916000000.0,3039000000.0,2026000000.0,5065000000.0,5065000000.0,2024-03-31
