tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1304649213.110874,0.339664,24930000000.0,-3841000000.0,-3841000000.0,10803000000.0,3396000000.0,45213000000.0,21089000000.0,17693000000.0,-210000000.0,791000000.0,-65000000.0,13339350786.889126,10803000000.0,48622000000.0,3084903500.0,3029803500.0,3.5016,3.5658,10803000000.0,10803000000.0,0.0,0.0,10803000000.0,-358000000.0,11161000000.0,11161000000.0,5741000000.0,16902000000.0,-3841000000.0,12008000000.0,-8167000000.0,-210000000.0,-646000000.0,791000000.0,-65000000.0,20635000000.0,3409000000.0,-245000000.0,3654000000.0,3654000000.0,24044000000.0,45213000000.0,69257000000.0,69257000000.0,2022-12-31
18850000.0,0.29,16475000000.0,65000000.0,65000000.0,8218000000.0,3850000000.0,40378000000.0,16540000000.0,12690000000.0,-537000000.0,843000000.0,248000000.0,8171850000.0,8218000000.0,44231000000.0,3039753667.0,2981909167.0,2.7036,2.7558,8218000000.0,8218000000.0,0.0,,8218000000.0,-204000000.0,8422000000.0,8422000000.0,3425000000.0,11847000000.0,65000000.0,-153000000.0,88000000.0,-537000000.0,-58000000.0,843000000.0,248000000.0,11951000000.0,3853000000.0,106000000.0,3747000000.0,3747000000.0,15804000000.0,40378000000.0,56182000000.0,56182000000.0,2023-03-31
-246430000.0,0.19,9875000000.0,-1297000000.0,-1297000000.0,1792000000.0,4164000000.0,39730000000.0,8578000000.0,4414000000.0,-481000000.0,920000000.0,378000000.0,2842570000.0,1792000000.0,43857000000.0,2983497333.0,2920629667.0,0.6006,0.6132,1791000000.0,1791000000.0,0.0,1000000.0,1792000000.0,-161000000.0,1953000000.0,1953000000.0,1541000000.0,3494000000.0,-1297000000.0,28000000.0,1269000000.0,-481000000.0,-61000000.0,920000000.0,378000000.0,4681000000.0,4127000000.0,293000000.0,3834000000.0,3834000000.0,8808000000.0,39730000000.0,48538000000.0,48538000000.0,2023-06-30
-86180000.0,0.31,12845000000.0,-278000000.0,-278000000.0,4858000000.0,4219000000.0,40632000000.0,12567000000.0,8348000000.0,-568000000.0,1039000000.0,410000000.0,5049820000.0,4858000000.0,45187000000.0,2934933500.0,2867414667.0,1.6554,1.6944,4858000000.0,4858000000.0,0.0,0.0,4858000000.0,-211000000.0,5069000000.0,5069000000.0,2240000000.0,7309000000.0,-278000000.0,-264000000.0,542000000.0,-568000000.0,-61000000.0,1039000000.0,410000000.0,8082000000.0,4555000000.0,97000000.0,4458000000.0,4458000000.0,12637000000.0,40632000000.0,53269000000.0,53269000000.0,2023-09-30
-897560000.0,0.19,10591000000.0,-4724000000.0,-4724000000.0,371000000.0,3695000000.0,41318000000.0,5867000000.0,2172000000.0,-378000000.0,1073000000.0,213000000.0,4197440000.0,371000000.0,45806000000.0,2878262333.0,2805725667.0,0.129,0.132,371000000.0,371000000.0,0.0,0.0,371000000.0,-65000000.0,436000000.0,436000000.0,663000000.0,1099000000.0,-4724000000.0,176000000.0,4548000000.0,-378000000.0,-482000000.0,1073000000.0,213000000.0,6335000000.0,4488000000.0,-245000000.0,4733000000.0,4733000000.0,10823000000.0,41318000000.0,52141000000.0,52141000000.0,2023-12-31
