free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,taxes_refund_paid,change_in_working_capital,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,depreciation_and_amortization,depreciation,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
9875000000.0,-2197000000.0,10000000.0,-3696000000.0,29195000000.0,29304000000.0,177000000.0,-286000000.0,-7109000000.0,-171000000.0,-1088000000.0,-3240000000.0,-1997000000.0,190000000.0,-2187000000.0,-2197000000.0,10000000.0,-6748000000.0,-3086000000.0,587000000.0,-3673000000.0,27000000.0,27000000.0,-3696000000.0,13571000000.0,-3582000000.0,-6847000000.0,2006000000.0,166000000.0,-1013000000.0,3396000000.0,3396000000.0,-129000000.0,16902000000.0,2022-12-31
4493000000.0,-799000000.0,2395000000.0,-3129000000.0,30433000000.0,29195000000.0,-14000000.0,1252000000.0,-3551000000.0,-364000000.0,-1183000000.0,-2448000000.0,1067000000.0,-529000000.0,1596000000.0,-799000000.0,2395000000.0,-2819000000.0,289000000.0,837000000.0,-548000000.0,15000000.0,15000000.0,-3129000000.0,7622000000.0,-3155000000.0,-3755000000.0,63000000.0,-22000000.0,-1099000000.0,3850000000.0,3850000000.0,,11847000000.0,2023-03-31
2840000000.0,-2828000000.0,3643000000.0,-3453000000.0,28914000000.0,30433000000.0,0.0,-1519000000.0,-3607000000.0,-161000000.0,-1153000000.0,-2073000000.0,467000000.0,-348000000.0,815000000.0,-2828000000.0,3643000000.0,-4205000000.0,-801000000.0,60000000.0,-861000000.0,28000000.0,28000000.0,-3453000000.0,6293000000.0,-1966000000.0,-742000000.0,102000000.0,243000000.0,-221000000.0,4164000000.0,4164000000.0,,3494000000.0,2023-06-30
5291000000.0,-264000000.0,8000000.0,-3456000000.0,29926000000.0,28914000000.0,-104000000.0,1116000000.0,-4178000000.0,299000000.0,-1249000000.0,-2047000000.0,-327000000.0,-71000000.0,-256000000.0,-264000000.0,8000000.0,-3453000000.0,-68000000.0,79000000.0,-147000000.0,59000000.0,59000000.0,-3456000000.0,8747000000.0,-2749000000.0,-783000000.0,136000000.0,298000000.0,-342000000.0,4219000000.0,4219000000.0,,7309000000.0,2023-09-30
5130000000.0,-11000000.0,1522000000.0,-4247000000.0,33030000000.0,29926000000.0,145000000.0,2959000000.0,-2023000000.0,-248000000.0,-1224000000.0,-1350000000.0,1598000000.0,87000000.0,1511000000.0,-11000000.0,1522000000.0,-4395000000.0,-195000000.0,269000000.0,-464000000.0,31000000.0,31000000.0,-4247000000.0,9377000000.0,-2303000000.0,1942000000.0,2309000000.0,97000000.0,,3695000000.0,3695000000.0,,1099000000.0,2023-12-31
