treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,derivative_product_liabilities,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,current_provisions,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_taxes_assets,financial_assets,other_investments,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,raw_materials,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
940571000.0,12706000.0,18157212000.0,19097783000.0,23615000000.0,55493000000.0,49585000000.0,114476000000.0,8670000000.0,49606000000.0,8549000000.0,67532000000.0,21000000.0,111299000000.0,82990000000.0,15437000000.0,67553000000.0,12153000000.0,34732000000.0,15872000000.0,4795000000.0,4774000000.0,21000000.0,205130000000.0,106112000000.0,13537000000.0,5244000000.0,1233000000.0,10387000000.0,10526000000.0,50193000000.0,6447000000.0,43746000000.0,14992000000.0,99018000000.0,5300000000.0,2102000000.0,3198000000.0,6332000000.0,68049000000.0,14413000000.0,6426000000.0,47210000000.0,288120000000.0,180432000000.0,9269000000.0,576000000.0,3908000000.0,12841000000.0,108000000.0,2562000000.0,1040000000.0,1522000000.0,20601000000.0,12400000000.0,8201000000.0,17947000000.0,5987000000.0,11960000000.0,110257000000.0,-153091000000.0,263348000000.0,53224000000.0,2107000000.0,3513000000.0,204504000000.0,107688000000.0,11554000000.0,1242000000.0,5866000000.0,2092000000.0,28081000000.0,436000000.0,26357000000.0,1288000000.0,5059000000.0,1658000000.0,28229000000.0,23907000000.0,578000000.0,23329000000.0,2022-12-31
,,17760781586.0,17760781586.0,18162000000.0,57200000000.0,49477000000.0,120370000000.0,14671000000.0,49477000000.0,8605000000.0,71775000000.0,,117871000000.0,87181000000.0,15406000000.0,71775000000.0,,,,,,,191480000000.0,106893000000.0,11412000000.0,5352000000.0,1307000000.0,10181000000.0,10886000000.0,52541000000.0,6445000000.0,46096000000.0,15214000000.0,84587000000.0,4659000000.0,2160000000.0,2499000000.0,5102000000.0,61437000000.0,,3583000000.0,57854000000.0,278661000000.0,179403000000.0,9531000000.0,698000000.0,3401000000.0,11575000000.0,2656000000.0,,,,21131000000.0,13030000000.0,8101000000.0,22298000000.0,10295000000.0,12003000000.0,105744000000.0,,,,,,,99258000000.0,12247000000.0,0.0,,1791000000.0,23905000000.0,,,,369000000.0,637000000.0,29426000000.0,30883000000.0,450000000.0,30433000000.0,2023-03-31
936028077.0,,17446784783.0,18382812860.0,20824000000.0,60699000000.0,47686000000.0,120077000000.0,13849000000.0,47686000000.0,10961000000.0,70339000000.0,,117739000000.0,85603000000.0,15264000000.0,70339000000.0,,,,,,,190464000000.0,108999000000.0,11071000000.0,5285000000.0,1245000000.0,9282000000.0,10648000000.0,55896000000.0,8496000000.0,47400000000.0,15572000000.0,81465000000.0,4803000000.0,2465000000.0,2338000000.0,4574000000.0,59733000000.0,,3550000000.0,56183000000.0,276067000000.0,180753000000.0,8860000000.0,685000000.0,3747000000.0,10655000000.0,2328000000.0,,,,21022000000.0,13081000000.0,7941000000.0,22653000000.0,10447000000.0,12206000000.0,108126000000.0,,,,,,,95314000000.0,12042000000.0,0.0,,1673000000.0,23349000000.0,,,,304000000.0,660000000.0,27701000000.0,29585000000.0,671000000.0,28914000000.0,2023-06-30
932744378.0,,17119221814.0,18051966192.0,18884000000.0,59689000000.0,50138000000.0,121228000000.0,17812000000.0,50138000000.0,10879000000.0,72418000000.0,,118356000000.0,87676000000.0,15258000000.0,72418000000.0,,,,,,,192560000000.0,106965000000.0,11409000000.0,4747000000.0,1273000000.0,9465000000.0,10293000000.0,54281000000.0,8343000000.0,45938000000.0,15497000000.0,85595000000.0,5408000000.0,2536000000.0,2872000000.0,4193000000.0,63494000000.0,,3054000000.0,60440000000.0,280236000000.0,176829000000.0,8173000000.0,600000000.0,3470000000.0,9495000000.0,2337000000.0,,,,20589000000.0,12635000000.0,7954000000.0,22280000000.0,9997000000.0,12283000000.0,107163000000.0,,,,,,,103407000000.0,12950000000.0,0.0,,1333000000.0,25671000000.0,,,,363000000.0,674000000.0,31558000000.0,30858000000.0,932000000.0,29926000000.0,2023-09-30
731517772.0,12706000.0,17169282713.0,17900800485.0,24206000000.0,63075000000.0,52127000000.0,122216000000.0,18068000000.0,52148000000.0,11121000000.0,70262000000.0,21000000.0,118953000000.0,85493000000.0,15210000000.0,70283000000.0,11323000000.0,35339000000.0,16311000000.0,4496000000.0,4475000000.0,21000000.0,194801000000.0,108723000000.0,10402000000.0,5456000000.0,1310000000.0,10076000000.0,9617000000.0,57141000000.0,8471000000.0,48670000000.0,14721000000.0,86078000000.0,5934000000.0,2650000000.0,3284000000.0,4418000000.0,63887000000.0,16485000000.0,4996000000.0,42406000000.0,280294000000.0,176148000000.0,7948000000.0,623000000.0,4268000000.0,9980000000.0,73000000.0,2116000000.0,1177000000.0,939000000.0,20249000000.0,12435000000.0,7814000000.0,18135000000.0,5663000000.0,12472000000.0,109047000000.0,-169590000000.0,278637000000.0,56015000000.0,2235000000.0,3924000000.0,216463000000.0,104146000000.0,12583000000.0,151000000.0,5282000000.0,2520000000.0,22819000000.0,464000000.0,20900000000.0,1455000000.0,5160000000.0,1865000000.0,25175000000.0,28591000000.0,843000000.0,27748000000.0,2023-12-31
