free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,net_business_purchase_and_sale,purchase_of_business
263662000.0,-47056000.0,-57317000.0,-81992000.0,2218000.0,-38527000.0,522856000.0,350977000.0,24562000.0,147317000.0,-116345000.0,-116345000.0,0.0,-28790000.0,-44838000.0,-47056000.0,2218000.0,-42717000.0,,,-139309000.0,-57317000.0,-81992000.0,-38527000.0,-38527000.0,0.0,-38527000.0,-38527000.0,302189000.0,302189000.0,24674000.0,249949000.0,155045000.0,155045000.0,155045000.0,717232000.0,-1097552000.0,-1225327000.0,-2612000.0,31358000.0,8471000.0,106722000.0,106722000.0,221231000.0,2022-11-30,,
-140073000.0,-121481000.0,-21166000.0,303349000.0,2057000.0,-37278000.0,539285000.0,522856000.0,23884000.0,-7455000.0,129547000.0,129547000.0,,-33212000.0,-119424000.0,-121481000.0,2057000.0,282183000.0,303349000.0,303349000.0,-21166000.0,-21166000.0,,-34207000.0,-34207000.0,3071000.0,-37278000.0,-37278000.0,-102795000.0,-102795000.0,-407312000.0,-47680000.0,-1140046000.0,-1140046000.0,-1140046000.0,740959000.0,39455000.0,187536000.0,2326000.0,24595000.0,5898000.0,104678000.0,104678000.0,167020000.0,2023-02-28,,
677214000.0,-61075000.0,-12275000.0,-273925000.0,3277000.0,-30331000.0,852079000.0,539285000.0,12214000.0,300580000.0,-376634000.0,-376634000.0,,-33011000.0,-57798000.0,-61075000.0,3277000.0,-286200000.0,-273925000.0,-273925000.0,-12275000.0,-12275000.0,,-30331000.0,-30331000.0,0.0,-30331000.0,-30331000.0,707545000.0,707545000.0,437785000.0,-249088000.0,-923209000.0,-923209000.0,-923209000.0,598450000.0,1011632000.0,1016931000.0,-581000.0,18687000.0,13613000.0,104954000.0,104954000.0,133087000.0,2023-05-31,,
552147000.0,-103797000.0,-19305000.0,22413000.0,2294000.0,-39808000.0,1250872000.0,852079000.0,13991000.0,384802000.0,-158534000.0,-158534000.0,0.0,-32682000.0,-101503000.0,-103797000.0,2294000.0,-24349000.0,-56881000.0,,32532000.0,-19305000.0,,-48619000.0,-48619000.0,-8811000.0,-39808000.0,-39808000.0,591955000.0,591955000.0,323389000.0,-13267000.0,286124000.0,286124000.0,286124000.0,364985000.0,-314453000.0,-479766000.0,-7250000.0,20442000.0,10827000.0,105285000.0,105285000.0,139262000.0,2023-08-31,,
168078000.0,-353232000.0,-24233000.0,0.0,1218000.0,-42590000.0,1033776000.0,1250872000.0,-4251000.0,-212845000.0,-380259000.0,-380259000.0,0.0,-31469000.0,-352014000.0,-353232000.0,1218000.0,3224000.0,,,-24233000.0,-24233000.0,0.0,-43254000.0,-43254000.0,-664000.0,-42590000.0,-42590000.0,210668000.0,210668000.0,-27111000.0,360007000.0,805384000.0,805384000.0,805384000.0,327808000.0,-1520310000.0,-1381331000.0,2748000.0,21259000.0,14404000.0,103398000.0,103398000.0,187542000.0,2023-11-30,,
343621000.0,-204023000.0,-18204000.0,,2727000.0,-41088000.0,1030946000.0,1033776000.0,-8422000.0,5592000.0,-311207000.0,-311207000.0,,-35652000.0,-201296000.0,-204023000.0,2727000.0,-74259000.0,-56055000.0,,-18204000.0,-18204000.0,,-67910000.0,-67910000.0,1621000.0,-41088000.0,-41088000.0,384709000.0,384709000.0,82108000.0,-422687000.0,-926836000.0,-926836000.0,-926836000.0,42176000.0,1389455000.0,1343075000.0,1170000.0,17490000.0,11194000.0,100619000.0,100619000.0,172128000.0,2024-02-29,-28443000.0,-28443000.0
