treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
4049000.0,94647000.0,98696000.0,3581189000.0,4103793000.0,-201221000.0,12129299000.0,4072144000.0,-201221000.0,8025506000.0,11861171000.0,8025506000.0,8025506000.0,-719710000.0,-719710000.0,337217000.0,1708234000.0,7374100000.0,99000.0,99000.0,0.0,21708492000.0,5279771000.0,501856000.0,942250000.0,942250000.0,3835665000.0,3835665000.0,16428721000.0,268128000.0,268128000.0,75000000.0,193128000.0,16160593000.0,2171613000.0,13988980000.0,13988980000.0,29733998000.0,9233133000.0,585342000.0,8226727000.0,4422877000.0,3803850000.0,421064000.0,-306673000.0,727737000.0,6859000.0,473708000.0,219859000.0,27311000.0,0.0,20500865000.0,671507000.0,,9066620000.0,10240134000.0,819135000.0,9420999000.0,-129742000.0,9550741000.0,522604000.0,522604000.0,2022-11-30
5287000.0,93614000.0,98901000.0,3849438000.0,4388723000.0,-74276000.0,12537309000.0,4174620000.0,-74276000.0,8148586000.0,11964538000.0,8148586000.0,8148586000.0,-635609000.0,-635609000.0,458698000.0,1842042000.0,7400752000.0,99000.0,99000.0,0.0,21086580000.0,5295964000.0,528842000.0,951170000.0,951170000.0,3815952000.0,3815952000.0,15790616000.0,572771000.0,572771000.0,185000000.0,387771000.0,15217845000.0,2220164000.0,12997681000.0,12997681000.0,29235166000.0,9269930000.0,617186000.0,8222862000.0,4390100000.0,3832762000.0,429882000.0,,,,,,,,19965236000.0,721338000.0,,8372834000.0,10331779000.0,974720000.0,9357059000.0,-136258000.0,9493317000.0,539285000.0,539285000.0,2023-02-28
5963000.0,93028000.0,98991000.0,3253033000.0,4105112000.0,62500000.0,12373882000.0,4308207000.0,62500000.0,8268770000.0,12074144000.0,8268770000.0,8268770000.0,-575006000.0,-575006000.0,521157000.0,1942118000.0,7422716000.0,99000.0,99000.0,0.0,19710178000.0,5297192000.0,538860000.0,952958000.0,952958000.0,3805374000.0,3805374000.0,14412986000.0,299738000.0,299738000.0,75000000.0,224738000.0,14113248000.0,1978332000.0,12134916000.0,12134916000.0,27978948000.0,9257755000.0,623870000.0,8206270000.0,4348847000.0,3857423000.0,427615000.0,,,,,,,,18721193000.0,711563000.0,,7797497000.0,9360054000.0,983633000.0,8376421000.0,-135516000.0,8511937000.0,852079000.0,852079000.0,2023-05-31
6978000.0,92034000.0,99012000.0,2828310000.0,4079182000.0,170495000.0,12446930000.0,3636478000.0,170495000.0,8367748000.0,11507217000.0,8367748000.0,8367748000.0,-500538000.0,-500538000.0,622160000.0,2048698000.0,7441649000.0,99000.0,99000.0,0.0,20136846000.0,4604824000.0,505202000.0,960153000.0,960153000.0,3139469000.0,3139469000.0,15532022000.0,939713000.0,939713000.0,774850000.0,164863000.0,14592309000.0,2107129000.0,12485180000.0,12485180000.0,28504594000.0,9336094000.0,701824000.0,8197253000.0,4313828000.0,3883425000.0,437017000.0,,,,,,,,19168500000.0,741052000.0,0.0,7462162000.0,9714414000.0,822284000.0,8892130000.0,-146398000.0,9038528000.0,1250872000.0,1250872000.0,2023-08-31
10343000.0,88669000.0,99012000.0,3049002000.0,4082778000.0,34698000.0,12265960000.0,3345674000.0,34698000.0,8183182000.0,11282375000.0,8183182000.0,8183182000.0,-507248000.0,-507248000.0,949714000.0,2204771000.0,7435274000.0,99000.0,99000.0,0.0,21229632000.0,4490870000.0,498656000.0,893021000.0,893021000.0,3099193000.0,3099193000.0,16738762000.0,983585000.0,983585000.0,774891000.0,208694000.0,15755177000.0,2407896000.0,13347281000.0,13347281000.0,29412814000.0,9328378000.0,729870000.0,8148484000.0,4244314000.0,3904170000.0,450024000.0,-409466000.0,859490000.0,17681000.0,577459000.0,236479000.0,27871000.0,0.0,20084436000.0,642238000.0,,7146274000.0,11262148000.0,964334000.0,10297814000.0,-150753000.0,10448567000.0,1033776000.0,1033776000.0,2023-11-30
12171000.0,87649786.0,99820786.0,2978160000.0,4009106000.0,37506000.0,12111281000.0,3325774000.0,37506000.0,8102175000.0,11184542000.0,8102175000.0,8102175000.0,-539072000.0,-539072000.0,1138919000.0,2341247000.0,7438820000.0,99000.0,99000.0,0.0,19697854000.0,4442922000.0,493031000.0,867524000.0,867524000.0,3082367000.0,3082367000.0,15254932000.0,926739000.0,926739000.0,926739000.0,,14328193000.0,1955444000.0,12372749000.0,12372749000.0,27800029000.0,9219323000.0,695561000.0,8064669000.0,4162437000.0,3902232000.0,459093000.0,,,,,,,,18580706000.0,640901000.0,,7091146000.0,9817713000.0,914910000.0,8902803000.0,-156290000.0,9059093000.0,1030946000.0,1030946000.0,2024-02-29
