ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_equity_adjustments,total_tax_payable
222746719.0,222746719.0,41457000.0,4085307000.0,4370119000.0,2935773000.0,4085307000.0,41457000.0,4370119000.0,4370119000.0,4370119000.0,4370119000.0,15069000.0,-437214000.0,4792041000.0,223000.0,223000.0,0.0,1470865000.0,313788000.0,283705000.0,30083000.0,30083000.0,1157077000.0,108585000.0,11374000.0,11374000.0,138761000.0,192133000.0,706224000.0,428678000.0,277546000.0,277546000.0,5840984000.0,1748134000.0,106097000.0,457941000.0,457941000.0,133676000.0,284812000.0,129219000.0,155593000.0,765608000.0,-212814000.0,978422000.0,47224000.0,241750000.0,114849000.0,564170000.0,10429000.0,0.0,4092850000.0,167011000.0,41995000.0,644879000.0,644879000.0,3238965000.0,287543000.0,2951422000.0,2022-12-31,,,
223061787.0,223061787.0,40236000.0,4166317000.0,4462568000.0,2965522000.0,4166317000.0,40236000.0,4462568000.0,4462568000.0,4462568000.0,4462568000.0,20942000.0,-415511000.0,4856914000.0,223000.0,223000.0,0.0,1335055000.0,328944000.0,299245000.0,29699000.0,29699000.0,1006111000.0,167091000.0,10537000.0,10537000.0,84717000.0,220753000.0,523013000.0,467380000.0,55633000.0,55633000.0,5797623000.0,1825990000.0,139125000.0,494751000.0,494751000.0,128313000.0,296251000.0,140658000.0,155593000.0,767550000.0,-225676000.0,993226000.0,53408000.0,243666000.0,117805000.0,567863000.0,10484000.0,0.0,3971633000.0,194257000.0,40876000.0,623788000.0,623788000.0,3112712000.0,291661000.0,2821051000.0,2023-03-31,,,
223338330.0,223338330.0,39741000.0,4450145000.0,4740692000.0,3145660000.0,4450145000.0,39741000.0,4740692000.0,4740692000.0,4740692000.0,4740692000.0,26806000.0,-211963000.0,4925626000.0,223000.0,223000.0,0.0,1467567000.0,348794000.0,319303000.0,29491000.0,29491000.0,1118773000.0,123781000.0,10250000.0,10250000.0,111708000.0,224474000.0,648560000.0,493022000.0,155538000.0,155538000.0,6208259000.0,1943826000.0,175473000.0,532507000.0,532507000.0,170316000.0,290547000.0,134954000.0,155593000.0,774983000.0,-239144000.0,1014127000.0,34534000.0,253088000.0,144230000.0,571694000.0,10581000.0,0.0,4264433000.0,167136000.0,35937000.0,637994000.0,637994000.0,3423366000.0,292243000.0,3131123000.0,2023-06-30,,,
224101839.0,224101839.0,38104000.0,4646605000.0,4931447000.0,3277985000.0,4646605000.0,38104000.0,4931447000.0,4931447000.0,4931447000.0,4931447000.0,22894000.0,-40694000.0,4949023000.0,224000.0,224000.0,0.0,1456792000.0,332112000.0,303253000.0,28859000.0,28859000.0,1124680000.0,127419000.0,9245000.0,9245000.0,124783000.0,231885000.0,631348000.0,491937000.0,139411000.0,139411000.0,6388239000.0,1985574000.0,224758000.0,564385000.0,564385000.0,153663000.0,284842000.0,129249000.0,155593000.0,757926000.0,-253265000.0,1011191000.0,13567000.0,252284000.0,166123000.0,568733000.0,10484000.0,0.0,4402665000.0,171749000.0,57200000.0,657263000.0,657263000.0,3516453000.0,289223000.0,3227230000.0,2023-09-30,,,
224286862.0,224286862.0,38287000.0,4910699000.0,5189837000.0,3405023000.0,4910699000.0,38287000.0,5189837000.0,5189837000.0,5189837000.0,5189837000.0,13106000.0,160385000.0,5016122000.0,224000.0,224000.0,0.0,1592270000.0,351891000.0,322729000.0,29162000.0,29162000.0,1240379000.0,111747000.0,9125000.0,9125000.0,153348000.0,279914000.0,686245000.0,534349000.0,151896000.0,109601000.0,6782107000.0,2136705000.0,260917000.0,631886000.0,631886000.0,187716000.0,279138000.0,123545000.0,155593000.0,777048000.0,-269934000.0,1046982000.0,13544000.0,266765000.0,170987000.0,584755000.0,10931000.0,0.0,4645402000.0,182830000.0,62972000.0,743557000.0,743557000.0,3656043000.0,442667000.0,3213376000.0,2023-12-31,0.0,13106000.0,42295000.0
