tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-8356950.0,0.21,139295000.0,-39795000.0,-39795000.0,28461000.0,18218000.0,59200000.0,99500000.0,81282000.0,-667000.0,667000.0,,59899050.0,28461000.0,832278000.0,70093000.0,224840000.0,222615000.0,0.13,0.13,28461000.0,28461000.0,28461000.0,28461000.0,28461000.0,52154000.0,80615000.0,-13158000.0,26637000.0,-24347000.0,24347000.0,-15448000.0,-667000.0,667000.0,,94422000.0,773078000.0,-1082000.0,501360000.0,272800000.0,272800000.0,181000000.0,91800000.0,867500000.0,59200000.0,926700000.0,926700000.0,2022-12-31
-2417940.0,0.21,83050000.0,-11514000.0,-11514000.0,21703000.0,19211000.0,56800000.0,71536000.0,52325000.0,32404000.0,469000.0,32873000.0,30799060.0,21703000.0,777679000.0,24770000.0,225589000.0,222960000.0,0.1,0.1,21703000.0,21703000.0,21703000.0,21703000.0,21703000.0,30153000.0,51856000.0,-11514000.0,,-6196000.0,6196000.0,-5318000.0,32404000.0,469000.0,32873000.0,30994000.0,720879000.0,-1362000.0,406641000.0,315600000.0,315600000.0,221100000.0,94500000.0,751873000.0,56800000.0,808673000.0,808673000.0,2023-03-31
8927679.0,0.267,265119000.0,33437000.0,33437000.0,203548000.0,20297000.0,68300000.0,298556000.0,278259000.0,42013000.0,655000.0,42668000.0,179038679.0,203548000.0,752401000.0,193780000.0,225649000.0,223248000.0,0.9,0.91,203548000.0,203548000.0,203548000.0,203548000.0,203548000.0,74056000.0,277604000.0,33437000.0,,-8374000.0,8374000.0,41811000.0,42013000.0,655000.0,42668000.0,202209000.0,684101000.0,-549000.0,400750000.0,283900000.0,283900000.0,188600000.0,95300000.0,886310000.0,68300000.0,954610000.0,954610000.0,2023-06-30
-7002876.0,0.267,282040000.0,-26228000.0,-26228000.0,171269000.0,21390000.0,60100000.0,255812000.0,234422000.0,45748000.0,623000.0,46371000.0,190494124.0,171269000.0,704762000.0,214705000.0,226167000.0,224078000.0,0.76,0.76,171269000.0,171269000.0,171269000.0,171269000.0,171269000.0,62530000.0,233799000.0,-26228000.0,,426000.0,-426000.0,-26654000.0,45748000.0,623000.0,46371000.0,214263000.0,644662000.0,1053000.0,375709000.0,267900000.0,267900000.0,173400000.0,94500000.0,858925000.0,60100000.0,919025000.0,919025000.0,2023-09-30
4898889.458067,0.257891,274526000.0,18996000.0,18996000.0,201079000.0,21762000.0,69800000.0,293522000.0,271760000.0,49632000.0,804000.0,50436000.0,186981889.458067,201079000.0,811097000.0,187270000.0,,,,,201079000.0,201079000.0,201079000.0,201079000.0,201079000.0,69877000.0,270956000.0,18996000.0,,-15058000.0,15058000.0,34054000.0,49632000.0,804000.0,50436000.0,202244000.0,741297000.0,2903000.0,444494000.0,293900000.0,293900000.0,192000000.0,101900000.0,943541000.0,69800000.0,1013341000.0,1013341000.0,2023-12-31
