ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_equity_interest,other_equity_adjustments,foreign_currency_translation_adjustments,cash_equivalents,cash_financial
3840188991.0,3840188991.0,1365000000.0,5699000000.0,7782000000.0,4591000000.0,5699000000.0,186000000.0,6603000000.0,7699000000.0,6657000000.0,54000000.0,6603000000.0,602000000.0,-16277000000.0,22278000000.0,0.0,0.0,2513000000.0,1416000000.0,,107000000.0,13000000.0,12000000.0,18000000.0,18000000.0,1248000000.0,152000000.0,1096000000.0,18000000.0,1097000000.0,9000000.0,9000000.0,117000000.0,34000000.0,83000000.0,83000000.0,38000000.0,933000000.0,633000000.0,300000000.0,65000000.0,46000000.0,189000000.0,9170000000.0,3482000000.0,,130000000.0,20000000.0,20000000.0,87000000.0,1849000000.0,,1742000000.0,800000000.0,942000000.0,107000000.0,904000000.0,97000000.0,807000000.0,492000000.0,-442000000.0,934000000.0,643000000.0,291000000.0,0.0,5688000000.0,24000000.0,174000000.0,124000000.0,48000000.0,406000000.0,-12000000.0,87000000.0,46000000.0,185000000.0,100000000.0,-20000000.0,120000000.0,4912000000.0,3134000000.0,1778000000.0,2022-12-31,,,,,,
3887000000.0,3887000000.0,781000000.0,5575000000.0,7265000000.0,4500000000.0,5575000000.0,,6484000000.0,7152000000.0,6529000000.0,45000000.0,6484000000.0,552000000.0,-16520000000.0,,22452000000.0,22452000000.0,1870000000.0,844000000.0,140000000.0,,,,18000000.0,18000000.0,668000000.0,,668000000.0,18000000.0,1026000000.0,,,113000000.0,,113000000.0,,40000000.0,873000000.0,,873000000.0,,14000000.0,859000000.0,8399000000.0,2873000000.0,178000000.0,,20000000.0,20000000.0,,1287000000.0,1178000000.0,,,,109000000.0,909000000.0,,,479000000.0,,,,,,5526000000.0,266000000.0,,,47000000.0,340000000.0,,,,,340000000.0,,,4873000000.0,2522000000.0,2351000000.0,2023-03-31,,,,,,
3904081000.0,3904081000.0,772000000.0,5458000000.0,7143000000.0,4140000000.0,5458000000.0,,6371000000.0,7029000000.0,6391000000.0,20000000.0,6371000000.0,443000000.0,-16675000000.0,,22603000000.0,22603000000.0,1902000000.0,826000000.0,131000000.0,,,,19000000.0,19000000.0,658000000.0,,658000000.0,18000000.0,1076000000.0,,,114000000.0,,114000000.0,,39000000.0,923000000.0,,923000000.0,,18000000.0,905000000.0,8293000000.0,3077000000.0,194000000.0,,38000000.0,38000000.0,,1463000000.0,1356000000.0,,,,107000000.0,913000000.0,,,469000000.0,,,,,,5216000000.0,241000000.0,,,45000000.0,362000000.0,,,,,362000000.0,,,4568000000.0,2286000000.0,2282000000.0,2023-06-30,,,,,,
3912000000.0,3912000000.0,778000000.0,5371000000.0,7066000000.0,4020000000.0,5371000000.0,,6288000000.0,6945000000.0,6330000000.0,42000000.0,6288000000.0,454000000.0,-16788000000.0,,22622000000.0,22622000000.0,2273000000.0,834000000.0,140000000.0,,,,20000000.0,20000000.0,657000000.0,,657000000.0,17000000.0,1439000000.0,362000000.0,362000000.0,121000000.0,,121000000.0,,39000000.0,917000000.0,,917000000.0,,22000000.0,895000000.0,8603000000.0,3144000000.0,183000000.0,,34000000.0,34000000.0,35000000.0,1500000000.0,1399000000.0,,,,101000000.0,917000000.0,,,475000000.0,,,,,,5459000000.0,227000000.0,,,46000000.0,388000000.0,,,,240000000.0,148000000.0,,,4798000000.0,1780000000.0,3018000000.0,2023-09-30,,,,,,
3933743051.0,3933743051.0,793000000.0,5533000000.0,7080000000.0,4290000000.0,5533000000.0,162000000.0,6449000000.0,6993000000.0,6468000000.0,19000000.0,6449000000.0,70000000.0,-16764000000.0,,22669000000.0,22669000000.0,2324000000.0,846000000.0,,124000000.0,11000000.0,5000000.0,20000000.0,20000000.0,668000000.0,124000000.0,544000000.0,18000000.0,1478000000.0,381000000.0,381000000.0,125000000.0,38000000.0,87000000.0,87000000.0,39000000.0,933000000.0,605000000.0,328000000.0,70000000.0,73000000.0,185000000.0,8792000000.0,3024000000.0,,102000000.0,56000000.0,56000000.0,148000000.0,1290000000.0,,1188000000.0,700000000.0,488000000.0,102000000.0,916000000.0,109000000.0,807000000.0,512000000.0,-522000000.0,1034000000.0,737000000.0,297000000.0,0.0,5768000000.0,27000000.0,,163000000.0,49000000.0,486000000.0,-12000000.0,77000000.0,30000000.0,272000000.0,119000000.0,-22000000.0,141000000.0,5043000000.0,1905000000.0,3138000000.0,2023-12-31,0.0,474000000.0,138000000.0,-68000000.0,650000000.0,2488000000.0
