ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_current_liabilities,commercial_paper,investmentin_financial_assets,available_for_sale_securities,trading_securities
53689539.0,53689539.0,1002100000.0,1558000000.0,-279500000.0,3803500000.0,932900000.0,-279500000.0,115400000.0,2360900000.0,3798800000.0,2370600000.0,9700000.0,2360900000.0,-345200000.0,-345200000.0,2705500000.0,0.0,600000.0,600000.0,3032000000.0,1943500000.0,111300000.0,0.0,169600000.0,169600000.0,26000000.0,113800000.0,113800000.0,1522800000.0,84900000.0,1437900000.0,1088500000.0,45800000.0,45800000.0,35200000.0,30500000.0,4700000.0,4700000.0,14800000.0,992700000.0,458300000.0,534400000.0,4500000.0,4500000.0,529900000.0,5402600000.0,3381200000.0,146900000.0,65900000.0,2640400000.0,669900000.0,1970500000.0,528000000.0,-718600000.0,1246600000.0,99000000.0,905700000.0,212100000.0,29800000.0,0.0,2021400000.0,84300000.0,0.0,740700000.0,-187000000.0,463200000.0,161700000.0,302800000.0,741600000.0,-58500000.0,22100000.0,778000000.0,,,454800000.0,14300000.0,440500000.0,2022-12-31,,,,,,
53689539.0,53689539.0,1013400000.0,1561000000.0,-156300000.0,3915900000.0,1046600000.0,-156300000.0,117800000.0,2472700000.0,3911200000.0,2483100000.0,10400000.0,2472700000.0,-335900000.0,-335900000.0,2806200000.0,1800000.0,600000.0,600000.0,2997700000.0,1945600000.0,111100000.0,,169400000.0,169400000.0,26000000.0,113900000.0,113900000.0,1525200000.0,86700000.0,1438500000.0,1052100000.0,67100000.0,67100000.0,35800000.0,31100000.0,4700000.0,4700000.0,15700000.0,933500000.0,342400000.0,591100000.0,45800000.0,45800000.0,545300000.0,5480800000.0,3382100000.0,148000000.0,66100000.0,2629000000.0,652900000.0,1976100000.0,539000000.0,,,,,,,,2098700000.0,94000000.0,,779600000.0,-185500000.0,474000000.0,175200000.0,315900000.0,778300000.0,,,778300000.0,-13900000.0,792200000.0,446800000.0,17000000.0,429800000.0,2023-03-31,,,,,,
53689539.0,53689539.0,948300000.0,1555100000.0,-42500000.0,4061600000.0,1136000000.0,-42500000.0,114200000.0,2620700000.0,4059800000.0,2631100000.0,10400000.0,2620700000.0,-329400000.0,-329400000.0,2949500000.0,0.0,600000.0,600000.0,3009800000.0,1940000000.0,109800000.0,,169200000.0,169200000.0,25200000.0,112900000.0,112900000.0,1522900000.0,83800000.0,1439100000.0,1069800000.0,57200000.0,57200000.0,32200000.0,30400000.0,1800000.0,1800000.0,17500000.0,962900000.0,395000000.0,567900000.0,13100000.0,13100000.0,554800000.0,5640900000.0,3435100000.0,144800000.0,69600000.0,2663200000.0,664400000.0,1998800000.0,557500000.0,,,,,,,,2205800000.0,91700000.0,,794100000.0,-185800000.0,465800000.0,175700000.0,338400000.0,811200000.0,,,811200000.0,-13600000.0,824800000.0,508800000.0,16200000.0,492600000.0,2023-06-30,,,,,,
53689539.0,53689539.0,870200000.0,1580900000.0,99700000.0,4182100000.0,1247000000.0,99700000.0,137900000.0,2739100000.0,4178800000.0,2750500000.0,11400000.0,2739100000.0,-340200000.0,-340200000.0,3077300000.0,1400000.0,600000.0,600000.0,3017800000.0,1946400000.0,112900000.0,,159000000.0,159000000.0,25700000.0,101500000.0,101500000.0,1547300000.0,107600000.0,1439700000.0,1071400000.0,55400000.0,55400000.0,33600000.0,30300000.0,3300000.0,3300000.0,19500000.0,962900000.0,386200000.0,576700000.0,22000000.0,22000000.0,554700000.0,5768300000.0,3449900000.0,176700000.0,61600000.0,2639400000.0,644700000.0,1994700000.0,572200000.0,,,,,,,,2318400000.0,86400000.0,,788400000.0,-180800000.0,451600000.0,171200000.0,346400000.0,852900000.0,,,852900000.0,-13200000.0,866100000.0,590700000.0,17900000.0,572800000.0,2023-09-30,,,,,,
53730566.0,53730566.0,1804500000.0,2290000000.0,-852400000.0,5017600000.0,843800000.0,-852400000.0,149400000.0,2877000000.0,4900200000.0,2889300000.0,12300000.0,2877000000.0,-312400000.0,-312400000.0,3182700000.0,6100000.0,600000.0,600000.0,4024700000.0,2701300000.0,128500000.0,17500000.0,149400000.0,149400000.0,23600000.0,240300000.0,240300000.0,2142000000.0,118800000.0,2023200000.0,1323400000.0,111500000.0,111500000.0,148000000.0,30600000.0,117400000.0,17400000.0,18100000.0,1021200000.0,436600000.0,584600000.0,21100000.0,21100000.0,563500000.0,6914000000.0,4746800000.0,289000000.0,75800000.0,3729400000.0,1196000000.0,2533400000.0,652600000.0,-756100000.0,1408700000.0,131600000.0,992400000.0,249800000.0,34900000.0,0.0,2167200000.0,129700000.0,70500000.0,832900000.0,-162500000.0,412100000.0,189200000.0,394100000.0,785400000.0,-49800000.0,29700000.0,805500000.0,,,348700000.0,12600000.0,336100000.0,2023-12-31,0.0,24600000.0,100000000.0,75800000.0,52300000.0,23500000.0
