tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-209251.510394,0.24247,462247000.0,-863000.0,-863000.0,225319000.0,89793000.0,201610000.0,461384000.0,371591000.0,-74152000.0,74152000.0,225972748.489606,225319000.0,514340000.0,369270000.0,74246000.0,73484000.0,3.03,3.07,225319000.0,225319000.0,225319000.0,225319000.0,225319000.0,72120000.0,297439000.0,2321000.0,3184000.0,0.0,0.0,-863000.0,-74152000.0,74152000.0,369270000.0,312730000.0,200000.0,89793000.0,89793000.0,222737000.0,78864000.0,143873000.0,143873000.0,682000000.0,201610000.0,883610000.0,883610000.0,2022-12-31
51558.485165,0.27136,458681000.0,190000.0,190000.0,214835000.0,84232000.0,204967000.0,458871000.0,374639000.0,-79795000.0,79795000.0,214696558.485165,214835000.0,526138000.0,375195000.0,74483000.0,73521000.0,2.88,2.92,214835000.0,214835000.0,214835000.0,214835000.0,214835000.0,80009000.0,294844000.0,-556000.0,-746000.0,,,190000.0,-79795000.0,79795000.0,375195000.0,321171000.0,663000.0,84232000.0,84232000.0,236276000.0,81592000.0,154684000.0,154684000.0,696366000.0,204967000.0,901333000.0,901333000.0,2023-03-31
-4788.0,0.266,498750000.0,-18000.0,-18000.0,239702000.0,83676000.0,205265000.0,498732000.0,415056000.0,-88486000.0,88486000.0,239715212.0,239702000.0,535524000.0,412650000.0,75001000.0,73887000.0,3.2,3.24,239702000.0,239702000.0,239702000.0,239702000.0,239702000.0,86868000.0,326570000.0,2406000.0,2424000.0,,,-18000.0,-88486000.0,88486000.0,412650000.0,330259000.0,815000.0,83676000.0,83676000.0,245768000.0,86412000.0,159356000.0,159356000.0,742909000.0,205265000.0,948174000.0,948174000.0,2023-06-30
-7980.0,0.266,543159000.0,-30000.0,-30000.0,271496000.0,84750000.0,208217000.0,543129000.0,458379000.0,-88285000.0,88285000.0,271518020.0,271496000.0,525915000.0,444977000.0,74604000.0,73165000.0,3.64,3.71,271496000.0,271496000.0,271496000.0,271496000.0,271496000.0,98598000.0,370094000.0,13402000.0,13432000.0,0.0,,-30000.0,-88285000.0,88285000.0,444977000.0,317698000.0,-845000.0,84750000.0,84750000.0,233793000.0,85954000.0,147839000.0,147839000.0,762675000.0,208217000.0,970892000.0,970892000.0,2023-09-30
-6052.948003,0.232806,509510000.0,-26000.0,-26000.0,255857000.0,83946000.0,201459000.0,509484000.0,425538000.0,-92041000.0,92041000.0,255876947.051997,255857000.0,513269000.0,424051000.0,73475000.0,72065000.0,3.48,3.55,255857000.0,255857000.0,255857000.0,255857000.0,255857000.0,77640000.0,333497000.0,1487000.0,1513000.0,0.0,,-26000.0,-92041000.0,92041000.0,424051000.0,311810000.0,120000.0,83946000.0,83946000.0,227744000.0,86199000.0,141545000.0,141545000.0,735861000.0,201459000.0,937320000.0,937320000.0,2023-12-31
