treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
54445881.0,73356709.0,127802590.0,5601731000.0,7036894000.0,-4790916000.0,9578387000.0,62697000.0,-4790916000.0,2541493000.0,7264331000.0,2541493000.0,2541493000.0,-1509650000.0,-1509650000.0,6209324000.0,7210769000.0,3049570000.0,128000.0,128000.0,11547767000.0,5504312000.0,254009000.0,527465000.0,527465000.0,4722838000.0,4722838000.0,6043455000.0,303517000.0,1505004000.0,1505004000.0,2314056000.0,2314056000.0,1027056000.0,1287000000.0,1920878000.0,257379000.0,1663499000.0,94557000.0,1568942000.0,14089260000.0,7983108000.0,281726000.0,74281000.0,7332409000.0,2130974000.0,5201435000.0,294692000.0,-280741000.0,575433000.0,49655000.0,489673000.0,36105000.0,0.0,6106152000.0,465227000.0,2141017000.0,2064745000.0,2064745000.0,-149846000.0,2214591000.0,1435163000.0,1435163000.0,2022-12-31
54492809.0,73819827.0,128312636.0,5525160000.0,6797616000.0,-4695777000.0,9679476000.0,155427000.0,-4695777000.0,2881860000.0,7582410000.0,2881860000.0,2881860000.0,-1434016000.0,-1434016000.0,6218921000.0,7425604000.0,3109065000.0,128000.0,128000.0,11706063000.0,5502518000.0,257286000.0,544682000.0,544682000.0,4700550000.0,4700550000.0,6203545000.0,312692000.0,1481004000.0,1481004000.0,2097066000.0,2097066000.0,813066000.0,1284000000.0,2312783000.0,404942000.0,1907841000.0,,1907841000.0,14587923000.0,8228951000.0,273337000.0,67587000.0,7577637000.0,2197587000.0,5380050000.0,310390000.0,,,,,,,6358972000.0,436336000.0,2280945000.0,2369235000.0,2369235000.0,-160588000.0,2529823000.0,1272456000.0,1272456000.0,2023-03-31
54503878.0,73950978.0,128454856.0,5495246000.0,6749489000.0,-4317248000.0,10012925000.0,487679000.0,-4317248000.0,3263436000.0,7941694000.0,3263436000.0,3263436000.0,-1357263000.0,-1357263000.0,6221297000.0,7665306000.0,3176562000.0,128000.0,128000.0,11915217000.0,5479327000.0,262237000.0,538832000.0,538832000.0,4678258000.0,4678258000.0,6435890000.0,279069000.0,2013236000.0,2013236000.0,2071231000.0,2071231000.0,823231000.0,1248000000.0,2072354000.0,392652000.0,1679702000.0,,1679702000.0,15178653000.0,8255084000.0,275533000.0,69721000.0,7580684000.0,2107081000.0,5473603000.0,329146000.0,,,,,,,6923569000.0,503684000.0,2704992000.0,2460650000.0,2460650000.0,-172080000.0,2632730000.0,1254243000.0,1254243000.0,2023-06-30
56479793.0,72203006.0,128682799.0,5888780000.0,6983014000.0,-4659094000.0,10042465000.0,122039000.0,-4659094000.0,3059451000.0,7696662000.0,3059451000.0,3059451000.0,-1361934000.0,-1361934000.0,6743022000.0,7936802000.0,3227476000.0,129000.0,129000.0,12205016000.0,5466797000.0,280643000.0,548943000.0,548943000.0,4637211000.0,4637211000.0,6738219000.0,320386000.0,1783311000.0,1783311000.0,2345803000.0,2345803000.0,949803000.0,1396000000.0,2288719000.0,393439000.0,1895280000.0,,1895280000.0,15264467000.0,8404209000.0,287708000.0,67964000.0,7718545000.0,2164999000.0,5553546000.0,329992000.0,,,,,,,6860258000.0,493470000.0,2617279000.0,2655275000.0,2655275000.0,-170914000.0,2826189000.0,1094234000.0,1094234000.0,2023-09-30
,72203006.0,72203006.0,5333257000.0,6722905000.0,-4448262000.0,10005264000.0,258512000.0,-4448262000.0,3282359000.0,7878515000.0,3282359000.0,3282359000.0,-1289099000.0,-1289099000.0,6887515000.0,8192659000.0,3266185000.0,129000.0,129000.0,12193893000.0,5368140000.0,301752000.0,470232000.0,470232000.0,4596156000.0,4596156000.0,6825753000.0,320612000.0,2397279000.0,2397279000.0,2126749000.0,2126749000.0,819749000.0,1307000000.0,1981113000.0,246795000.0,1734318000.0,109323000.0,1624995000.0,15476252000.0,8391987000.0,248691000.0,69521000.0,7730621000.0,2085663000.0,5644958000.0,343154000.0,-514943000.0,858097000.0,61216000.0,755373000.0,41508000.0,0.0,7084265000.0,474144000.0,3058887000.0,2161586000.0,2161586000.0,-180163000.0,2341749000.0,1389648000.0,1389648000.0,2023-12-31
