free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,gain_loss_on_sale_of_business
164574000.0,,-4000000.0,-2351000.0,-21495000.0,1683636000.0,1489652000.0,31009000.0,162975000.0,8045000.0,8045000.0,-4896000.0,19292000.0,,,-6351000.0,-6351000.0,-4000000.0,-2351000.0,-31139000.0,-31139000.0,-9530000.0,0.0,0.0,0.0,-114000.0,-114000.0,-21495000.0,-21495000.0,186069000.0,186069000.0,-5101000.0,-10273000.0,5562000.0,33125000.0,-27563000.0,-11703000.0,-15860000.0,-15860000.0,-4353000.0,3963000.0,-31108000.0,31617000.0,1913000.0,12687000.0,12687000.0,33587000.0,33587000.0,33587000.0,-12565000.0,-12565000.0,155039000.0,2022-12-31,
79421000.0,-8510000.0,-1411000.0,172000.0,-7913000.0,1752005000.0,1683636000.0,14070000.0,54299000.0,-15318000.0,-15318000.0,-8057000.0,2488000.0,-8510000.0,-8510000.0,-1239000.0,-1239000.0,-1411000.0,172000.0,-17717000.0,-17717000.0,-7898000.0,-1906000.0,,-1906000.0,0.0,0.0,-7913000.0,-7913000.0,87334000.0,87334000.0,-76283000.0,-10672000.0,-61933000.0,-58463000.0,-3470000.0,1494000.0,-4964000.0,-4964000.0,-105000.0,-3573000.0,-3268000.0,38579000.0,270000.0,823000.0,823000.0,32825000.0,32825000.0,32825000.0,-7904000.0,-7904000.0,102292000.0,2023-03-31,
82169000.0,-41437000.0,-553000.0,1000.0,-6883000.0,1778777000.0,1752005000.0,3026000.0,23746000.0,-47513000.0,-47513000.0,-28667000.0,23143000.0,-41437000.0,-41437000.0,-552000.0,-552000.0,-553000.0,1000.0,-17793000.0,-17793000.0,-45000.0,-10865000.0,,-10865000.0,0.0,0.0,-6883000.0,-6883000.0,89052000.0,89052000.0,-106465000.0,-12579000.0,-118528000.0,-70035000.0,-48493000.0,290000.0,-48783000.0,-48783000.0,9085000.0,15557000.0,2821000.0,33110000.0,2420000.0,3780000.0,3780000.0,33353000.0,33353000.0,33353000.0,0.0,0.0,120033000.0,2023-06-30,
211255000.0,-78486000.0,-643000.0,591000.0,-3624000.0,1879781000.0,1778777000.0,-22728000.0,123732000.0,-80586000.0,-80586000.0,-5029000.0,2981000.0,-78486000.0,-78486000.0,-52000.0,-52000.0,-643000.0,591000.0,-10561000.0,-10561000.0,-261000.0,9490000.0,,-1375000.0,-16166000.0,-16166000.0,-3624000.0,-3624000.0,214879000.0,214879000.0,34673000.0,-11059000.0,47343000.0,32928000.0,14415000.0,-947000.0,15362000.0,15362000.0,4228000.0,-5839000.0,1553000.0,37847000.0,737000.0,-16363000.0,-16363000.0,33306000.0,33306000.0,33306000.0,25922000.0,0.0,97204000.0,2023-09-30,
161374000.0,-36491000.0,-362000.0,61000.0,-9995000.0,2043108000.0,1879781000.0,35011000.0,128316000.0,-22356000.0,-22356000.0,-8588000.0,23024000.0,-36491000.0,-36491000.0,-301000.0,-301000.0,-362000.0,61000.0,-20697000.0,-20697000.0,437000.0,-319000.0,0.0,-319000.0,-10820000.0,-10820000.0,-9995000.0,-9995000.0,171369000.0,171369000.0,22903000.0,-13783000.0,15274000.0,10960000.0,4314000.0,-683000.0,4997000.0,4997000.0,-4799000.0,26211000.0,-1705000.0,38194000.0,6639000.0,-25434000.0,-25434000.0,33218000.0,33218000.0,33218000.0,0.0,0.0,97554000.0,2023-12-31,0.0
