treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,long_term_equity_investment,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,current_assets,assets_held_for_sale_current,restricted_cash,receivables,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
10000.0,399697000.0,399707000.0,12174216000.0,12487220000.0,7755970000.0,22449748000.0,-612366000.0,7755970000.0,190440000.0,10152968000.0,22021518000.0,10221677000.0,68709000.0,10152968000.0,-36800000.0,-36800000.0,536000.0,-5449385000.0,15539777000.0,99912000.0,99912000.0,0.0,13936163000.0,12359210000.0,264650000.0,35570000.0,35570000.0,12058990000.0,190440000.0,11868550000.0,1576953000.0,6492000.0,428230000.0,428230000.0,25230000.0,403000000.0,1142231000.0,110542000.0,110542000.0,1031689000.0,1031689000.0,24157840000.0,23193253000.0,272572000.0,10490000.0,10490000.0,23621000.0,675312000.0,675312000.0,19814260000.0,2396998000.0,1352583000.0,1044415000.0,964587000.0,44893000.0,48181000.0,748949000.0,561413000.0,187536000.0,122564000.0,122564000.0,2022-12-31
275000.0,400055000.0,400330000.0,12197149000.0,12532417000.0,8018865000.0,22339497000.0,-639031000.0,8018865000.0,189911000.0,9996991000.0,21874287000.0,10324488000.0,327497000.0,9996991000.0,-40469000.0,-40469000.0,13555000.0,-5611067000.0,15562017000.0,100065000.0,100065000.0,0.0,13669680000.0,12099078000.0,,31871000.0,31871000.0,12067207000.0,189911000.0,11877296000.0,1570602000.0,4412000.0,465210000.0,465210000.0,40210000.0,425000000.0,1100980000.0,93543000.0,93543000.0,1007437000.0,1007437000.0,23994168000.0,23062597000.0,277304000.0,10889000.0,10889000.0,24592000.0,699615000.0,699615000.0,20072071000.0,1978126000.0,933427000.0,1044699000.0,931571000.0,20233000.0,49924000.0,716057000.0,525422000.0,190635000.0,145357000.0,145357000.0,2023-03-31
276000.0,400620000.0,400896000.0,13216092000.0,13555708000.0,7418599000.0,23323122000.0,-878150000.0,7418599000.0,200968000.0,9968382000.0,23153103000.0,10300115000.0,331733000.0,9968382000.0,-14552000.0,-14552000.0,13631000.0,-5688499000.0,15584858000.0,100206000.0,100206000.0,0.0,14770747000.0,13415391000.0,,29702000.0,29702000.0,13385689000.0,200968000.0,13184721000.0,1355356000.0,2959000.0,170019000.0,170019000.0,35019000.0,135000000.0,1182378000.0,112788000.0,112788000.0,1069590000.0,1069590000.0,25070862000.0,24593656000.0,303371000.0,6980000.0,6980000.0,40451000.0,708601000.0,708601000.0,20984470000.0,2549783000.0,1504636000.0,1045147000.0,477206000.0,21027000.0,71699000.0,245832000.0,52249000.0,193583000.0,138648000.0,138648000.0,2023-06-30
277000.0,402381000.0,402658000.0,12954561000.0,13586164000.0,7297251000.0,23206057000.0,-467004000.0,7297251000.0,197666000.0,9817559000.0,23174380000.0,10139493000.0,321934000.0,9817559000.0,-6182000.0,-6182000.0,13634000.0,-5941303000.0,15678031000.0,100647000.0,100647000.0,0.0,14827116000.0,13580628000.0,,26141000.0,26141000.0,13554487000.0,197666000.0,13356821000.0,1246488000.0,5098000.0,31677000.0,31677000.0,31677000.0,0.0,1209713000.0,119685000.0,119685000.0,1090028000.0,1090028000.0,24966609000.0,24187125000.0,234558000.0,119359000.0,7165000.0,34906000.0,659211000.0,659211000.0,20618783000.0,2520308000.0,1475772000.0,1044536000.0,779484000.0,43191000.0,57809000.0,244547000.0,52410000.0,192137000.0,433937000.0,433937000.0,2023-09-30
279000.0,402101000.0,402380000.0,12982102000.0,13685630000.0,6989152000.0,22978954000.0,-314071000.0,6989152000.0,194734000.0,9488058000.0,22964948000.0,9544405000.0,56347000.0,9488058000.0,-6249560000.0,-6249560000.0,13764000.0,,15650734000.0,100648000.0,100648000.0,0.0,15181028000.0,13998760000.0,302636000.0,24500000.0,24500000.0,13671624000.0,194734000.0,13476890000.0,1182268000.0,9243000.0,14006000.0,14006000.0,14006000.0,0.0,1159019000.0,117403000.0,117403000.0,1041616000.0,1041616000.0,24725433000.0,23857236000.0,199417000.0,120310000.0,1754000.0,59281000.0,678518000.0,678518000.0,20300804000.0,2498906000.0,1453730000.0,1045176000.0,868197000.0,56489000.0,54668000.0,248246000.0,54138000.0,194108000.0,508794000.0,508794000.0,2023-12-31
