free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
94933000.0,-88964000.0,191268000.0,0.0,-172320000.0,170745000.0,195638000.0,723000.0,-25616000.0,-158972000.0,-158972000.0,-3538000.0,0.0,-180114000.0,-180114000.0,0.0,0.0,24680000.0,17611000.0,7069000.0,-61785000.0,68854000.0,-133897000.0,-133897000.0,-21443000.0,0.0,93116000.0,100445000.0,-7329000.0,-33250000.0,,-33250000.0,-172320000.0,267253000.0,267253000.0,4380000.0,-1821000.0,536000.0,-2357000.0,17687000.0,17687000.0,-20044000.0,-20044000.0,23000.0,1929000.0,19936000.0,-4387000.0,-4387000.0,327652000.0,327652000.0,3474000.0,3474000.0,324178000.0,-37075000.0,-31852000.0,-5223000.0,-43384000.0,2022-12-31
130161000.0,-343876000.0,343900000.0,,-112656000.0,195281000.0,170745000.0,106000.0,24430000.0,-162107000.0,-162107000.0,-18949000.0,1736000.0,-181422000.0,-181422000.0,,,36528000.0,36504000.0,24000.0,-343876000.0,343900000.0,-56280000.0,-56280000.0,45751000.0,,46417000.0,46417000.0,0.0,-35792000.0,,-35792000.0,-112656000.0,242817000.0,242817000.0,5472000.0,-52127000.0,-16885000.0,-35242000.0,-17006000.0,-17006000.0,-18236000.0,-18236000.0,-13832000.0,15060000.0,-8064000.0,-4299000.0,-4299000.0,286273000.0,286273000.0,4154000.0,4154000.0,282119000.0,-4578000.0,5623000.0,-10201000.0,18912000.0,2023-03-31
183403000.0,-1145236000.0,1404632000.0,,-128424000.0,210347000.0,195281000.0,544000.0,14522000.0,-225978000.0,-225978000.0,-34475000.0,0.0,-180281000.0,-180281000.0,,,-36229000.0,-295625000.0,259396000.0,-1145236000.0,1404632000.0,-71327000.0,-71327000.0,6872000.0,,28626000.0,29603000.0,-977000.0,21599000.0,,-28455000.0,-128424000.0,311827000.0,311827000.0,4210000.0,11794000.0,-456000.0,12250000.0,13482000.0,13482000.0,-1232000.0,-1232000.0,-31923000.0,5329000.0,-12065000.0,-11514000.0,-11514000.0,309504000.0,309504000.0,4815000.0,4815000.0,304689000.0,-68574000.0,-31241000.0,-30532000.0,105066000.0,2023-06-30
127217000.0,-401891000.0,655537000.0,83448000.0,-158928000.0,491746000.0,210347000.0,-756000.0,282155000.0,9791000.0,9791000.0,-9706000.0,0.0,-180533000.0,-180533000.0,83448000.0,83448000.0,116582000.0,-137064000.0,253646000.0,-401891000.0,655537000.0,-13781000.0,-13781000.0,4976000.0,74670000.0,99243000.0,102891000.0,-3648000.0,-33742000.0,0.0,-33742000.0,-158928000.0,286145000.0,286145000.0,3271000.0,-1917000.0,-37998000.0,36081000.0,7299000.0,7299000.0,28782000.0,28782000.0,-18990000.0,4909000.0,-66000.0,-3417000.0,-3417000.0,376907000.0,376907000.0,6530000.0,6530000.0,370377000.0,-4993000.0,5106000.0,-10711000.0,-69559000.0,2023-09-30
36087000.0,-82129000.0,123413000.0,0.0,-242997000.0,563462000.0,491746000.0,1363000.0,70353000.0,-165455000.0,-165455000.0,-6837000.0,0.0,-181323000.0,-181323000.0,0.0,0.0,22705000.0,-18579000.0,41284000.0,-82129000.0,123413000.0,-43276000.0,-43276000.0,1857000.0,0.0,230397000.0,232238000.0,-1841000.0,-32533000.0,0.0,-32533000.0,-242997000.0,279084000.0,279084000.0,3170000.0,-11348000.0,6894000.0,-18242000.0,-2523000.0,-2523000.0,-15719000.0,-15719000.0,-46959000.0,5689000.0,-75000.0,3961000.0,3961000.0,442193000.0,442193000.0,6917000.0,6917000.0,435276000.0,-32831000.0,6886000.0,-39802000.0,-84716000.0,2023-12-31
