ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,treasury_stock
377368837.0,377368837.0,2930300000.0,3368100000.0,-1658900000.0,4632800000.0,1260800000.0,-1658900000.0,177200000.0,1441900000.0,4611000000.0,1441900000.0,1441900000.0,-46200000.0,-46200000.0,-1142600000.0,2630700000.0,0.0,0.0,0.0,5653800000.0,3755900000.0,219600000.0,58700000.0,176500000.0,176500000.0,3301100000.0,132000000.0,3169100000.0,1897900000.0,294900000.0,358700000.0,358700000.0,67000000.0,45200000.0,21800000.0,21800000.0,1177300000.0,173600000.0,1003700000.0,19700000.0,19700000.0,984000000.0,7095700000.0,3937000000.0,134000000.0,46400000.0,46400000.0,3100800000.0,1816100000.0,1284700000.0,655800000.0,-310900000.0,966700000.0,41500000.0,166400000.0,405400000.0,312400000.0,41000000.0,0.0,3158700000.0,187300000.0,822000000.0,276500000.0,168300000.0,377200000.0,1888800000.0,1888800000.0,-18400000.0,1907200000.0,260600000.0,260600000.0,2022-12-31,,
379133659.0,379133659.0,2901700000.0,3355000000.0,-1531900000.0,4728600000.0,1369000000.0,-1531900000.0,177200000.0,1550800000.0,4706800000.0,1550800000.0,1550800000.0,-18900000.0,-18900000.0,-1092300000.0,2662000000.0,0.0,0.0,0.0,5704600000.0,3733000000.0,223100000.0,32900000.0,188500000.0,188500000.0,3288500000.0,132500000.0,3156000000.0,1971600000.0,307800000.0,502900000.0,502900000.0,66500000.0,44700000.0,21800000.0,21800000.0,1094400000.0,143900000.0,950500000.0,33500000.0,33500000.0,917000000.0,7255400000.0,3914800000.0,117500000.0,52600000.0,52600000.0,3082700000.0,1787300000.0,1295400000.0,662000000.0,-325800000.0,987800000.0,44000000.0,165600000.0,412900000.0,324200000.0,41100000.0,0.0,3340600000.0,169100000.0,903500000.0,302200000.0,171200000.0,430100000.0,1991900000.0,1991900000.0,-24300000.0,2016200000.0,276100000.0,276100000.0,2023-03-31,,
380365639.0,380365639.0,2674300000.0,3120100000.0,-1388100000.0,4607300000.0,1322800000.0,-1388100000.0,170900000.0,1658100000.0,4585500000.0,1658100000.0,1658100000.0,-9800000.0,-9800000.0,-1009100000.0,2677000000.0,0.0,0.0,0.0,5598500000.0,3543000000.0,224400000.0,78900000.0,184700000.0,184700000.0,3055000000.0,127600000.0,2927400000.0,2055500000.0,,520000000.0,520000000.0,65100000.0,43300000.0,21800000.0,21800000.0,1470400000.0,495100000.0,975300000.0,33400000.0,33400000.0,941900000.0,7256600000.0,3878300000.0,120500000.0,48200000.0,48200000.0,3046200000.0,1746800000.0,1299400000.0,663400000.0,-339600000.0,1003000000.0,42900000.0,160100000.0,431600000.0,327300000.0,41100000.0,0.0,3378300000.0,160600000.0,920200000.0,297700000.0,170200000.0,452300000.0,2022600000.0,2022600000.0,-24500000.0,2047100000.0,274900000.0,274900000.0,2023-06-30,,
381349156.0,381349156.0,2444900000.0,3113100000.0,-1244500000.0,4658800000.0,1519500000.0,-1244500000.0,168200000.0,1713900000.0,4637000000.0,1713900000.0,1713900000.0,-69400000.0,-69400000.0,-915000000.0,2698300000.0,0.0,0.0,0.0,5700400000.0,3598900000.0,231600000.0,140500000.0,177800000.0,177800000.0,3049000000.0,125900000.0,2923100000.0,2101500000.0,,543300000.0,543300000.0,64100000.0,42300000.0,21800000.0,21800000.0,1494100000.0,513100000.0,981000000.0,49100000.0,49100000.0,931900000.0,7414300000.0,3793300000.0,122500000.0,46700000.0,46700000.0,2958400000.0,1674100000.0,1284300000.0,665700000.0,-350700000.0,1016400000.0,45300000.0,157100000.0,441000000.0,332400000.0,40600000.0,0.0,3621000000.0,178600000.0,921700000.0,280300000.0,165000000.0,476400000.0,2020700000.0,2020700000.0,-26600000.0,2047300000.0,500000000.0,500000000.0,2023-09-30,,
381788876.0,381788876.0,2160500000.0,3126400000.0,-988300000.0,4955800000.0,1696100000.0,-988300000.0,185500000.0,2014900000.0,4934000000.0,2014900000.0,2014900000.0,-4500000.0,-4500000.0,-691900000.0,2711300000.0,0.0,0.0,0.0,5983600000.0,3678200000.0,262000000.0,195000000.0,159500000.0,159500000.0,3061700000.0,142600000.0,2919100000.0,2305400000.0,,638900000.0,638900000.0,64700000.0,42900000.0,21800000.0,21800000.0,1601800000.0,568900000.0,1032900000.0,46500000.0,46500000.0,986400000.0,7998500000.0,3997000000.0,100400000.0,159800000.0,159800000.0,3003200000.0,1672900000.0,1330300000.0,733600000.0,-372000000.0,1105600000.0,67500000.0,173500000.0,479700000.0,343600000.0,41300000.0,0.0,4001500000.0,151600000.0,884300000.0,261600000.0,138400000.0,484300000.0,2185200000.0,2185200000.0,-29100000.0,2214300000.0,780400000.0,780400000.0,2023-12-31,0.0,
373969346.0,383045790.0,2661500000.0,3135200000.0,-1545300000.0,4330700000.0,921900000.0,-1545300000.0,197900000.0,1393400000.0,4309500000.0,1393400000.0,1393400000.0,-38800000.0,-38800000.0,-707100000.0,2745200000.0,0.0,0.0,0.0,6198000000.0,3488100000.0,264100000.0,0.0,154600000.0,154600000.0,3069400000.0,153300000.0,2916100000.0,2709900000.0,725400000.0,735000000.0,735000000.0,65800000.0,44600000.0,21200000.0,21200000.0,1183700000.0,143400000.0,1040300000.0,56600000.0,56600000.0,983700000.0,7591400000.0,3959600000.0,111200000.0,159300000.0,159300000.0,2938700000.0,1615900000.0,1322800000.0,750400000.0,-386300000.0,1136700000.0,73100000.0,185100000.0,492400000.0,345100000.0,41000000.0,0.0,3631800000.0,271800000.0,987100000.0,358000000.0,169000000.0,460100000.0,2097100000.0,2097100000.0,-31600000.0,2128700000.0,275800000.0,275800000.0,2024-03-31,9076444.0,605900000.0
