free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,repurchase_of_capital_stock,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,long_term_debt_issuance
139400000.0,-279800000.0,212400000.0,-41300000.0,273200000.0,268700000.0,5700000.0,-1200000.0,-144500000.0,-144500000.0,-75100000.0,1800000.0,-67400000.0,-61900000.0,-274300000.0,212400000.0,-5500000.0,-5500000.0,-37400000.0,-37400000.0,0.0,0.0,,,3900000.0,3900000.0,-30300000.0,180700000.0,180700000.0,-1200000.0,,-24600000.0,162900000.0,61300000.0,101600000.0,90600000.0,-9100000.0,-118800000.0,-118800000.0,37400000.0,4600000.0,0.0,13400000.0,13400000.0,70500000.0,70500000.0,51800000.0,51800000.0,18700000.0,29400000.0,33100000.0,26600000.0,2022-12-31,,,,,,
12200000.0,-121100000.0,100200000.0,-29800000.0,280800000.0,273200000.0,1800000.0,5800000.0,-18800000.0,-18800000.0,-100000.0,2200000.0,-20900000.0,-10000000.0,-110200000.0,100200000.0,-10900000.0,-10900000.0,-17400000.0,-17400000.0,,,,,12400000.0,12400000.0,-29800000.0,42000000.0,42000000.0,-86900000.0,162700000.0,4900000.0,-78800000.0,-16500000.0,-62300000.0,-62300000.0,-79500000.0,-96200000.0,-96200000.0,7300000.0,5500000.0,,3400000.0,3400000.0,66600000.0,66600000.0,48900000.0,48900000.0,17700000.0,-4200000.0,-4200000.0,50300000.0,2023-03-31,,,,,,
227300000.0,-290000000.0,59500000.0,-26300000.0,280200000.0,280800000.0,-2800000.0,2200000.0,-225100000.0,-225100000.0,-2400000.0,7800000.0,-230500000.0,-225000000.0,-284500000.0,59500000.0,-5500000.0,-5500000.0,-26300000.0,-26300000.0,,,,,0.0,0.0,-23800000.0,253600000.0,253600000.0,51400000.0,28900000.0,2500000.0,69700000.0,44000000.0,25700000.0,25700000.0,-17000000.0,-32700000.0,-32700000.0,700000.0,6800000.0,,-1800000.0,-1800000.0,67300000.0,67300000.0,49300000.0,49300000.0,18000000.0,46000000.0,46000000.0,83200000.0,2023-06-30,,,,,,
221300000.0,-70300000.0,64900000.0,-27400000.0,505000000.0,280200000.0,-3700000.0,228500000.0,7200000.0,7200000.0,-300000.0,12900000.0,-5400000.0,0.0,-64900000.0,64900000.0,-5400000.0,-5400000.0,-27400000.0,-27400000.0,0.0,0.0,-900000.0,-900000.0,0.0,0.0,-26500000.0,248700000.0,248700000.0,17700000.0,-300000.0,21100000.0,9700000.0,18000000.0,-8300000.0,-8300000.0,-5000000.0,-7800000.0,-7800000.0,2900000.0,6500000.0,,-2300000.0,-2300000.0,68200000.0,68200000.0,49300000.0,49300000.0,18900000.0,61600000.0,61600000.0,94100000.0,2023-09-30,,,,,,
305100000.0,-5600000.0,300000.0,-51100000.0,788600000.0,505000000.0,6200000.0,277400000.0,-10800000.0,-10800000.0,-500000.0,4500000.0,-5300000.0,,,,-240300000.0,-465200000.0,-68000000.0,-68000000.0,-16900000.0,-28800000.0,-3300000.0,-3300000.0,0.0,0.0,-47800000.0,356200000.0,356200000.0,84500000.0,128100000.0,-28500000.0,73200000.0,46000000.0,27200000.0,27200000.0,47500000.0,-135800000.0,-135800000.0,40400000.0,6200000.0,,-130900000.0,-130900000.0,68900000.0,68900000.0,49200000.0,49200000.0,19700000.0,54500000.0,54500000.0,232600000.0,2023-12-31,,,,,,
101000000.0,-195300000.0,190000000.0,-36500000.0,280500000.0,788600000.0,-6000000.0,-502100000.0,-603100000.0,-603100000.0,-3000000.0,14400000.0,-5300000.0,,,,-5300000.0,-195300000.0,-36500000.0,-36500000.0,,,-700000.0,-700000.0,0.0,0.0,-35800000.0,137500000.0,137500000.0,-99700000.0,87300000.0,-31700000.0,-58700000.0,-68500000.0,9800000.0,9800000.0,-106500000.0,9900000.0,9900000.0,-3800000.0,9200000.0,,-7600000.0,-7600000.0,68700000.0,68700000.0,48900000.0,48900000.0,19800000.0,176600000.0,176600000.0,-5900000.0,2024-03-31,-599900000.0,-9300000.0,-9300000.0,-599900000.0,-599900000.0,190000000.0
