tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-7476000.0,0.21,235400000.0,-35600000.0,-35600000.0,26600000.0,70500000.0,1120500000.0,199800000.0,129300000.0,-45800000.0,45800000.0,54724000.0,26600000.0,1489700000.0,162400000.0,378393258.0,377320182.0,0.07,0.07,59700000.0,33100000.0,26600000.0,26600000.0,26600000.0,26600000.0,56900000.0,83500000.0,-35600000.0,-600000.0,600000.0,-35000000.0,-45800000.0,45800000.0,164900000.0,346800000.0,-4600000.0,48100000.0,48100000.0,48100000.0,48100000.0,303300000.0,511700000.0,1142900000.0,1654600000.0,1654600000.0,2022-12-31
-2520000.0,0.21,213100000.0,-12000000.0,-12000000.0,50300000.0,66600000.0,1004200000.0,201100000.0,134500000.0,-46800000.0,46800000.0,59780000.0,50300000.0,1374600000.0,130300000.0,381683511.0,378129786.0,0.12,0.13,46100000.0,-4200000.0,50300000.0,50300000.0,50300000.0,50300000.0,37400000.0,87700000.0,-12000000.0,-13100000.0,13100000.0,1100000.0,-46800000.0,46800000.0,146500000.0,349000000.0,-4900000.0,45200000.0,45200000.0,45200000.0,45200000.0,308700000.0,495500000.0,1025600000.0,1521100000.0,1521100000.0,2023-03-31
-16463800.0,0.263,289700000.0,-62600000.0,-62600000.0,83200000.0,67300000.0,1118200000.0,227100000.0,159800000.0,-46900000.0,46900000.0,129336200.0,83200000.0,1511700000.0,205800000.0,382351210.0,379938365.0,0.22,0.22,83200000.0,0.0,83200000.0,83200000.0,83200000.0,83200000.0,29700000.0,112900000.0,-62600000.0,-9100000.0,9100000.0,-53500000.0,-46900000.0,46900000.0,222400000.0,371600000.0,-1400000.0,45400000.0,45400000.0,45400000.0,45400000.0,327600000.0,594000000.0,1140100000.0,1734100000.0,1734100000.0,2023-06-30
-23288000.0,0.355,323100000.0,-65600000.0,-65600000.0,94100000.0,68200000.0,1092300000.0,257500000.0,189300000.0,-43500000.0,43500000.0,136412000.0,94100000.0,1487700000.0,250900000.0,388240664.0,380899419.0,0.24,0.25,94100000.0,0.0,94100000.0,94100000.0,94100000.0,94100000.0,51700000.0,145800000.0,-65600000.0,-1300000.0,1300000.0,-64300000.0,-43500000.0,43500000.0,254900000.0,372700000.0,,45500000.0,45500000.0,45500000.0,45500000.0,327200000.0,627600000.0,1115000000.0,1742600000.0,1742600000.0,2023-09-30
-13188000.0,0.21,361900000.0,-62800000.0,-62800000.0,232600000.0,68900000.0,1158300000.0,299100000.0,230200000.0,-42900000.0,42900000.0,282212000.0,232600000.0,1572400000.0,285200000.0,390499535.0,381562642.0,0.6,0.61,232600000.0,0.0,232600000.0,232600000.0,232600000.0,232600000.0,-45300000.0,187300000.0,-62800000.0,-5600000.0,5100000.0,-57200000.0,-42900000.0,42900000.0,293000000.0,390400000.0,-3600000.0,45200000.0,45200000.0,45200000.0,45200000.0,348800000.0,683400000.0,1182000000.0,1865400000.0,1865400000.0,2023-12-31
-72040000.0,0.4,274800000.0,-180100000.0,-180100000.0,-5900000.0,68700000.0,1050000000.0,94700000.0,26000000.0,-39000000.0,39000000.0,102160000.0,-5900000.0,1433000000.0,202600000.0,379135184.0,379135184.0,-0.02,-0.02,-5900000.0,0.0,-5900000.0,-5900000.0,-5900000.0,-5900000.0,-7100000.0,-13000000.0,-180100000.0,-300000.0,300000.0,-179800000.0,-39000000.0,39000000.0,206100000.0,360300000.0,300000.0,46000000.0,46000000.0,46000000.0,46000000.0,314000000.0,566400000.0,1072700000.0,1639100000.0,1639100000.0,2024-03-31
