free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
437000000.0,0.0,-197000000.0,0.0,-150000000.0,37000000.0,109000000.0,1099000000.0,1029000000.0,51000000.0,19000000.0,-353000000.0,-353000000.0,1000000.0,-146000000.0,-146000000.0,-11000000.0,0.0,-197000000.0,0.0,0.0,,-197000000.0,-197000000.0,0.0,-215000000.0,-215000000.0,6000000.0,,,-71000000.0,-71000000.0,-150000000.0,587000000.0,587000000.0,248000000.0,-95000000.0,8000000.0,-272000000.0,-272000000.0,-348000000.0,76000000.0,76000000.0,231000000.0,376000000.0,-69000000.0,8000000.0,15000000.0,-28000000.0,-28000000.0,133000000.0,133000000.0,,,,,,246000000.0,2022-12-31
-35000000.0,0.0,-400000000.0,828000000.0,-120000000.0,73000000.0,107000000.0,1426000000.0,1099000000.0,29000000.0,298000000.0,277000000.0,277000000.0,-5000000.0,-146000000.0,-146000000.0,0.0,0.0,428000000.0,828000000.0,,828000000.0,-400000000.0,-400000000.0,0.0,-64000000.0,-64000000.0,6000000.0,50000000.0,50000000.0,0.0,0.0,-120000000.0,85000000.0,85000000.0,-426000000.0,-39000000.0,-88000000.0,286000000.0,286000000.0,175000000.0,111000000.0,111000000.0,-308000000.0,-277000000.0,29000000.0,17000000.0,0.0,-131000000.0,-131000000.0,133000000.0,133000000.0,41000000.0,41000000.0,92000000.0,190000000.0,190000000.0,273000000.0,2023-03-31
414000000.0,0.0,-212000000.0,-178000000.0,-122000000.0,57000000.0,163000000.0,1228000000.0,1426000000.0,35000000.0,-233000000.0,-543000000.0,-543000000.0,-7000000.0,-146000000.0,-146000000.0,0.0,0.0,-390000000.0,-740000000.0,,-728000000.0,350000000.0,-200000000.0,550000000.0,-226000000.0,-226000000.0,0.0,2000000.0,2000000.0,-106000000.0,-106000000.0,-122000000.0,536000000.0,536000000.0,-209000000.0,-38000000.0,27000000.0,-79000000.0,-79000000.0,-19000000.0,-60000000.0,-60000000.0,132000000.0,-251000000.0,79000000.0,17000000.0,0.0,19000000.0,19000000.0,133000000.0,133000000.0,,,,0.0,0.0,497000000.0,2023-06-30
753000000.0,0.0,-504000000.0,-100000000.0,-139000000.0,51000000.0,108000000.0,1218000000.0,1228000000.0,-54000000.0,44000000.0,-739000000.0,-739000000.0,18000000.0,-153000000.0,-153000000.0,0.0,0.0,-604000000.0,-104000000.0,-4000000.0,,-500000000.0,-500000000.0,0.0,-109000000.0,-109000000.0,24000000.0,8000000.0,8000000.0,-2000000.0,-2000000.0,-139000000.0,892000000.0,892000000.0,308000000.0,-56000000.0,-9000000.0,-43000000.0,-43000000.0,-84000000.0,41000000.0,41000000.0,246000000.0,170000000.0,17000000.0,8000000.0,0.0,-19000000.0,-19000000.0,142000000.0,142000000.0,,,,0.0,0.0,436000000.0,2023-09-30
730000000.0,-86000000.0,-284000000.0,0.0,-168000000.0,32000000.0,117000000.0,1514000000.0,1218000000.0,100000000.0,196000000.0,-545000000.0,-545000000.0,-22000000.0,-153000000.0,-153000000.0,-86000000.0,-86000000.0,-284000000.0,16000000.0,,,-300000000.0,-300000000.0,0.0,-157000000.0,-157000000.0,72000000.0,,,-1000000.0,-1000000.0,-168000000.0,898000000.0,898000000.0,641000000.0,86000000.0,17000000.0,37000000.0,37000000.0,58000000.0,-21000000.0,-21000000.0,133000000.0,368000000.0,-121000000.0,17000000.0,160000000.0,-52000000.0,-52000000.0,150000000.0,150000000.0,,,,0.0,0.0,103000000.0,2023-12-31
-316000000.0,-149000000.0,0.0,278000000.0,-256000000.0,66000000.0,94000000.0,1181000000.0,1514000000.0,1000000.0,-334000000.0,-35000000.0,-35000000.0,-11000000.0,-153000000.0,-153000000.0,-149000000.0,-149000000.0,278000000.0,4000000.0,,4000000.0,274000000.0,0.0,274000000.0,-239000000.0,-239000000.0,17000000.0,,,,,-256000000.0,-60000000.0,-60000000.0,-554000000.0,7000000.0,-66000000.0,78000000.0,78000000.0,-10000000.0,88000000.0,88000000.0,-229000000.0,-344000000.0,-23000000.0,12000000.0,,-45000000.0,-45000000.0,141000000.0,141000000.0,38000000.0,38000000.0,103000000.0,,0.0,409000000.0,2024-03-31
