tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-8238244.514107,0.22884,541000000.0,-36000000.0,-36000000.0,238000000.0,133000000.0,2623000000.0,505000000.0,372000000.0,-33000000.0,53000000.0,20000000.0,265761755.485893,238000000.0,3811000000.0,236600000.0,235500000.0,1.01,1.01,238000000.0,238000000.0,238000000.0,-8000000.0,246000000.0,0.0,246000000.0,73000000.0,319000000.0,-22000000.0,9000000.0,-9000000.0,3000000.0,15000000.0,-3000000.0,5000000.0,-33000000.0,53000000.0,20000000.0,374000000.0,1188000000.0,133000000.0,133000000.0,41000000.0,41000000.0,92000000.0,108000000.0,955000000.0,955000000.0,955000000.0,,1562000000.0,2623000000.0,4185000000.0,4185000000.0,2022-12-31
0.0,0.227,545000000.0,0.0,0.0,264000000.0,133000000.0,2596000000.0,545000000.0,412000000.0,-34000000.0,59000000.0,25000000.0,264000000.0,264000000.0,4015000000.0,236900000.0,235800000.0,1.11,1.12,264000000.0,264000000.0,264000000.0,-9000000.0,273000000.0,,273000000.0,80000000.0,353000000.0,22000000.0,22000000.0,0.0,,0.0,,,-34000000.0,59000000.0,25000000.0,365000000.0,1419000000.0,133000000.0,133000000.0,41000000.0,41000000.0,92000000.0,104000000.0,1182000000.0,1182000000.0,992000000.0,190000000.0,1784000000.0,2596000000.0,4380000000.0,4380000000.0,2023-03-31
0.0,0.231,846000000.0,0.0,0.0,490000000.0,133000000.0,2866000000.0,846000000.0,713000000.0,-35000000.0,67000000.0,32000000.0,490000000.0,490000000.0,4178000000.0,237300000.0,236000000.0,2.06,2.08,490000000.0,490000000.0,490000000.0,-7000000.0,497000000.0,0.0,497000000.0,149000000.0,646000000.0,-13000000.0,-13000000.0,0.0,,0.0,,,-35000000.0,67000000.0,32000000.0,694000000.0,1312000000.0,133000000.0,133000000.0,40000000.0,40000000.0,93000000.0,110000000.0,1069000000.0,1069000000.0,1069000000.0,0.0,2006000000.0,2866000000.0,4872000000.0,4872000000.0,2023-06-30
0.0,0.217,763000000.0,0.0,0.0,426000000.0,142000000.0,2752000000.0,763000000.0,621000000.0,-25000000.0,64000000.0,39000000.0,426000000.0,426000000.0,4049000000.0,237500000.0,236200000.0,1.79,1.8,426000000.0,426000000.0,426000000.0,-10000000.0,436000000.0,0.0,436000000.0,121000000.0,557000000.0,-13000000.0,-13000000.0,0.0,,0.0,,,-25000000.0,64000000.0,39000000.0,595000000.0,1297000000.0,142000000.0,142000000.0,40000000.0,40000000.0,102000000.0,108000000.0,1047000000.0,1047000000.0,1047000000.0,0.0,1892000000.0,2752000000.0,4644000000.0,4644000000.0,2023-09-30
-42210000.0,0.21,600000000.0,-201000000.0,-201000000.0,90000000.0,150000000.0,2531000000.0,399000000.0,249000000.0,-13000000.0,57000000.0,44000000.0,248790000.0,90000000.0,3945000000.0,237300000.0,236200000.0,0.38,0.38,90000000.0,90000000.0,90000000.0,-13000000.0,103000000.0,0.0,103000000.0,89000000.0,192000000.0,-200000000.0,-20000000.0,-181000000.0,,160000000.0,,,-13000000.0,57000000.0,44000000.0,405000000.0,1414000000.0,150000000.0,150000000.0,46000000.0,46000000.0,104000000.0,111000000.0,1153000000.0,1153000000.0,1114000000.0,39000000.0,1819000000.0,2531000000.0,4350000000.0,4350000000.0,2023-12-31
0.0,0.24,734000000.0,,,400000000.0,141000000.0,2445000000.0,734000000.0,593000000.0,-13000000.0,55000000.0,42000000.0,400000000.0,400000000.0,3759000000.0,236900000.0,235600000.0,1.69,1.7,400000000.0,400000000.0,400000000.0,-9000000.0,409000000.0,,409000000.0,129000000.0,538000000.0,-1000000.0,-1000000.0,,,,,,-13000000.0,55000000.0,42000000.0,552000000.0,1314000000.0,141000000.0,141000000.0,38000000.0,38000000.0,103000000.0,109000000.0,1064000000.0,1064000000.0,1064000000.0,0.0,1866000000.0,2445000000.0,4311000000.0,4311000000.0,2024-03-31
