tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
2393523.095932,0.027733,1267477000.0,86305000.0,86305000.0,587214000.0,612367000.0,438830000.0,1353782000.0,741415000.0,-120796000.0,103662000.0,503302523.095932,587214000.0,1148739000.0,813449000.0,946953000.0,919467000.0,0.63,0.64,599342000.0,13588000.0,585754000.0,1460000.0,587214000.0,-32852000.0,620066000.0,620066000.0,17687000.0,637753000.0,155696000.0,-1289000.0,1289000.0,69391000.0,87594000.0,-120796000.0,103662000.0,602853000.0,709909000.0,12122000.0,612367000.0,612367000.0,85420000.0,85420000.0,85420000.0,1312762000.0,438830000.0,1751592000.0,1751592000.0,2022-12-31
963036.472583,0.060432,1253131000.0,15936000.0,15936000.0,464623000.0,602367000.0,484263000.0,1269067000.0,666700000.0,-136000000.0,136000000.0,449650036.472583,464623000.0,1193591000.0,579043000.0,951624000.0,923888000.0,0.5,0.5,474913000.0,11743000.0,463170000.0,1453000.0,464623000.0,-34006000.0,498629000.0,498629000.0,32071000.0,530700000.0,91715000.0,3275000.0,-3275000.0,75779000.0,12661000.0,-136000000.0,136000000.0,574996000.0,709328000.0,7184000.0,602367000.0,602367000.0,99777000.0,99777000.0,99777000.0,1284324000.0,484263000.0,1768587000.0,1768587000.0,2023-03-31
13746142.63887,0.05831,1874962000.0,235742000.0,235742000.0,1216028000.0,602168000.0,538844000.0,2110704000.0,1508536000.0,-149818000.0,149818000.0,994032142.63887,1216028000.0,1248819000.0,1411790000.0,951706000.0,924191000.0,1.31,1.31,1245253000.0,30700000.0,1214553000.0,1475000.0,1216028000.0,-63463000.0,1279491000.0,1279491000.0,79227000.0,1358718000.0,306384000.0,0.0,,70642000.0,235742000.0,-149818000.0,149818000.0,1202152000.0,709975000.0,12160000.0,602168000.0,602168000.0,95647000.0,95647000.0,95647000.0,1912127000.0,538844000.0,2450971000.0,2450971000.0,2023-06-30
14064209.282899,0.049076,1376869000.0,286578000.0,286578000.0,747627000.0,642010000.0,500145000.0,1663447000.0,1021437000.0,-181053000.0,181053000.0,475113209.282899,747627000.0,1251170000.0,882108000.0,951908000.0,924395000.0,0.8,0.81,765228000.0,19054000.0,746174000.0,1453000.0,747627000.0,-51514000.0,799141000.0,799141000.0,41243000.0,840384000.0,357943000.0,0.0,,71365000.0,286578000.0,-181053000.0,181053000.0,663494000.0,751025000.0,12342000.0,642010000.0,642010000.0,96673000.0,96673000.0,96673000.0,1414519000.0,500145000.0,1914664000.0,1914664000.0,2023-09-30
13983327.255199,0.079655,1348901000.0,175549000.0,175549000.0,630936000.0,638346000.0,487083000.0,1524450000.0,886104000.0,-174332000.0,151723000.0,469370327.255199,630936000.0,1245406000.0,834851000.0,952399000.0,924605000.0,0.68,0.68,645785000.0,16309000.0,629476000.0,1460000.0,630936000.0,-44948000.0,675884000.0,675884000.0,58497000.0,734381000.0,264990000.0,0.0,0.0,89441000.0,175549000.0,-174332000.0,151723000.0,643841000.0,758323000.0,21668000.0,638346000.0,638346000.0,98309000.0,98309000.0,98309000.0,1402164000.0,487083000.0,1889247000.0,1889247000.0,2023-12-31
6027208.272366,0.049427,1372170000.0,121942000.0,121942000.0,585715000.0,637505000.0,533068000.0,1494112000.0,856607000.0,-193000000.0,193000000.0,469800208.272366,585715000.0,1294108000.0,720355000.0,953912000.0,925322000.0,0.63,0.63,599115000.0,14852000.0,584263000.0,1452000.0,585715000.0,-45092000.0,630807000.0,630807000.0,32800000.0,663607000.0,194414000.0,536000.0,-536000.0,72472000.0,121406000.0,-193000000.0,193000000.0,662513000.0,761040000.0,12244000.0,637505000.0,637505000.0,111291000.0,111291000.0,111291000.0,1423553000.0,533068000.0,1956621000.0,1956621000.0,2024-03-31
