ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_note_receivables,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,receivables,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,income_tax_payable,other_intangible_assets,cash_equivalents,cash_financial
452318526.0,452318526.0,1970000.0,6715405000.0,6717675000.0,689376000.0,6715405000.0,1970000.0,6717675000.0,6717675000.0,6717675000.0,6717675000.0,66547000.0,2898466000.0,3752662000.0,3752662000.0,42231000.0,11514000.0,10197000.0,3524000.0,165000.0,165000.0,1152000.0,1152000.0,30717000.0,818000.0,818000.0,14566000.0,15333000.0,15333000.0,,2763000.0,12570000.0,6759906000.0,6039813000.0,3691000.0,8073000.0,5757000.0,0.0,560000.0,255535000.0,255535000.0,255535000.0,,,2270000.0,5763927000.0,-2544142000.0,8308069000.0,8797000.0,4917000.0,720093000.0,431000.0,2856000.0,10530000.0,10530000.0,10187000.0,1029000.0,,0.0,9158000.0,696089000.0,696089000.0,2022-12-31,,,,
445736042.0,445736042.0,1769000.0,6810280000.0,6812454000.0,736579000.0,6810280000.0,1769000.0,6812454000.0,6812454000.0,6812454000.0,6812454000.0,22466000.0,3024034000.0,3765954000.0,3765954000.0,93025000.0,7509000.0,6388000.0,3598000.0,180000.0,180000.0,941000.0,941000.0,85516000.0,828000.0,828000.0,7642000.0,77046000.0,77046000.0,67910000.0,0.0,9136000.0,6905479000.0,6083384000.0,4202000.0,8232000.0,5469000.0,,738000.0,308330000.0,308330000.0,308330000.0,309068000.0,309068000.0,2174000.0,5754239000.0,-2586185000.0,8340424000.0,8797000.0,5000000.0,822095000.0,604000.0,2775000.0,6555000.0,6555000.0,12464000.0,992000.0,3228000.0,,8244000.0,799697000.0,799697000.0,2023-03-31,,,,
452969332.0,452969332.0,6534000.0,6844335000.0,6846413000.0,830568000.0,6844335000.0,6534000.0,6846413000.0,6846413000.0,6846413000.0,6846413000.0,-26189000.0,3099375000.0,3773227000.0,3773227000.0,33492000.0,14613000.0,8498000.0,3949000.0,190000.0,190000.0,5925000.0,5925000.0,18879000.0,609000.0,609000.0,8692000.0,9578000.0,9578000.0,,0.0,9578000.0,6879905000.0,6030458000.0,5340000.0,8393000.0,6040000.0,,458000.0,255076000.0,255076000.0,255076000.0,,,2078000.0,5753073000.0,-2639625000.0,8392698000.0,13635000.0,5097000.0,849447000.0,961000.0,3505000.0,4956000.0,4956000.0,11188000.0,921000.0,4217000.0,,6050000.0,828837000.0,828837000.0,2023-06-30,,,,
452996141.0,452996141.0,6244000.0,6841279000.0,6843261000.0,834200000.0,6841279000.0,6244000.0,6843261000.0,6843261000.0,6843261000.0,6843261000.0,-78872000.0,3147800000.0,3774333000.0,3774333000.0,38254000.0,16261000.0,10418000.0,4196000.0,189000.0,189000.0,5654000.0,5654000.0,21993000.0,590000.0,590000.0,9404000.0,11999000.0,11999000.0,,0.0,11999000.0,6881515000.0,6025322000.0,5271000.0,8555000.0,5774000.0,,315000.0,200578000.0,200578000.0,200578000.0,,,1982000.0,5802847000.0,-2684399000.0,8487246000.0,13611000.0,5104000.0,856193000.0,1527000.0,2826000.0,2429000.0,2429000.0,15492000.0,972000.0,5000000.0,,9520000.0,833919000.0,833919000.0,2023-09-30,,,,
453069254.0,453069254.0,6229000.0,6979120000.0,6985516000.0,541336000.0,6979120000.0,6229000.0,6985516000.0,6985516000.0,6985516000.0,6985516000.0,-40091000.0,3248284000.0,3777323000.0,3777323000.0,45669000.0,19594000.0,13737000.0,4624000.0,232000.0,232000.0,5625000.0,5625000.0,26075000.0,604000.0,604000.0,12013000.0,13458000.0,13458000.0,,0.0,13458000.0,7031185000.0,6463774000.0,5861000.0,8717000.0,5496000.0,,,246678000.0,246678000.0,246678000.0,,,6396000.0,6190626000.0,-2741434000.0,8932060000.0,,,567411000.0,871000.0,2628000.0,1372000.0,1372000.0,16013000.0,743000.0,5935000.0,,9335000.0,546527000.0,546527000.0,2023-12-31,0.0,6396000.0,335097000.0,211430000.0
