free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
52000000.0,-10000000.0,-86000000.0,0.0,13000000.0,-53000000.0,59000000.0,51000000.0,683000000.0,,971000000.0,,-288000000.0,-135000000.0,-135000000.0,-2000000.0,-50000000.0,-50000000.0,3000000.0,-10000000.0,13000000.0,-86000000.0,-86000000.0,-86000000.0,0.0,-258000000.0,-258000000.0,-15000000.0,-190000000.0,0.0,-190000000.0,-53000000.0,-53000000.0,105000000.0,105000000.0,-231000000.0,-12000000.0,28000000.0,-211000000.0,-119000000.0,-92000000.0,-92000000.0,-36000000.0,5000000.0,20000000.0,37000000.0,10000000.0,10000000.0,84000000.0,84000000.0,180000000.0,2022-12-31
-137000000.0,-43000000.0,-1711000000.0,1743000000.0,12000000.0,-39000000.0,45000000.0,135000000.0,491000000.0,,683000000.0,2000000.0,-194000000.0,-57000000.0,-57000000.0,-8000000.0,-50000000.0,-50000000.0,-31000000.0,-43000000.0,12000000.0,32000000.0,32000000.0,-1711000000.0,1743000000.0,-39000000.0,-39000000.0,,0.0,0.0,0.0,-39000000.0,-39000000.0,-98000000.0,-98000000.0,-324000000.0,-65000000.0,-9000000.0,-84000000.0,13000000.0,-97000000.0,-97000000.0,-166000000.0,5000000.0,18000000.0,,-43000000.0,-43000000.0,82000000.0,82000000.0,164000000.0,2023-03-31
124000000.0,0.0,-325000000.0,200000000.0,13000000.0,-40000000.0,,,329000000.0,,491000000.0,1000000.0,-44000000.0,-164000000.0,-164000000.0,-2000000.0,-50000000.0,-50000000.0,13000000.0,0.0,13000000.0,-125000000.0,-325000000.0,-325000000.0,0.0,-44000000.0,-44000000.0,,-4000000.0,0.0,-4000000.0,-40000000.0,-40000000.0,164000000.0,164000000.0,-105000000.0,-60000000.0,58000000.0,-146000000.0,-45000000.0,-101000000.0,-101000000.0,43000000.0,1000000.0,19000000.0,,-45000000.0,-45000000.0,84000000.0,84000000.0,210000000.0,2023-06-30
745000000.0,-1000000.0,-5000000.0,-200000000.0,12000000.0,-50000000.0,,,750000000.0,-70000000.0,329000000.0,-3000000.0,494000000.0,-249000000.0,-249000000.0,-5000000.0,-50000000.0,-50000000.0,11000000.0,-1000000.0,12000000.0,-205000000.0,-5000000.0,-5000000.0,0.0,-52000000.0,-52000000.0,,-2000000.0,0.0,-2000000.0,-50000000.0,-50000000.0,795000000.0,795000000.0,487000000.0,24000000.0,92000000.0,357000000.0,137000000.0,220000000.0,220000000.0,14000000.0,19000000.0,20000000.0,,-104000000.0,-104000000.0,82000000.0,82000000.0,-396000000.0,2023-09-30
226000000.0,-202000000.0,-4000000.0,0.0,13000000.0,-78000000.0,47000000.0,110000000.0,777000000.0,38000000.0,750000000.0,6000000.0,-17000000.0,-245000000.0,-245000000.0,-1000000.0,-51000000.0,-51000000.0,-189000000.0,-202000000.0,13000000.0,-4000000.0,-4000000.0,-4000000.0,0.0,-76000000.0,-76000000.0,,2000000.0,2000000.0,0.0,-78000000.0,-78000000.0,304000000.0,304000000.0,-115000000.0,-57000000.0,-1000000.0,-101000000.0,-110000000.0,9000000.0,9000000.0,44000000.0,3000000.0,20000000.0,0.0,83000000.0,83000000.0,83000000.0,83000000.0,230000000.0,2023-12-31
