preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,non_current_deferred_assets,non_current_deferred_taxes_assets
181000000.0,137000000.0,137000000.0,4404000000.0,5490000000.0,-3349000000.0,9219000000.0,-304000000.0,-3349000000.0,570000000.0,4299000000.0,8227000000.0,4353000000.0,54000000.0,4299000000.0,-73000000.0,-73000000.0,2367000000.0,2005000000.0,0.0,0.0,0.0,8718000000.0,4771000000.0,233000000.0,40000000.0,,40000000.0,4498000000.0,570000000.0,3928000000.0,3947000000.0,380000000.0,380000000.0,992000000.0,992000000.0,672000000.0,320000000.0,,345000000.0,2230000000.0,1497000000.0,733000000.0,733000000.0,13071000000.0,9428000000.0,370000000.0,18000000.0,18000000.0,7648000000.0,952000000.0,6696000000.0,1392000000.0,-532000000.0,1924000000.0,404000000.0,147000000.0,545000000.0,673000000.0,138000000.0,17000000.0,0.0,3643000000.0,323000000.0,167000000.0,287000000.0,73000000.0,34000000.0,180000000.0,2350000000.0,-28000000.0,1010000000.0,1368000000.0,516000000.0,516000000.0,2022-12-31,,,
,137000000.0,137000000.0,4635000000.0,5576000000.0,-3196000000.0,9423000000.0,504000000.0,-3196000000.0,562000000.0,4409000000.0,9084000000.0,4464000000.0,55000000.0,4409000000.0,-64000000.0,-64000000.0,2479000000.0,1994000000.0,0.0,0.0,,8668000000.0,5507000000.0,256000000.0,14000000.0,,14000000.0,5237000000.0,562000000.0,4675000000.0,3161000000.0,352000000.0,352000000.0,339000000.0,339000000.0,19000000.0,320000000.0,,,2470000000.0,712000000.0,1758000000.0,1758000000.0,13132000000.0,9467000000.0,399000000.0,,,7605000000.0,902000000.0,6703000000.0,1463000000.0,,1463000000.0,,,1463000000.0,,,,,3665000000.0,356000000.0,112000000.0,300000000.0,,,,2518000000.0,,997000000.0,1521000000.0,379000000.0,379000000.0,2023-03-31,,,
,137000000.0,137000000.0,4560000000.0,5442000000.0,-2955000000.0,9486000000.0,721000000.0,-2955000000.0,553000000.0,4597000000.0,9267000000.0,4653000000.0,56000000.0,4597000000.0,-63000000.0,-63000000.0,2636000000.0,2024000000.0,0.0,0.0,,8373000000.0,5518000000.0,253000000.0,42000000.0,26000000.0,16000000.0,5223000000.0,553000000.0,4670000000.0,2855000000.0,305000000.0,305000000.0,219000000.0,219000000.0,19000000.0,0.0,200000000.0,,2331000000.0,666000000.0,1665000000.0,1665000000.0,13026000000.0,9450000000.0,436000000.0,,,7552000000.0,851000000.0,6701000000.0,1462000000.0,,1462000000.0,,,1462000000.0,,,,,3576000000.0,340000000.0,119000000.0,310000000.0,,,,2478000000.0,,984000000.0,1494000000.0,329000000.0,329000000.0,2023-06-30,,,
,137506136.0,137506136.0,3935000000.0,5212000000.0,-2646000000.0,8831000000.0,951000000.0,-2646000000.0,527000000.0,4146000000.0,8813000000.0,4203000000.0,57000000.0,4146000000.0,-95000000.0,-95000000.0,2186000000.0,2055000000.0,0.0,0.0,,8554000000.0,5514000000.0,291000000.0,29000000.0,23000000.0,6000000.0,5194000000.0,527000000.0,4667000000.0,3040000000.0,449000000.0,449000000.0,18000000.0,18000000.0,18000000.0,0.0,,,2573000000.0,801000000.0,1772000000.0,1772000000.0,12757000000.0,8766000000.0,527000000.0,,,6792000000.0,713000000.0,6079000000.0,1447000000.0,,1447000000.0,,,1447000000.0,,,,,3991000000.0,305000000.0,189000000.0,295000000.0,,,,2452000000.0,,1047000000.0,1405000000.0,750000000.0,750000000.0,2023-09-30,,,
181000000.0,135766419.0,135766419.0,3905000000.0,5198000000.0,-2578000000.0,8883000000.0,1015000000.0,-2578000000.0,516000000.0,4201000000.0,8865000000.0,4258000000.0,57000000.0,4201000000.0,-48000000.0,-48000000.0,2364000000.0,1885000000.0,0.0,0.0,0.0,8437000000.0,5447000000.0,264000000.0,3000000.0,,3000000.0,5180000000.0,516000000.0,4664000000.0,2990000000.0,442000000.0,442000000.0,18000000.0,18000000.0,18000000.0,0.0,,,2530000000.0,1794000000.0,736000000.0,736000000.0,12695000000.0,8690000000.0,336000000.0,,,6779000000.0,667000000.0,6112000000.0,1473000000.0,-618000000.0,2091000000.0,455000000.0,172000000.0,512000000.0,798000000.0,137000000.0,17000000.0,0.0,4005000000.0,489000000.0,,310000000.0,72000000.0,48000000.0,190000000.0,2429000000.0,-28000000.0,1041000000.0,1416000000.0,777000000.0,777000000.0,2023-12-31,0.0,102000000.0,102000000.0
