tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,securities_amortization,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-568780.057401,0.153974,152537000.0,-3694000.0,-3694000.0,119090000.0,8765000.0,192203000.0,148843000.0,140078000.0,3991000.0,3991000.0,122215219.942599,119090000.0,319934000.0,136892000.0,48549000.0,46979000.0,2.45,2.53,119090000.0,119090000.0,119090000.0,119090000.0,119090000.0,21674000.0,140764000.0,-3305000.0,1082000.0,-3186000.0,3186000.0,693000.0,-508000.0,3991000.0,3991000.0,140078000.0,127731000.0,61674000.0,66057000.0,267809000.0,192203000.0,460012000.0,460012000.0,2022-12-31
0.0,0.153,134263000.0,-2000000.0,-2000000.0,109802000.0,9987000.0,192285000.0,134263000.0,124276000.0,4808000.0,4808000.0,109802000.0,109802000.0,326789000.0,124276000.0,48655000.0,47234000.0,2.26,2.32,109802000.0,109802000.0,109802000.0,109802000.0,109802000.0,19771000.0,129573000.0,489000.0,749000.0,-2000000.0,2000000.0,260000.0,,4808000.0,4808000.0,124276000.0,134504000.0,63709000.0,70795000.0,258780000.0,192285000.0,451065000.0,451065000.0,2023-03-31
18256.0,0.163,122166000.0,112000.0,112000.0,99504000.0,9953000.0,193453000.0,122278000.0,112325000.0,5965000.0,5965000.0,99410256.0,99504000.0,328803000.0,112325000.0,48756000.0,47489000.0,2.04,2.1,99504000.0,99504000.0,99504000.0,99504000.0,99504000.0,19364000.0,118868000.0,578000.0,262000.0,-3800000.0,3800000.0,-204000.0,3912000.0,5965000.0,5965000.0,112325000.0,135350000.0,63688000.0,71662000.0,247675000.0,193453000.0,441128000.0,441128000.0,2023-06-30
0.0,0.121,145566000.0,,,121163000.0,10000000.0,211326000.0,145566000.0,135566000.0,6071000.0,6071000.0,121163000.0,121163000.0,339301000.0,135566000.0,48792000.0,47780000.0,2.48,2.54,121163000.0,121163000.0,121163000.0,121163000.0,121163000.0,16692000.0,137855000.0,-3782000.0,-5429000.0,,,-1647000.0,,6071000.0,6071000.0,135566000.0,127975000.0,64787000.0,63188000.0,263541000.0,211326000.0,474867000.0,474867000.0,2023-09-30
0.0,0.189385,119797000.0,0.0,0.0,96905000.0,10228000.0,202889000.0,119797000.0,109569000.0,6519000.0,6519000.0,96905000.0,96905000.0,344443000.0,109569000.0,48881000.0,47936000.0,1.98,2.02,96905000.0,96905000.0,96905000.0,96905000.0,96905000.0,22640000.0,119545000.0,3457000.0,-229000.0,,,-3686000.0,0.0,6519000.0,6519000.0,109569000.0,141554000.0,71459000.0,70095000.0,251123000.0,202889000.0,454012000.0,454012000.0,2023-12-31
