tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
16914450.412682,0.208306,842800000.0,81200000.0,81200000.0,604300000.0,133200000.0,966000000.0,924000000.0,790800000.0,-18400000.0,27500000.0,9100000.0,540014450.412682,604300000.0,1407000000.0,704300000.0,447900000.0,432200000.0,1.35,1.4,602800000.0,,604300000.0,604300000.0,0.0,604300000.0,604300000.0,159000000.0,763300000.0,85100000.0,3900000.0,81200000.0,64900000.0,-200000.0,,0.0,6500000.0,-18400000.0,27500000.0,9100000.0,696600000.0,323900000.0,16100000.0,16100000.0,16100000.0,16100000.0,136400000.0,171400000.0,74200000.0,97200000.0,97200000.0,1020500000.0,1083100000.0,2103600000.0,2103600000.0,2022-12-31
-9669600.0,0.153,780500000.0,-63200000.0,-63200000.0,461700000.0,145000000.0,912200000.0,717300000.0,572300000.0,-9300000.0,26400000.0,17100000.0,515230400.0,461700000.0,1343300000.0,564900000.0,448500000.0,431900000.0,1.03,1.07,462100000.0,400000.0,461700000.0,461700000.0,-500000.0,462200000.0,462200000.0,83700000.0,545900000.0,-61200000.0,2000000.0,-63200000.0,-1100000.0,13300000.0,12700000.0,,36100000.0,-9300000.0,26400000.0,17100000.0,616400000.0,301100000.0,15000000.0,15000000.0,15000000.0,15000000.0,138400000.0,147700000.0,71800000.0,75900000.0,75900000.0,917500000.0,1042200000.0,1959700000.0,1959700000.0,2023-03-31
-397800.0,0.153,849300000.0,-2600000.0,-2600000.0,576600000.0,148800000.0,964200000.0,846700000.0,697900000.0,7600000.0,16400000.0,24000000.0,578802200.0,576600000.0,1417100000.0,674700000.0,448700000.0,431700000.0,1.29,1.34,577000000.0,400000.0,576600000.0,576600000.0,-500000.0,577100000.0,577100000.0,104400000.0,681500000.0,-3400000.0,-800000.0,-2600000.0,500000.0,,0.0,0.0,3100000.0,7600000.0,16400000.0,24000000.0,677300000.0,316100000.0,12000000.0,12000000.0,12000000.0,12000000.0,145300000.0,158800000.0,71600000.0,87200000.0,87200000.0,993400000.0,1101000000.0,2094400000.0,2094400000.0,2023-06-30
-1558000.0,0.164,878600000.0,-9500000.0,-9500000.0,582700000.0,155400000.0,1006700000.0,869100000.0,713700000.0,9500000.0,16200000.0,25700000.0,590642000.0,582700000.0,1484400000.0,687000000.0,450700000.0,431200000.0,1.29,1.35,583100000.0,400000.0,582700000.0,582700000.0,-200000.0,582900000.0,582900000.0,114600000.0,697500000.0,-8400000.0,1100000.0,-9500000.0,-100000.0,,0.0,0.0,9400000.0,9500000.0,16200000.0,25700000.0,696400000.0,334300000.0,12000000.0,12000000.0,12000000.0,12000000.0,143400000.0,178900000.0,68200000.0,110700000.0,110700000.0,1030700000.0,1150100000.0,2180800000.0,2180800000.0,2023-09-30
-1057456.212146,0.077754,800600000.0,-13600000.0,-13600000.0,562700000.0,160300000.0,928000000.0,787000000.0,626700000.0,10500000.0,15800000.0,26300000.0,575242543.787854,562700000.0,1394600000.0,612100000.0,439500000.0,428100000.0,1.28,1.31,562800000.0,100000.0,562700000.0,562700000.0,-700000.0,563400000.0,563400000.0,47500000.0,610900000.0,-23100000.0,-9500000.0,-13600000.0,0.0,0.0,,19500000.0,6800000.0,10500000.0,15800000.0,26300000.0,623500000.0,318400000.0,12100000.0,12100000.0,12100000.0,12100000.0,150200000.0,156100000.0,67500000.0,88600000.0,88600000.0,941900000.0,1076200000.0,2018100000.0,2018100000.0,2023-12-31
