treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,duefrom_related_parties_non_current,non_current_note_receivables,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,receivables,duefrom_related_parties_current,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,liabilities_heldfor_sale_non_current,dividends_payable
153019860.0,3112413730.0,3265433590.0,6067000000.0,43887000000.0,-1943000000.0,18379000000.0,-3968000000.0,-1943000000.0,34237000000.0,8729000000.0,15136000000.0,8803000000.0,74000000.0,8729000000.0,232000000.0,232000000.0,441000000.0,-1200000000.0,10138000000.0,0.0,0.0,52704000000.0,39558000000.0,977000000.0,110000000.0,110000000.0,1686000000.0,828000000.0,858000000.0,36785000000.0,30378000000.0,6407000000.0,13146000000.0,1308000000.0,1308000000.0,7102000000.0,3859000000.0,3243000000.0,208000000.0,3035000000.0,4736000000.0,601000000.0,4135000000.0,2159000000.0,71000000.0,734000000.0,500000000.0,1171000000.0,61507000000.0,52329000000.0,688000000.0,1093000000.0,1093000000.0,6000000.0,124000000.0,6000000.0,1945000000.0,10672000000.0,5477000000.0,5195000000.0,37801000000.0,-7727000000.0,45528000000.0,10952000000.0,193000000.0,31017000000.0,2523000000.0,843000000.0,0.0,9178000000.0,809000000.0,1503000000.0,70000000.0,1425000000.0,178000000.0,134000000.0,1113000000.0,5371000000.0,1788000000.0,3583000000.0,2022-12-31,,
,3186929060.0,3186929060.0,432000000.0,43592000000.0,1034000000.0,21144000000.0,-859000000.0,1034000000.0,34197000000.0,11749000000.0,18270000000.0,11830000000.0,81000000.0,11749000000.0,271000000.0,271000000.0,441000000.0,-210000000.0,12129000000.0,0.0,0.0,53142000000.0,39708000000.0,1003000000.0,111000000.0,111000000.0,1719000000.0,870000000.0,849000000.0,36875000000.0,30354000000.0,6521000000.0,13434000000.0,1400000000.0,1400000000.0,6717000000.0,3843000000.0,2874000000.0,2874000000.0,,5317000000.0,3388000000.0,1929000000.0,538000000.0,95000000.0,381000000.0,381000000.0,915000000.0,64972000000.0,52397000000.0,692000000.0,1086000000.0,1086000000.0,6000000.0,127000000.0,6000000.0,1931000000.0,10715000000.0,5499000000.0,5216000000.0,37840000000.0,,37840000000.0,,,37840000000.0,,,,12575000000.0,804000000.0,1389000000.0,63000000.0,1260000000.0,195000000.0,129000000.0,936000000.0,9059000000.0,96000000.0,8963000000.0,2023-03-31,,
153019860.0,3187740270.0,3340760130.0,,39934000000.0,2004000000.0,18831000000.0,-5180000000.0,2004000000.0,34104000000.0,13001000000.0,14066000000.0,13102000000.0,101000000.0,13001000000.0,474000000.0,474000000.0,441000000.0,805000000.0,12163000000.0,0.0,0.0,50010000000.0,34265000000.0,1057000000.0,116000000.0,116000000.0,1804000000.0,936000000.0,868000000.0,31288000000.0,30223000000.0,1065000000.0,15745000000.0,1413000000.0,1413000000.0,8646000000.0,3881000000.0,4765000000.0,4765000000.0,,5686000000.0,3336000000.0,2350000000.0,708000000.0,89000000.0,618000000.0,618000000.0,935000000.0,63112000000.0,52547000000.0,664000000.0,1082000000.0,1082000000.0,16000000.0,134000000.0,16000000.0,2199000000.0,10997000000.0,5670000000.0,5327000000.0,37455000000.0,,37455000000.0,,,37455000000.0,,,,10565000000.0,725000000.0,520000000.0,65000000.0,1190000000.0,131000000.0,126000000.0,933000000.0,8065000000.0,749000000.0,7316000000.0,2023-06-30,,
,3187740270.0,3187740270.0,,38371000000.0,3607000000.0,19567000000.0,-4012000000.0,3607000000.0,33162000000.0,14358000000.0,15333000000.0,14474000000.0,116000000.0,14358000000.0,450000000.0,450000000.0,440000000.0,2142000000.0,12206000000.0,0.0,0.0,48288000000.0,33478000000.0,1109000000.0,111000000.0,111000000.0,1869000000.0,1029000000.0,840000000.0,30389000000.0,29414000000.0,975000000.0,14810000000.0,1554000000.0,1554000000.0,7982000000.0,3748000000.0,4234000000.0,4234000000.0,,5274000000.0,2799000000.0,2475000000.0,615000000.0,92000000.0,831000000.0,831000000.0,937000000.0,62762000000.0,51964000000.0,717000000.0,1077000000.0,1077000000.0,18000000.0,133000000.0,18000000.0,2718000000.0,10751000000.0,5509000000.0,5242000000.0,36550000000.0,,36550000000.0,,,36550000000.0,,,,10798000000.0,894000000.0,529000000.0,65000000.0,1449000000.0,220000000.0,127000000.0,1102000000.0,7861000000.0,2094000000.0,5767000000.0,2023-09-30,,
51346180.0,3159046350.0,3210392530.0,,35880000000.0,1356000000.0,17449000000.0,-5355000000.0,1356000000.0,30566000000.0,12135000000.0,13400000000.0,12249000000.0,114000000.0,12135000000.0,386000000.0,386000000.0,906000000.0,794000000.0,11861000000.0,0.0,0.0,51283000000.0,33872000000.0,1118000000.0,124000000.0,124000000.0,1917000000.0,1072000000.0,845000000.0,28177000000.0,26912000000.0,1265000000.0,17411000000.0,1637000000.0,1637000000.0,7703000000.0,3654000000.0,4049000000.0,3720000000.0,329000000.0,8071000000.0,628000000.0,7443000000.0,3363000000.0,77000000.0,899000000.0,562000000.0,1019000000.0,63532000000.0,51476000000.0,2976000000.0,1043000000.0,1043000000.0,25000000.0,163000000.0,25000000.0,2564000000.0,10779000000.0,5461000000.0,5318000000.0,33926000000.0,-8456000000.0,42382000000.0,11053000000.0,259000000.0,27829000000.0,2450000000.0,791000000.0,0.0,12056000000.0,949000000.0,764000000.0,59000000.0,1149000000.0,210000000.0,184000000.0,755000000.0,9135000000.0,2189000000.0,6946000000.0,2023-12-31,2536000000.0,2085000000.0
