free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
251000000.0,-510000000.0,0.0,70000000.0,-77000000.0,2140000000.0,2997000000.0,-16000000.0,-841000000.0,-913000000.0,-913000000.0,-311000000.0,60000000.0,-222000000.0,-222000000.0,-510000000.0,-510000000.0,70000000.0,,,,70000000.0,0.0,70000000.0,-256000000.0,-256000000.0,-57000000.0,-122000000.0,134000000.0,-256000000.0,,,-77000000.0,-77000000.0,328000000.0,328000000.0,-349000000.0,-286000000.0,-24000000.0,-72000000.0,-72000000.0,-71000000.0,-1000000.0,-1000000.0,-35000000.0,68000000.0,62000000.0,34000000.0,422000000.0,-28000000.0,-28000000.0,209000000.0,209000000.0,162000000.0,162000000.0,47000000.0,40000000.0,2022-10-31
229000000.0,-507000000.0,-25000000.0,441000000.0,-55000000.0,1549000000.0,2140000000.0,15000000.0,-606000000.0,-442000000.0,-442000000.0,-148000000.0,21000000.0,-224000000.0,-224000000.0,-507000000.0,-507000000.0,416000000.0,,,,80000000.0,-25000000.0,105000000.0,-448000000.0,-448000000.0,-444000000.0,84000000.0,216000000.0,-132000000.0,,,-55000000.0,-55000000.0,284000000.0,284000000.0,-308000000.0,251000000.0,-121000000.0,132000000.0,132000000.0,131000000.0,,,-73000000.0,-497000000.0,-518000000.0,54000000.0,423000000.0,-262000000.0,-262000000.0,209000000.0,209000000.0,162000000.0,162000000.0,47000000.0,168000000.0,2023-01-31
3504000000.0,-478000000.0,-506000000.0,-299000000.0,-88000000.0,3750000000.0,1549000000.0,3000000.0,2198000000.0,-1549000000.0,-1549000000.0,-114000000.0,69000000.0,-221000000.0,-221000000.0,-478000000.0,-478000000.0,-805000000.0,-146000000.0,,-124000000.0,-659000000.0,-484000000.0,-175000000.0,155000000.0,155000000.0,240000000.0,3000000.0,181000000.0,-178000000.0,0.0,0.0,-88000000.0,-88000000.0,3592000000.0,3592000000.0,964000000.0,98000000.0,-5000000.0,798000000.0,798000000.0,152000000.0,,,-178000000.0,251000000.0,187000000.0,28000000.0,419000000.0,-99000000.0,-99000000.0,193000000.0,193000000.0,160000000.0,160000000.0,33000000.0,2087000000.0,2023-04-30
802000000.0,-472000000.0,-501000000.0,10000000.0,-40000000.0,2852000000.0,3750000000.0,-2000000.0,-896000000.0,-1365000000.0,-1365000000.0,-258000000.0,78000000.0,-222000000.0,-222000000.0,-472000000.0,-472000000.0,-491000000.0,9000000.0,-1000000.0,10000000.0,-500000000.0,-500000000.0,0.0,-373000000.0,-373000000.0,-42000000.0,-291000000.0,158000000.0,-449000000.0,0.0,0.0,10000000.0,10000000.0,842000000.0,842000000.0,294000000.0,136000000.0,-72000000.0,-265000000.0,-265000000.0,-309000000.0,44000000.0,44000000.0,211000000.0,284000000.0,311000000.0,55000000.0,448000000.0,-239000000.0,-239000000.0,195000000.0,195000000.0,162000000.0,162000000.0,33000000.0,89000000.0,2023-07-31
-181000000.0,-584000000.0,-4200000000.0,3956000000.0,-84000000.0,3797000000.0,2852000000.0,-17000000.0,962000000.0,849000000.0,849000000.0,1845000000.0,92000000.0,-260000000.0,-260000000.0,-584000000.0,-584000000.0,-244000000.0,,,,-244000000.0,-4200000000.0,3956000000.0,210000000.0,210000000.0,-9000000.0,303000000.0,395000000.0,-92000000.0,,,-84000000.0,-84000000.0,-97000000.0,-97000000.0,-939000000.0,-391000000.0,10000000.0,-570000000.0,-570000000.0,-5000000.0,-565000000.0,-565000000.0,-33000000.0,45000000.0,33000000.0,41000000.0,495000000.0,-126000000.0,-126000000.0,191000000.0,191000000.0,158000000.0,158000000.0,33000000.0,241000000.0,2023-10-31
550000000.0,-551000000.0,-125000000.0,195000000.0,-63000000.0,4441000000.0,3797000000.0,13000000.0,631000000.0,-16000000.0,-16000000.0,644000000.0,77000000.0,-256000000.0,-256000000.0,-551000000.0,-551000000.0,70000000.0,,,,70000000.0,-125000000.0,195000000.0,34000000.0,34000000.0,-454000000.0,551000000.0,551000000.0,0.0,,,-63000000.0,-63000000.0,613000000.0,613000000.0,-260000000.0,235000000.0,116000000.0,24000000.0,24000000.0,156000000.0,-132000000.0,-132000000.0,29000000.0,-664000000.0,-555000000.0,37000000.0,475000000.0,-184000000.0,-184000000.0,192000000.0,192000000.0,156000000.0,156000000.0,36000000.0,353000000.0,2024-01-31
