tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,300000000.0,40000000.0,209000000.0,588000000.0,300000000.0,91000000.0,-44000000.0,59000000.0,15000000.0,40000000.0,40000000.0,2521000000.0,76000000.0,284000000.0,281000000.0,0.14,0.14,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,-8000000.0,32000000.0,-9000000.0,-9000000.0,-44000000.0,,59000000.0,15000000.0,76000000.0,1845000000.0,121000000.0,121000000.0,121000000.0,121000000.0,625000000.0,1099000000.0,795000000.0,304000000.0,304000000.0,1921000000.0,676000000.0,2597000000.0,2597000000.0,2022-10-31
0.0,0.263158,505000000.0,168000000.0,209000000.0,685000000.0,505000000.0,296000000.0,-42000000.0,68000000.0,15000000.0,168000000.0,168000000.0,2771000000.0,270000000.0,282000000.0,281000000.0,0.6,0.6,168000000.0,168000000.0,168000000.0,168000000.0,168000000.0,60000000.0,228000000.0,8000000.0,8000000.0,-42000000.0,-11000000.0,68000000.0,15000000.0,270000000.0,1998000000.0,121000000.0,121000000.0,121000000.0,121000000.0,630000000.0,1247000000.0,924000000.0,323000000.0,323000000.0,2268000000.0,773000000.0,3041000000.0,3041000000.0,2023-01-31
0.0,0.23665,2992000000.0,2087000000.0,193000000.0,908000000.0,2992000000.0,2799000000.0,-44000000.0,65000000.0,21000000.0,2087000000.0,2087000000.0,3240000000.0,2778000000.0,283000000.0,281000000.0,7.38,7.44,2087000000.0,2087000000.0,2087000000.0,2087000000.0,2087000000.0,647000000.0,2734000000.0,-6000000.0,-6000000.0,-44000000.0,,65000000.0,21000000.0,2778000000.0,2259000000.0,120000000.0,120000000.0,120000000.0,120000000.0,604000000.0,1535000000.0,1203000000.0,332000000.0,332000000.0,5037000000.0,981000000.0,6018000000.0,6018000000.0,2023-04-30
0.0,0.21,260000000.0,89000000.0,195000000.0,639000000.0,260000000.0,65000000.0,-22000000.0,70000000.0,48000000.0,89000000.0,89000000.0,2695000000.0,17000000.0,283000000.0,280000000.0,0.32,0.32,89000000.0,89000000.0,89000000.0,89000000.0,89000000.0,-94000000.0,-5000000.0,,,-22000000.0,,70000000.0,48000000.0,17000000.0,1982000000.0,121000000.0,121000000.0,121000000.0,121000000.0,680000000.0,1181000000.0,840000000.0,341000000.0,341000000.0,1999000000.0,713000000.0,2712000000.0,2712000000.0,2023-07-31
0.0,0.087121,534000000.0,241000000.0,191000000.0,689000000.0,534000000.0,343000000.0,-43000000.0,79000000.0,36000000.0,241000000.0,241000000.0,2671000000.0,307000000.0,283000000.0,280000000.0,0.85,0.86,241000000.0,241000000.0,241000000.0,241000000.0,241000000.0,23000000.0,264000000.0,,,-43000000.0,,79000000.0,36000000.0,307000000.0,1911000000.0,120000000.0,120000000.0,120000000.0,120000000.0,680000000.0,1111000000.0,769000000.0,342000000.0,342000000.0,2218000000.0,760000000.0,2978000000.0,2978000000.0,2023-10-31
0.0,0.002825,603000000.0,353000000.0,192000000.0,783000000.0,603000000.0,411000000.0,-15000000.0,57000000.0,22000000.0,353000000.0,353000000.0,3017000000.0,369000000.0,284000000.0,280000000.0,1.25,1.26,353000000.0,353000000.0,353000000.0,353000000.0,353000000.0,1000000.0,354000000.0,,,-15000000.0,-20000000.0,57000000.0,22000000.0,369000000.0,2162000000.0,120000000.0,120000000.0,120000000.0,120000000.0,678000000.0,1364000000.0,1020000000.0,344000000.0,344000000.0,2531000000.0,855000000.0,3386000000.0,3386000000.0,2024-01-31
